doc_title,chunk_id,fact,scene_context
33、INT. MRS. GANUSH'S LIVING ROOM - DAY,doc_32_chunk_3,Sylvia Ganush refuses to sign the document.,Stephanie offers document for signature.
69、EXT. OAKWOOD CEMETERY - RAINY NIGHT,doc_68_chunk_4,Sylvia Ganush receives a formal gift of a button.,
11、INT. BANK OF CALIFORNIA - LATER,doc_10_chunk_3,Mrs. Ganush has a milky white eye.,Stephanie presents repossession notice; Mrs. Ganush reveals her milky white eye.
69、EXT. OAKWOOD CEMETERY - RAINY NIGHT,doc_68_chunk_0,Sylvia Ganush is buried in a freshly dug grave.,Graveyard: Stephanie locates Sylvia Ganush's grave with a temporary marker.
30、INT. BANK OF CALIFORNIA -- DAY,doc_29_chunk_3,Mrs. Ganush's hand with yellowed fingernails scratched Stephanie's desk.,"Stephanie's desk, during the hand replacement event"
64、INT. RAY'S BMW - NIGHT,doc_63_chunk_1,Sylvia Ganush is no longer present at the location on the road.,"On the road, after Stephanie's purse falls to the floor."
11、INT. BANK OF CALIFORNIA - LATER,doc_10_chunk_15,Sylvia Ganush's attempt to pluck the charm bracelet from Stephanie's wrist was terminated by the Security Guard.,
11、INT. BANK OF CALIFORNIA - LATER,doc_10_chunk_11,Sylvia Ganush was provided as a reference for the loan.,Loan application meeting: Stephanie reviews loan documents with Mrs. Ganush.
11、INT. BANK OF CALIFORNIA - LATER,doc_10_chunk_11,Sylvia Ganush lives nearby.,Loan application meeting: Stephanie reviews loan documents with Mrs. Ganush.
33、INT. MRS. GANUSH'S LIVING ROOM - DAY,doc_32_chunk_0,Sylvia Ganush is in the room.,"Dark room, Stephanie stumbles and sees Mrs. Ganush"
13、EXT. BANK OF CALIFORNIA - PARKING STRUCTURE - DAY,doc_12_chunk_14,Sylvia Ganush is no longer present at the scene.,"At a car, after Sylvia Ganush's warning to Stephanie"
27、INT. RAY'S BEDROOM - MORNING,doc_26_chunk_1,Sylvia Ganush regains control after a nightmare.,"Bedroom, after a nightmare"
