doc_title,chunk_id,fact,scene_context
102、INT. CORRIDOR - CONT.,doc_101_chunk_6,PAYTON is the Captain on the bridge.,the bridge
36、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,doc_35_chunk_0,PAYTON commits to laying out a path and attempting to bypass the main security doors.,During radio communication with BOWER
102、INT. CORRIDOR - CONT.,doc_101_chunk_4,GALLO snaps out of a trance.,LELAND and GALLO exchange a look.
50、INT. SLEEP CHAMBER/CONTROL DESK - LATER,doc_49_chunk_0,The pounding on the locked doors has no effect.,"Pounding on locked doors, no effect"
44、INT. CORRIDOR,doc_43_chunk_10,PAYTON gives a direct order via radio.,"SHEPARD preparing to run, PAYTON on radio"
7、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_6_chunk_5,PAYTON has white hair.,"Inside a locker, reflection reveals PAYTON's white hair."
63、INT. SLEEP CHAMBER/CONTROL DESK - LATER,doc_62_chunk_6,PAYTON discovers a pistol-gripped syringe in a First-Aid case,nearby compartment
8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER,doc_7_chunk_1,The light panels display a dim glow of electricity.,control desk
63、INT. SLEEP CHAMBER/CONTROL DESK - LATER,doc_62_chunk_4,Payton has dried blood splattered on his legs.,
7、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_6_chunk_0,The locker has the nameplate 'LT. PAYTON'.,"Storage locker row, PAYTON guided by BOWER to his locker."
7、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_6_chunk_0,The locker contains a photo of PAYTON's wife (Marianne) inside the door.,"Storage locker row, PAYTON guided by BOWER to his locker."
78、INT. SLEEP CHAMBER/CONTROL DESK,doc_77_chunk_0,PAYTON's daze has been terminated.,Control console scene
72、INT. SLEEP CHAMBER/CONTROL DESK,doc_71_chunk_0,PAYTON is told that Earth was wiped away.,GALLO informs PAYTON of Earth's destruction after PAYTON's question about Earth's status.
50、INT. SLEEP CHAMBER/CONTROL DESK - LATER,doc_49_chunk_2,The shaft opening is closed.,
102、INT. CORRIDOR - CONT.,doc_101_chunk_3,Payton is the only person in the room.,"Room, after Payton self-injects"
102、INT. CORRIDOR - CONT.,doc_101_chunk_3,Payton has injected the syringe into his own wrist.,"Room, after Payton self-injects"
102、INT. CORRIDOR - CONT.,doc_101_chunk_3,Blood is streaming from Payton's nose and ears.,"Room, after Payton self-injects"
90、INT. SLEEP CHAMBER/CONTROL DESK,doc_89_chunk_5,PAYTON submits to GALLO.,"On the ship, during a confrontation with GALLO"
"92、INT. SLEEP CHAMBER/CONTROL, DESK",doc_91_chunk_1,PAYTON locks GALLO inside the pod.,pod
7、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_6_chunk_2,PAYTON's tattoo is faded with age.,
90、INT. SLEEP CHAMBER/CONTROL DESK,doc_89_chunk_1,PAYTON refuses to acknowledge GALLO,"At the control panel, GALLO present behind PAYTON"
21、INT. SLEEP CHAMBER/CONTROL DESK,doc_20_chunk_0,"PAYTON hears a muffled, panicked struggle through the radio.",At the console during a radio call with Bower
