doc_title,chunk_id,description,scene_context
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_6,"Garcetti puts his hand on Danny's shoulder, really playing it up.",
132、INT. CAR - SAME,doc_131_chunk_0,Garcetti checks his watch.,
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_9,Garcetti chuckles at Danny's fear,
168、EXT. PARK - NIGHT,doc_167_chunk_0,Garcetti looks at Danny with contempt.,
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_4,"Garcetti emerges from the men's room, zipping up.",men's room
122、EXT. REMOTE LOCATION-SAME,doc_121_chunk_0,Garcetti putting a phony license plate.,"Outside a truck, which is open."
166、INT. CAR - SAME,doc_165_chunk_0,"swarthly and serious, a MIASMA OF BAD-ASS ATTITUDE.","Front seat of a car, character introduction."
207、INT. BURNED OUT BUILDING - SAME,doc_206_chunk_3,Garcetti shakes his head with shame.,
207、INT. BURNED OUT BUILDING - SAME,doc_206_chunk_1,Garcetti is mum.,
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_2,Garcetti goes down where he stands.,
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_2,He lays there twitching like a rabbit.,
137、INT. POOH-BEAR'S HOUSE - NIGHT,doc_136_chunk_6,Tanner and Garcetti hear the gunfire.,OUTSIDE - still descending the bluff
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_3,his eyes flutter and open,"Bathroom, after Tanner is shot and collapses"
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_12,"Garcetti standing there pointing his gun at Danny, rocking slightly back and forth, a bullet hole in his cheekbone.",
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_12,He looks brain dead.,
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_5,sits down next to Danny.,
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_5,Sighs.,
208、INT. BURNED OUT BUILDING - NIGHT (LATER),doc_207_chunk_3,He tosses the bundle of cash to Danny.,
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_7,Garcetti leans in close,During a conversation with Danny
175、EXT. DESERTED PARK - NIGHT,doc_174_chunk_7,Garcetti stalks him,After Danny knocks Garcetti's hand away
207、INT. BURNED OUT BUILDING - SAME,doc_206_chunk_5,Garcetti holds up a tap.,
110、EXT. STREET-NIGHT (LATER),doc_109_chunk_0,roughly searching him,"Over the hood of a car, Danny spread-eagle"
110、EXT. STREET-NIGHT (LATER),doc_109_chunk_0,pulls a baggie of meth from Danny's pocket,"Over the hood of a car, Danny spread-eagle"
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_13,"Garcetti looks like he wants to shoot his gun, but can't.",
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_13,"He keeps looking down at his hand, trying to get it to obey.",
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_13,Garcetti puts his hand to his nose and blows out a clot of blood.,
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_13,He looks down at his hand.,
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_13,He has hacked up the bullet he was shot with.,
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_13,Garcetti smiles an embarrassed smile at Danny.,
114、INT. POLICE STATION - DAY,doc_113_chunk_0,Garcetti scanning the print he took from the plastic wrapper.,
168、EXT. PARK - NIGHT,doc_167_chunk_2,Garcetti lets Danny go.,
168、EXT. PARK - NIGHT,doc_167_chunk_2,Stomps off.,
22、EXT. PARK - NIGHT,doc_21_chunk_0,Garcetti looks at Danny with contempt.,
20、INT. CAR - SAME,doc_19_chunk_0,"swarthly and serious, a MIASMA OF BAD-ASS ATTITUDE","In a car, driving out of an alley"
168、EXT. PARK - NIGHT,doc_167_chunk_1,Garcetti throws Danny up against the car. Nose-to-nose.,
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_14,Garcetti nods slightly.,Garcetti's death
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_14,"He goes to a kneeling position, then curls up on the floor like he is taking a nap and dies.",Garcetti's death
112、EXT. APARTMENT BUILDING-NIGHT,doc_111_chunk_0,Tanner and Garcetti haul a DOPE DEALER away in cuffs.,F.B.I. OFFICES-DAY
207、INT. BURNED OUT BUILDING - SAME,doc_206_chunk_4,Garcetti tires of the whole show.,
