doc_title,chunk_id,fact,scene_context
137、INT. POOH-BEAR'S HOUSE - NIGHT,doc_136_chunk_6,Garcetti hears the gunfire.,"Outside, descending the bluff"
168、EXT. PARK - NIGHT,doc_167_chunk_2,Garcetti releases Danny.,
137、INT. POOH-BEAR'S HOUSE - NIGHT,doc_136_chunk_9,Tanner signals for Garcetti to take point.,House: After hearing Pooh-Bear mumbling
112、EXT. APARTMENT BUILDING-NIGHT,doc_111_chunk_0,Garcetti participated in the arrest of a dope dealer.,Arrest scene
113、EXT. ROOFTOP-NIGHT,doc_112_chunk_0,Garcetti receives an anonymous tip about the deal from a confidential informant.,Watching Battle enter the building
109、EXT. STREET - NIGHT,doc_108_chunk_0,Al Garcetti is in the car that was rear-ended.,"Danny's last line, car collision"
22、EXT. PARK - NIGHT,doc_21_chunk_2,Garcetti releases Danny.,
207、INT. BURNED OUT BUILDING - SAME,doc_206_chunk_0,Garcetti enters the building.,"Building interior, Danny about to leave with cash."
22、EXT. PARK - NIGHT,doc_21_chunk_1,Garcetti holds Danny against a car in a nose-to-nose position.,Car confrontation following Danny's concern about the kid.
271、EXT. BLUFF-NIGHT,doc_270_chunk_0,Garcetti is negotiating with Tanner.,a washboard dirt road in the hills
255、EXT. STREET - NIGHT,doc_254_chunk_0,Al Garcetti is in the car that was rear-ended.,Car collision scene
240、INT. CAR-SAME,doc_239_chunk_0,Garcetti is listening through an earpiece.,"Danny in back seat dialing a cell phone, Garcetti listening through an earpiece."
256、EXT. STREET-NIGHT (LATER),doc_255_chunk_0,Garcetti finds meth in Danny's pocket.,On the hood of a car during a search of Danny.
283、INT. POOH-BEAR'S HOUSE - NIGHT,doc_282_chunk_9,Garcetti is designated to take point by Tanner.,"House, after hearing Pooh-Bear mumbling"
114、INT. POLICE STATION - DAY,doc_113_chunk_0,The fingerprint print taken by Garcetti from the plastic wrapper is matched to Bubba/Trahn in the FBI database.,FBI fingerprint database screen
168、EXT. PARK - NIGHT,doc_167_chunk_1,Garcetti and Danny are nose-to-nose after Garcetti throws Danny against a car.,Car confrontation
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_1,Garcetti kills Pooh-Bear,Drug deal confrontation
288、INT. POOH-BEAR'S HOUSE - NIGHT,doc_287_chunk_3,Garcetti regains consciousness.,Bathroom
208、INT. BURNED OUT BUILDING - NIGHT (LATER),doc_207_chunk_3,Garcetti refuses Danny's proposal to walk away and call off the deal.,
288、INT. POOH-BEAR'S HOUSE - NIGHT,doc_287_chunk_14,Garcetti dies.,Garcetti dies after nodding to Danny's statement.
29、EXT. DESERTED PARK - NIGHT,doc_28_chunk_4,Garcetti commits to telling Danny the story.,After Garcetti emerges from the men's room
61、INT. BURNED OUT BUILDING - SAME,doc_60_chunk_1,Garcetti is silent during the confrontation.,"Confrontation scene: Danny backed into corner, Tanner raising fists."
61、INT. BURNED OUT BUILDING - SAME,doc_60_chunk_0,Garcetti enters the building.,"Building, Danny about to leave with cash"
260、INT. POLICE STATION - DAY,doc_259_chunk_0,Garcetti's fingerprint scan resulted in a match.,Computer screen: fingerprint scan results in match.
283、INT. POOH-BEAR'S HOUSE - NIGHT,doc_282_chunk_6,Garcetti hears the gunfire.,"Outside, descending the bluff."
62、INT. BURNED OUT BUILDING - NIGHT (LATER),doc_61_chunk_3,Garcetti gives Danny the bundle of cash,
259、EXT. ROOFTOP-NIGHT,doc_258_chunk_0,Garcetti receives an anonymous tip about the deal from a confidential informant.,Tanner and Garcetti watching Battle enter the building
142、INT. POOH-BEAR'S HOUSE - NIGHT,doc_141_chunk_14,Garcetti dies,After Danny says 'You're dead'.
288、INT. POOH-BEAR'S HOUSE - NIGHT,doc_287_chunk_13,Garcetti has hacked up the bullet that was shot into him.,
21、EXT. PART - NIGHT,doc_20_chunk_1,Garcetti hands Danny a wanted poster.,"Outside the car, Garcetti and Danny discuss Bobby."
95、INT. UNKNOWN-SAME,doc_94_chunk_0,Garcetti receives the phone from Danny.,"After the phone call, Danny hands the phone back to Garcetti."
