doc_title,chunk_id,fact,scene_context
141路边 外 夜,doc_140_chunk_0,小四在对话中语塞,
141路边 外 夜,doc_140_chunk_0,小四没有回答小明的提问,
148小马家 内 日,doc_147_chunk_0,小四在小马家做客,小马家
164 电影院门口 外 夜,doc_163_chunk_0,小四获得了电影票。,教会图书馆
169 门口 外 夜,doc_168_chunk_0,小四拿走了手表。,小四在墙头上，二姐与他交谈
169 门口 外 夜,doc_168_chunk_0,爸爸妈妈以为小四在图书馆看书。,小四在墙头上，二姐与他交谈
177 路边 外 夜,doc_176_chunk_0,小四的刀掉到地上。,路边
181 办公室 内 夜,doc_180_chunk_1,小四被男人拉着去换衣服并被带走,
175 片场 内 日,doc_174_chunk_0,小四的手电筒未被拿走。,片场
150客厅 内 日,doc_149_chunk_0,小四被吓坏了,房间内，枪响后
167 操场 外 夜,doc_166_chunk_0,小翠锁上了操场的门。,操场
167 操场 外 夜,doc_166_chunk_0,小四无法打开操场的门。,操场
56 教室 内 夜,doc_55_chunk_1,小四被二一七的人带走。,
179 路上 外 夜,doc_178_chunk_0,小四将刀捅进小明身体,学校附近
39 教室 内 日,doc_38_chunk_1,小四被老师命令站着。,课堂，老师处理开汽水事件后要求小四站立。
42 小四家 内 夜,doc_41_chunk_0,小四回到了家中。,
46 办公室 内 日,doc_45_chunk_0,小四被记过。,办公室，老师宣布记过。
63 门外 外 夜,doc_62_chunk_4,小四被介绍给马车。,屋子内，哈尼介绍小四给马车。
62 冰店 内 日,doc_61_chunk_0,小四被小公园的人围起来。,冰店内，小公园的人围住小四。
62 冰店 内 日,doc_61_chunk_1,小四被众人拦住,
62 冰店 内 日,doc_61_chunk_1,小四被滑头揪住衣领,
5 办公室 内 夜,doc_4_chunk_0,小四的衣服编号是86089,男人询问小四时，小四衣服编号被读出
156家里 内 日,doc_155_chunk_0,小四的书里夹着日本女人的照片,家里，二姐收拾桌子时书滑落
156家里 内 日,doc_155_chunk_0,小四在书里写了字,家里，二姐收拾桌子时书滑落
144书房 内 日,doc_143_chunk_1,小四被教官命令前往训导处。,女医生处
30 靶场 外 日,doc_29_chunk_0,小四被217的人围起来。,草原，小四和小明准备离开时被217的人围住。
170 小四家 内 夜,doc_169_chunk_0,墙上钉着一张日本女人的照片,小四的房间
