doc_title,chunk_id,fact,scene_context
140、INT. OPERATING ROOM,doc_139_chunk_3,Newt is on the surgical table.,Room with surgical table in center
119、INT. MED LAB ANNEX - OPERATING ROOM,doc_118_chunk_8,Newt is wearing a tracker bracelet.,Ripley places tracker bracelet on Newt's wrist.
138、INT. OPERATING ROOM - TIGHT ON RIPLEY - MED LAB,doc_137_chunk_1,Newt is now wide awake.,"Darkness, after Ripley senses lethal presence and wakes Newt"
111、EXT. APC - LANDSCAPE - STATION,doc_110_chunk_2,Newt is calm.,"After Hudson's hysterical outburst, during the aftermath of a crisis."
155、INT. AIR DUCT,doc_154_chunk_3,Newt is lifted safely through the hole.,"Service way, escaping through a hole."
114、INT. OPERATIONS,doc_113_chunk_3,Newt is imitating Hudson.,
148、INT. MED LAB CORRIDOR,doc_147_chunk_2,Newt begins to wail.,corridor
134、INT. MED LAB - ANNEX,doc_133_chunk_0,Newt is in the small O.R.,"Deserted lab, Ripley moving to O.R."
142、INT. OPERATING ROOM,doc_141_chunk_2,Newt is pressed against a desk in a corner.,corner of a room with a desk
140、INT. OPERATING ROOM,doc_139_chunk_2,Newt is in terror.,
140、INT. OPERATING ROOM,doc_139_chunk_2,Newt depends on Ripley.,
156、INT. SERVICE WAY,doc_155_chunk_0,Newt is ahead of Ripley and Hicks during the escape run.,Service way during the escape
153、INT. MED LAB ANNEX,doc_152_chunk_1,Newt is inside the air shaft.,Air shaft entry
153、INT. MED LAB ANNEX,doc_152_chunk_3,Newt is in the narrow connecting duct.,"Intersection, moving into narrow connecting duct"
157、INT. CHUTE,doc_156_chunk_2,Newt is in the right shaft.,at the fork in the chute
161、INT. SERVICE TUNNEL,doc_160_chunk_0,Newt is gone,"Water chamber, after grating is broken"
170、INT. EGG CHAMBER,doc_169_chunk_1,Newt is freed from the cocoon.,"Nest, during Ripley's rescue of Newt from cocoon."
170、INT. EGG CHAMBER,doc_169_chunk_1,Newt is secured to Ripley's battle harness.,"Nest, during Ripley's rescue of Newt from cocoon."
181、INT. DROP-SHIP,doc_180_chunk_0,Newt is safe,"After the blinding glare fades, Ripley and Newt realize they are safe."
190、INT. CARGO BAY,doc_189_chunk_0,Newt is held by Bishop during the hurricane airstream.,"Spaceship during hurricane airstream, near airlock"
147、INT. OPERATIONS,doc_146_chunk_6,Newt is being carried by Ripley.,Room during ceiling explosion
262、INT. KITCHENS,doc_261_chunk_5,Newt is backed into a cul-de-sac in a tiny steel chamber.,tiny steel chamber
262、INT. KITCHENS,doc_261_chunk_8,Newt received a First Grade Citizenship Award.,"Debris field, Ripley discovers a framed photograph of Newt"
265、INT. OFFICE,doc_264_chunk_5,Newt experiences an emotional breakthrough.,Newt and Ripley in an emotional moment
265、INT. OFFICE,doc_264_chunk_4,Newt is a child.,
263、INT. OPERATIONS - ON NEWT - MANAGER'S OFFICE,doc_262_chunk_4,Newt's eyes focus on Ripley for the first time.,Ripley washing Newt's face
265、INT. OFFICE,doc_264_chunk_0,Newt's voice is almost inaudible.,Ripley washing Newt's hands
270、INT. APC,doc_269_chunk_0,Newt is part of the group huddled around the screens.,Group huddle around screens
104、INT. APC,doc_103_chunk_0,Newt is no longer in a catatonic state.,"Vehicle, Ripley locates Newt wedged between driver's seat and bulkhead."
299、INT. APC,doc_298_chunk_5,Newt is being comforted by Ripley.,"After Vasquez halts Burke's argument, Ripley comforts Newt."
135、INT. MED LAB - O.R.,doc_134_chunk_0,Newt is fast asleep.,"Darkened chamber, Ripley finds Newt asleep under the bed."
135、INT. MED LAB - O.R.,doc_134_chunk_0,Newt is clutching the toy 'Casey'.,"Darkened chamber, Ripley finds Newt asleep under the bed."
303、EXT. APC - LANDSCAPE - STATION,doc_302_chunk_2,Newt is relatively calm.,"After the explosion, during the stunned silence."
303、EXT. APC - LANDSCAPE - STATION,doc_302_chunk_2,Newt is in a state of fatalistic acceptance.,"After the explosion, during the stunned silence."
326、INT. MED LAB - ANNEX,doc_325_chunk_0,Newt is in the small O.R.,"Lab and annex, Ripley moving to small O.R. where she left Newt"
311、INT. MED LAB ANNEX - OPERATING ROOM,doc_310_chunk_2,Newt has experienced the world as being at least as terrifying as her most primal child's nightmare.,"Newt and Ripley in a quiet moment after a frightening event, Ripley brushing Newt's hair."
332、INT. OPERATING ROOM,doc_331_chunk_3,Newt is on the surgical table.,"Surgical room, center of the room"
330、INT. OPERATING ROOM - TIGHT ON RIPLEY - MED LAB,doc_329_chunk_1,Newt is now wide awake.,"Dark location, after Ripley whispers to wake Newt"
311、INT. MED LAB ANNEX - OPERATING ROOM,doc_310_chunk_7,Newt is wearing a tracker bracelet.,Ripley places the tracker bracelet on Newt.
263、INT. OPERATIONS - ON NEWT - MANAGER'S OFFICE,doc_262_chunk_1,Newt is left alone with Ripley after Gorman and the others exit.,"Gorman and others exit, leaving Ripley and Newt alone."
334、INT. OPERATING ROOM,doc_333_chunk_0,Newt is drenched.,Dark room with sprinklers and siren
339、INT. OPERATIONS,doc_338_chunk_6,Newt is carried by Ripley.,"Room during creature attack (ceiling explodes, creatures drop in)"
340、INT. MED LAB CORRIDOR,doc_339_chunk_2,Newt begins to wail.,corridor during alien attack
349、INT. CHUTE,doc_348_chunk_2,Newt tumbles into the right shaft.,Chute fork scene
345、INT. MED LAB ANNEX,doc_344_chunk_3,The target character gives the command to go right.,"Intersection in the duct maze, after the character clears the corner."
349、INT. CHUTE,doc_348_chunk_1,Newt plummets down the chute.,Chute
353、INT. SERVICE TUNNEL,doc_352_chunk_0,Newt is gone.,Ripley searches the water after breaking the grating.
362、INT. EGG CHAMBER,doc_361_chunk_1,Newt is freed from a cocoon.,Ripley frees Newt from a cocoon.
373、INT. DROP-SHIP,doc_372_chunk_0,Newt is safe.,Ripley and Newt realize they are safe after the blinding glare fades.
262、INT. KITCHENS,doc_261_chunk_4,Newt slams a steel hatch,"Ventilation duct, Ripley observes Newt slamming a steel hatch"
382、INT. CARGO BAY,doc_381_chunk_0,Bishop catches Newt's arm.,"Hurricane on ship: Newt sucked toward airlock, Bishop catches her arm."
332、INT. OPERATING ROOM,doc_331_chunk_2,Newt depends on Ripley,
70、INT. KITCHENS,doc_69_chunk_8,Newt received a First Grade Citizenship Award.,"Debris field, Ripley discovers Newt's award photograph."
70、INT. KITCHENS,doc_69_chunk_5,Newt built the nest.,"tiny steel chamber, nest discovery"
348、INT. SERVICE WAY,doc_347_chunk_0,"Newt breaks out ahead of Ripley and Hicks, causing them to struggle to keep up.",Service way during a run from a blast
296、INT. APC,doc_295_chunk_0,Newt is no longer in a catatonic state.,Ripley finds Newt wedged between driver's seat and bulkhead.
73、INT. OFFICE,doc_72_chunk_4,Newt is a child.,
73、INT. OFFICE,doc_72_chunk_5,Newt's emotional release constitutes a breakthrough.,Newt's emotional release and hugging Ripley
71、INT. OPERATIONS - ON NEWT - MANAGER'S OFFICE,doc_70_chunk_4,Newt's eyes focus on Ripley for the first time.,Ripley washing Newt's face
78、INT. APC,doc_77_chunk_0,Newt joins the group huddling around the screens.,Group huddling around screens
71、INT. OPERATIONS - ON NEWT - MANAGER'S OFFICE,doc_70_chunk_0,A bio-monitoring cuff is wrapped around Newt's arm.,Gorman and Dietrich are monitoring Newt with a bio-monitoring cuff.
383、INT. LOADING LOCK,doc_382_chunk_1,Bishop is holding Newt by the arm.,"Inner doorway area, after Ripley closes the doors."
