doc_title,chunk_id,fact,scene_context
112、EXT. BEACH - LATER,doc_111_chunk_0,Chuck finishes the letter P in the word HELP.,"Beach, spelling HELP with FedEx boxes."
131、EXT. PALM GROVE - DAY,doc_130_chunk_0,Chuck never reads the script with a red cover.,
104、EXT. ISLAND - CLIFF,doc_103_chunk_0,Chuck successfully lands on the other side of the flume.,"On a ledge with a flume, after jumping across."
116、EXT. JUNGLE - DAY,doc_115_chunk_0,Chuck is at the bottom of a six-foot-deep hole.,
135、EXT. OTHER SIDE OF ISLAND - DAY,doc_134_chunk_0,The berries Chuck tastes are not bad.,
135、EXT. OTHER SIDE OF ISLAND - DAY,doc_134_chunk_0,Chuck experiences relief.,
148、EXT. PALM GROVE - MORNING,doc_147_chunk_0,Chuck mastered fire.,carving a flame on a tree
145、EXT. BEACH - DAY,doc_144_chunk_3,A tiny flame catches on the kindling.,
145、EXT. BEACH - DAY,doc_144_chunk_3,The flames grow.,
145、EXT. BEACH - DAY,doc_144_chunk_1,A fragile crimson spark appears.,
145、EXT. BEACH - DAY,doc_144_chunk_1,A tiny flame is present.,
150、EXT. BEACH - DAY,doc_149_chunk_0,A crab is on the end of Chuck's spear.,Chuck wading in water and stabbing his spear.
154、EXT. PALM GROVE - MORNING,doc_153_chunk_0,Chuck has circled the tree with marks several times.,
155、EXT. BEACH - DAY,doc_154_chunk_0,Chuck catches a fish.,
128、EXT. BEACH - DAY,doc_127_chunk_0,Chuck misses the crab.,Fishing scene: Chuck jabs at a crab and misses.
124、EXT. JUNGLE - DAY - LATER,doc_123_chunk_0,Chuck is awake,
168、EXT. CAVE - DAY - MINUTES LATER,doc_167_chunk_1,The fire ignites and begins to grow.,"On the beach during the monsoon, while starting a fire."
17、INT. FEDEX OFFICES - MANILA - DAY - MOMENTS LATER,doc_16_chunk_0,Chuck commits to catching the sweep tonight.,"On the phone, Chuck makes a commitment about the sweep."
172、EXT. LEDGE - DAY,doc_171_chunk_1,Chuck pulls himself back from the edge.,"On a cliff, after slipping and nearly falling."
180、EXT. BEACH - LATER THAT DAY,doc_179_chunk_0,Chuck has completely covered three trees with marks.,
185、EXT. CLIFF - SUNRISE,doc_184_chunk_0,A light comes back into Chuck's eyes.,"Summit, watching whales"
157、EXT. SUMMIT - AFTERNOON,doc_156_chunk_1,Chuck sees a light on the horizon.,"On the horizon, as Chuck is leaving."
216、INT. CAVE - NIGHT,doc_215_chunk_0,Chuck is working on plans for a raft.,
179、EXT. OCEAN - SUNRISE - THREE YEARS LATER,doc_178_chunk_1,The watch is gone.,
207、INT. CAVE - DAY,doc_206_chunk_1,Chuck's face has been painted white.,Montage: Reflection in a gourd showing Chuck's face.
214、EXT. BEACH - LATER,doc_213_chunk_0,Chuck pulls the barrel up off the beach.,on the beach
215、EXT. JUNGLE - DAY,doc_214_chunk_0,Chuck's raft is destroyed.,
157、EXT. SUMMIT - AFTERNOON,doc_156_chunk_0,Chuck sees whales.,"At the sea, after arriving with wood for the night."
212、EXT. BEACH - LATER,doc_211_chunk_0,Chuck's inner struggle ends.,Chuck sitting at oil drums
211、EXT. BEACH - DAY,doc_210_chunk_0,Chuck had seen two oil drums.,Emerging from palm trees
227、EXT. OCEAN - DAY - FOUR WEEKS LATER,doc_226_chunk_2,Chuck prevents the object from falling over the side.,
172、EXT. LEDGE - DAY,doc_171_chunk_0,Chuck is barely balanced.,On a ledge overlooking the sea with jagged rocks below.
225、EXT. LAGOON - DAY,doc_224_chunk_1,Chuck is clear of the breakers.,During the wave impact on the raft near the reef
232、EXT. RAFT - DAY,doc_231_chunk_1,Chuck successfully ties the rope.,On the raft during a storm
232、EXT. RAFT - DAY,doc_231_chunk_1,Chuck successfully pulls the funnel up.,On the raft during a storm
232、EXT. RAFT - DAY,doc_231_chunk_1,Water begins to collect in the jar.,On the raft during a storm
209、EXT. JUNGLE - DAY,doc_208_chunk_0,Chuck has left handprints that serve as a mark of his presence.,
235、EXT. OCEAN - DAY,doc_234_chunk_0,Chuck does not hear anything.,
194、INT. CAVE - DAY,doc_193_chunk_0,Chuck's only companion is a soccer ball.,cave
236、EXT. OCEAN - NIGHT,doc_235_chunk_0,Chuck's hand is glowing.,on the raft
236、EXT. OCEAN - NIGHT,doc_235_chunk_0,Chuck sees a ship.,on the raft
236、EXT. OCEAN - NIGHT,doc_235_chunk_0,Chuck hears a humming in deep register.,on the raft
238、EXT. OCEAN - DAY,doc_237_chunk_0,Chuck realizes that the dolphins are chasing his fish.,"After the storm, on the raft"
238、EXT. OCEAN - DAY,doc_237_chunk_2,The entities that dove and jumped are gone.,"After Chuck pleads to be taken, the entities depart."
21、EXT. ST. PETERSBURG - DAY - MOMENTS LATER,doc_20_chunk_0,Chuck is inside the FedEx truck.,The FedEx truck pulling out of the FedEx office.
233、EXT. OCEAN - DAY,doc_232_chunk_3,The whale's flukes do not destroy Chuck.,Whale's flukes approach Chuck's raft but do not destroy him.
236、EXT. OCEAN - NIGHT,doc_235_chunk_1,The glow from the fish Chuck killed saves his life.,"At sea, after being thrown into the water."
242、EXT. RAFT - DAY - MOMENTS LATER,doc_241_chunk_3,Chuck sees a ship.,
25、INT. FEDEX OFFICES - ST. PETERSBURG - SERIES OF SHOTS,doc_24_chunk_0,Chuck hands the clipboard to Lev.,Lev by his truck
239、EXT. OCEAN - DAY,doc_238_chunk_5,Chuck catches a fish,On the raft in the ocean
253、INT. U.S. NAVAL HOSPITAL - HAWAII,doc_252_chunk_7,Chuck will be through with the doctor's care when the IV runs out.,Medical consultation
257、INT. PHONE CUBICLE - MINUTES LATER,doc_256_chunk_0,Chuck is unable to tune out the background hum.,
261、INT. DENTIST - NEXT DAY,doc_260_chunk_2,Chuck is alive.,Stan bursts into the room and declares Chuck is alive.
26、INT. FEDEX WAREHOUSE - ST. PETERSBURG - WEEK LATER,doc_25_chunk_0,Chuck orders a five-minute delay for the semi.,Loading the semi for airport run.
238、EXT. OCEAN - DAY,doc_237_chunk_1,The dolphins are talking about Chuck.,
261、INT. DENTIST - NEXT DAY,doc_260_chunk_1,Chuck has not heard the constant babble of human contact for four years.,Dental examination
262、INT. DENTIST - WAITING ROOM,doc_261_chunk_3,Chuck sees a photo of a little girl with a dog.,Kelly shows Chuck a photo of her child.
263、EXT. HAWAII - DAY,doc_262_chunk_0,Chuck owns a raft.,"Dock, raft on display."
264、INT. FEDEX PLANE - NIGHT,doc_263_chunk_0,Chuck is coming down off his survival high.,On a plane
264、INT. FEDEX PLANE - NIGHT,doc_263_chunk_0,Chuck has the Angel Wing FedEx package with him.,On a plane
266、EXT. MEMPHIS SUPERHUB - MOMENTS LATER,doc_265_chunk_2,Chuck is told that his mother is waiting for him at the farm.,"Bottom of steps, after family reunion"
259、INT. PHONE CUBICLE - MOMENTS LATER,doc_258_chunk_0,Chuck is on a high.,Phone call with Stan
283、INT. FRAME HOUSE - ARKANSAS - DAY,doc_282_chunk_1,Chuck misses the island.,"in the home, during a conversation with his mother"
