doc_title,chunk_id,fact,scene_context
190、INT. DAY. LANDY'S OFFICE -- DAY,doc_189_chunk_0,Landy requests Bourne's personnel file.,"Cronin reports unconfirmed deaths of Bourne and Nicky, Landy requests Bourne's personnel file."
247、EXT. TUTOR CITY,doc_246_chunk_0,Landy is under surveillance by agents.,
231、EXT. STREET.,doc_230_chunk_0,Landy is being trailed by foot.,
223、EXT. CRI -- DAY,doc_222_chunk_0,Landy leaves CRI.,CRI
141、INT. VOSEN'S OFFICE,doc_140_chunk_3,Landy sees the authorization words 'instantaneous lethal action is authorized when...',Landy opens a file and sees the authorization words.
96、INT. DAY. POSH HOTEL -- NEW YORK CITY,doc_95_chunk_1,Landy receives surveillance photos of Bourne in Paris.,
96、INT. DAY. POSH HOTEL -- NEW YORK CITY,doc_95_chunk_0,Landy is not staying long.,"At a restaurant: Landy arrives, sits without removing her coat, and the narrative explicitly states she is not staying long."
304、INT. VOSEN'S SUV -- LATE AFTERNOON,doc_303_chunk_0,Landy is present at the scene.,A block south of the hospital
98、INT. DAY -- CRI HUB,doc_97_chunk_2,Landy requests all available information on Ross to be displayed on screen one.,
98、INT. DAY -- CRI HUB,doc_97_chunk_0,Landy has the floor during the meeting.,"Room, meeting in progress."
100、INT. DAY. CRI HUB -- NEW YORK CITY,doc_99_chunk_4,The HUB employees are impressed by Landy.,The HUB: Names are displayed on screen
200、INT. LANDY'S OFFICE. NIGHT,doc_199_chunk_0,Landy gains access to the information in Bourne's file.,
188、EXT. ROOFTOP -- CONTINUOUS *,doc_187_chunk_2,Landy believes Nicky and Bourne are both dead.,"CRI HUB: Message appears, Landy and Vosen believe Nicky and Bourne are dead."
229、EXT. MANHATTAN -- DAY,doc_228_chunk_0,Landy finds no signs of surveillance.,Walking east toward Tudor City
288、EXT. UPPER EAST SIDE -- LATE AFTERNOON,doc_287_chunk_1,Landy told Bourne his birthday was 4/15/71.,Room conversation: TECH reports Landy provided his birthday to Bourne.
299、EXT. NEW YORK -- HOSPITAL -- LATE AFTERNOON,doc_298_chunk_2,Landy lets Bourne go.,Bourne exits through doors.
98、INT. DAY -- CRI HUB,doc_97_chunk_1,"Landy commands the team to sit down, strap in, and activate all available resources.",Tactical command center
