doc_title,chunk_id,description,scene_context
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_3,"SLATE (still calm, warm)",
14、INT. SLATE'S OFFICE - SAME TIME,doc_13_chunk_1,"Slate glowers, paces around the model.",
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_5,Mr. Slate turns around and walks out of here,
12、INT. OFFICE - PULLBACK FROM WINDOW,doc_11_chunk_2,Slate does a Danny Thomas spit take all over the model.,
14、INT. SLATE'S OFFICE - SAME TIME,doc_13_chunk_0,Slate stands in a blubbering fury as Lava mops coffee up from the model and Slate's face.,
52、EXT. SLATE NEEDLE - NIGHT,doc_51_chunk_4,Even Slate takes Mrs. Slate's hand.,
51、INT. SLATE NEEDLE - NIGHT,doc_50_chunk_0,SLATE What the devil's going on here?,
26、EXT. QUARRY - DAY,doc_25_chunk_12,Mr. Slate is about to address them from his office balcony.,Quarry yard: Mr. Slate prepares to speak to the workers from his office balcony.
51、INT. SLATE NEEDLE - NIGHT,doc_50_chunk_5,"He leaps, snarling, on top of Lava...",
53、EXT. FIBRESPHERE - LONG SHOT,doc_52_chunk_20,Slate looks around at -- HIS POV - THE RUINS AND DESTRUCTION,
53、EXT. FIBRESPHERE - LONG SHOT,doc_52_chunk_24,SLATE Faints dead away!,
52、EXT. SLATE NEEDLE - NIGHT,doc_51_chunk_10,"Slate picks up the head of the statue, his only souvenir.",IN THE MAIN ROOM
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_0,Slate is practicing hitting golf balls into an automatic putting cup.,
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_0,"A ball shoots back at Slate, who tees up again.",
53、EXT. FIBRESPHERE - LONG SHOT,doc_52_chunk_22,Slate turns at the growing sound of the ANIMALS PIGGING OUT.,
26、EXT. QUARRY - DAY,doc_25_chunk_13,Slate no longer will man and beast bend under the backbreaking load of stone and rock and timber... because Fibrerock is so light that even a child can handle it. (pause) That's why on Monday we're going,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_2,"Slate staggers to his feet, seething with fury.",
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_2,finally yanks the car hood free. It bounces and VIBRATES in his hands like a hand saw.,
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_4,Slate laughs along with the office staff and Fred.,
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_4,Slate winks.,
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_4,Slate wipes away a tear.,
53、EXT. FIBRESPHERE - LONG SHOT,doc_52_chunk_19,"SLATE (sighing) Okay, okay.",
53、EXT. FIBRESPHERE - LONG SHOT,doc_52_chunk_19,"He picks up a fragment of stone, begins writing on it.",
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_11,He points to the translucent material.,"Scene involving Slate Construction, introducing the Fibre Age."
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_11,SLATE (dramatically) The Stone Age is over! Let the Fibre Age begin!,"Scene involving Slate Construction, introducing the Fibre Age."
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_10,"Slate takes the piece of material, leans it on the table so it catches the light.",
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_10,Slate puts his arms around Fred and Barney.,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_10,Slate pulls Fred and Barney close with genuine excitement.,
47、INT. SLATE NEEDLE,doc_46_chunk_6,"Loses his balance, grabs onto Lava for support, ends up pulling him down, too.",
47、INT. SLATE NEEDLE,doc_46_chunk_6,Slate gets to his knees and looks out the window... and his jaw drops in astonishment.,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_9,SLATE (rolling it over his tongue) 'Fibrerock'? 'Fibrerock'?,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_9,SLATE (playing with it) 'Fib-bre-rock' --,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_9,SLATE I love it!,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_0,Slate sits up,
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_0,"Slate's eyes fall on Fred's car hood, swinging from a bookshelf",
17、INT. SLATE'S OFFICE - DAY,doc_16_chunk_0,"Slate reaches for it -- pulls it -- it stays put, and only releases a new deluge of rubble and plaster",
36、INT. SLATE'S OFFICE - DAY,doc_35_chunk_2,SLATE (shrugging) It's a gift...,
36、INT. SLATE'S OFFICE - DAY,doc_35_chunk_2,"Slate's so busy admiring his moment to himself he hardly listens to what Lava's saying, just runs his stylus through the wet clay of the statements, meanwhile 'framing' the model city in his hands.",
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_1,Slate tees up the ball again.,Scene: Slate is playing golf indoors.
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_1,"Startled, Slate drives the ball instead of putting it.","Scene: Slate is startled when Fred barges in, banging the door."
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_1,SLATE (furiously) Flintstone!,Scene: After the ball shatters a picture of Mrs. Slate.
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_2,"Slate looks at Lava, who shrugs.",
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_2,"Slate looks back at Fred, stays surprisingly calm.",
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_2,"He toys with the putter, balances it on his palm.",
27、INT. SLATE'S OFFICE - DAY,doc_26_chunk_2,He does a really nifty snap which combines with a buck-and-wing with the putter.,
