doc_title,chunk_id,fact,scene_context
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_6,Andy is unconscious.,Wrestling match: Andy is unconscious following Lawler's piledriver.
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_0,Andy has left the ring.,Wrestling ring
"109、INT. FRIDAYS SET, CONTROL BOOTH - NIGHT",doc_108_chunk_0,Andy is cut off during his television broadcast,
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_1,Andy is face-to-face with his parents.,"ring, Andy encounters his parents"
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_0,Andy is euphoric.,"Andy enters venue to theme music, crowd boos, Andy is euphoric."
123、INT. DAVID LETTERMAN SHOW - NIGHT,doc_122_chunk_5,Andy is on the floor after being slapped by Lawler.,"Lawler slaps Andy, causing Andy to fall from his chair and land on the floor."
"128、INT. MEDITATION INSTITUTE UNIVERSITY, CLASSROOM - DAY",doc_127_chunk_0,Andy is the teacher of the nine students.,Classroom with nine students
"129、INT. MEDITATION INSTITUTE UNIVERSITY, CORRIDOR - DAY",doc_128_chunk_3,Andy waves goodbye to Little Wendy.,Corridor
"13、INT. NY IMPROV, SHOWROOM - 1975 - NIGHT",doc_12_chunk_2,Andy is in character as Foreign Man.,on stage during a break
"132、INT. LAUREL CANYON HOUSE, LIVING ROOM - DAY",doc_131_chunk_2,Andy has an inflamed red pimple on the back of his neck.,at the mirror
"13、INT. NY IMPROV, SHOWROOM - 1975 - NIGHT",doc_12_chunk_9,Andy is performing as Elvis.,Stage performance: Andy is identified as Elvis by the narrative.
"134、INT. LA IMPROV, SHOWROOM - LATER THAT NIGHT",doc_133_chunk_3,Andy requires payment before the cyst can be accessed.,First taker scene: Andy stops the blonde woman and requires payment.
101、INT. FRIDAYS SET - NIGHT,doc_100_chunk_0,Andy fails to complete the line.,Live TV broadcast: Andy stops mid-line during performance.
106、INT. FRIDAYS SET - NIGHT,doc_105_chunk_0,Andy stops fighting.,After floor director announces commercial break.
139、EXT. LA IMPROV - LATER THAT NIGHT,doc_138_chunk_0,Andy commits to coming up with a solution to win back the public's sympathy.,"Walking down the street, George advises Andy to win back public sympathy."
"140、INT. LAUREL CANYON, BEDROOM - NIGHT",doc_139_chunk_0,Andy is absent from the new bedroom at 3:30 am.,"New bedroom, 3:30 am"
120、INT. DOCTOR'S OFFICE - DAY,doc_119_chunk_0,Andy is depicted wearing a neck brace in a montage of newspaper photos.,Montage of newspaper photos
121、INT. ANDY'S APARTMENT - DAY,doc_120_chunk_1,Andy is acting as a shuffling invalid with a neck brace.,"Knock at the door, Andy transforms into a shuffling invalid."
121、INT. ANDY'S APARTMENT - DAY,doc_120_chunk_2,Andy receives a card from 'Your friends at Taxi'.,Delivery of flowers and card.
"148、INT. LAUREL CANYON HOUSE, LIVING ROOM - LATER THAT DAY",doc_147_chunk_3,Andy struggles to remain composed.,
