doc_title,chunk_id,description,scene_context
"116、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_115_chunk_0,Andy opens his eyes.,
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_6,Andy is splayed unconscious.,"Wrestling ring, after Piledriver"
"115、INT. MID-SOUTH COLISEUM, CORRIDOR - NIGHT",doc_114_chunk_0,Andy is being carried by the Coliseum EMPLOYEES into the dressing room.,dressing room
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_1,Andy prances into the ring.,"Inside a ring, at the start of an event"
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_1,He takes the mike.,"Inside a ring, at the start of an event"
"118、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_117_chunk_1,"Deadpan, Andy sits up.",
103、INT. FRIDAYS SET - NIGHT,doc_102_chunk_1,"Andy gets enraged, grabs his prop water glass and THROWS it in Richard's face.","Live show, after Richards throws cue cards over Andy's head"
120、INT. DOCTOR'S OFFICE - DAY,doc_119_chunk_0,Andy sits watching an OLD DOCTOR examining a number of x-rays clipped to light panels.,"Medical office, doctor examining x-rays"
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_0,Andy strikes a threatening pose.,Wrestling ring
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_0,"Andy instantly, cowardly, runs for the ropes and jumps out of the ring.",Wrestling ring
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_0,Andy grins at the crowd and points at his brain,Wrestling ring
121、INT. ANDY'S APARTMENT - DAY,doc_120_chunk_2,Andy takes the card.,
121、INT. ANDY'S APARTMENT - DAY,doc_120_chunk_2,Andy chuckles.,
101、INT. FRIDAYS SET - NIGHT,doc_100_chunk_0,"Suddenly Andy returns, a strange grin on his face. He's swaying on his feet.",Live TV broadcast
101、INT. FRIDAYS SET - NIGHT,doc_100_chunk_0,Andy awkwardly sits. He has a strange hesitancy.,Live TV broadcast
101、INT. FRIDAYS SET - NIGHT,doc_100_chunk_0,"Andy purses his lips, fretting. An endless pause.",Live TV broadcast
101、INT. FRIDAYS SET - NIGHT,doc_100_chunk_0,Andy won't finish the line.,Live TV broadcast
101、INT. FRIDAYS SET - NIGHT,doc_100_chunk_0,Andy shakes his head.,Live TV broadcast
1、INT. VOID - DAY,doc_0_chunk_3,Andy turns to a primitive 16mm PROJECTOR and turns it on.,"Great Neck, Long Island: Andy turns on the projector."
1、INT. VOID - DAY,doc_0_chunk_3,He smiles at the flickering light.,"Great Neck, Long Island: Andy smiles at the flickering light."
1、INT. VOID - DAY,doc_0_chunk_1,Andy puts a needle on a phonograph,"End of movie, closing credits sequence"
1、INT. VOID - DAY,doc_0_chunk_1,"Andy stands frozen, awkwardly looking at the audience.","End of movie, closing credits sequence"
106、INT. FRIDAYS SET - NIGHT,doc_105_chunk_0,Andy turns. He notices the red lights are off -- and... instantly stops fighting.,Commercial break announcement
"118、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_117_chunk_0,Andy opens his eyes.,Janice runs to Andy's side and cries.
106、INT. FRIDAYS SET - NIGHT,doc_105_chunk_1,Andy seems discombobulated.,"Audience, after Maynard runs out of the booth"
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_3,Andy reaches in his pocket and removes... a bar of SOAP.,Andy presents soap and toilet paper to the crowd.
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_3,Andy smiles helpfully.,Andy presents soap and toilet paper to the crowd.
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_3,Andy holds up a ROLL OF TISSUE.,Andy presents soap and toilet paper to the crowd.
123、INT. DAVID LETTERMAN SHOW - NIGHT,doc_122_chunk_7,"Freaked, Andy leaps up and storms out.",
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_0,"ANDY strides in, a sneer on his grungy face.",Public event
113、INT. MID-SOUTH COLISEUM - NIGHT,doc_112_chunk_0,"Andy is euphoric, loving the hatred.",Public event
"112、INT. MID-SOUTH COLISEUM, DRESSING ROOM - SAME TIME",doc_111_chunk_0,"Andy is meditating, eyes shut, at rest in his private oasis.",Private oasis
"112、INT. MID-SOUTH COLISEUM, DRESSING ROOM - SAME TIME",doc_111_chunk_0,Andy awakens,After door banging
"112、INT. MID-SOUTH COLISEUM, DRESSING ROOM - SAME TIME",doc_111_chunk_0,He smiles,After door banging
"118、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_117_chunk_2,Andy is genuinely shocked.,
"118、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_117_chunk_2,He looks at his quivering mother...,
"118、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_117_chunk_2,"his voice softens, truly remorseful.",
"116、INT. MID-SOUTH COLISEUM, DRESSING ROOM - NIGHT",doc_115_chunk_1,"Deadpan, Andy sits up.",In a wrestling ring
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_4,Andy SLAMS DOWN on his back.,On the mat
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_4,"Andy lies on the mat, unmoving.",On the mat
"109、INT. FRIDAYS SET, CONTROL BOOTH - NIGHT",doc_108_chunk_0,"(he talks extremely fast, to get in as much information before he's cut off)","TV broadcast, Andy speaking"
"109、INT. FRIDAYS SET, CONTROL BOOTH - NIGHT",doc_108_chunk_0,And BLINK! Andy gets CUT OFF.,"TV broadcast, Andy being cut off"
108、INT. FRIDAYS SET - NIGHT,doc_107_chunk_0,choking up,"Live event, Andy is about to speak but is emotionally overwhelmed."
108、INT. FRIDAYS SET - NIGHT,doc_107_chunk_0,beat,"Live event, Andy is about to speak but is emotionally overwhelmed."
108、INT. FRIDAYS SET - NIGHT,doc_107_chunk_0,upset,"Live event, Andy is about to speak but is emotionally overwhelmed."
108、INT. FRIDAYS SET - NIGHT,doc_107_chunk_0,shaken,"Live event, Andy is about to speak but is emotionally overwhelmed."
121、INT. ANDY'S APARTMENT - DAY,doc_120_chunk_0,"George, Zmuda and Andy are looking through hundreds of clippings from the newspapers.",Looking through newspaper clippings
103、INT. FRIDAYS SET - NIGHT,doc_102_chunk_2,Andy HITS Jack.,"During the sketch, after Jack jabs Andy"
103、INT. FRIDAYS SET - NIGHT,doc_102_chunk_2,Andy swings wildly.,During the fight
126、INT. SHAPIRO/WEST - DAY,doc_125_chunk_2,Andy gulps emotionally.,
"13、INT. NY IMPROV, SHOWROOM - 1975 - NIGHT",doc_12_chunk_5,"Andy gestures, as if they got the joke.",
123、INT. DAVID LETTERMAN SHOW - NIGHT,doc_122_chunk_3,"Andy jumps up, crazed.",
123、INT. DAVID LETTERMAN SHOW - NIGHT,doc_122_chunk_3,"Andy storms over, out-of-control.",
"129、INT. MEDITATION INSTITUTE UNIVERSITY, CORRIDOR - DAY",doc_128_chunk_2,Andy cracks.,
"129、INT. MEDITATION INSTITUTE UNIVERSITY, CORRIDOR - DAY",doc_128_chunk_0,Andy steps out.,
"129、INT. MEDITATION INSTITUTE UNIVERSITY, CORRIDOR - DAY",doc_128_chunk_0,Andy is stunned.,
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_1,"Andy crosses to the opposite end of the ring, gauging his rival...",Wrestling ring during a match
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_1,then slowly climbs in,Wrestling ring during a match
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_1,Then Andy leaps back out!,Wrestling ring during a match
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_1,"Andy struts around the floor, pointing to his brain.",Arena floor after Andy leaves the ring
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_1,He smirks at various spectators... until he finds himself face-to-face with -- his parents.,Arena floor after Andy leaves the ring
114、INT. MID-SOUTH COLISEUM - SECONDS LATER,doc_113_chunk_3,"Andy paces around, unsure of his next move.",Wrestling match
