doc_title,chunk_id,fact,scene_context
52、INT. KELLY'S HOUSE - DAY,doc_51_chunk_0,Kelly's house is where she works.,Kelly's house
370、EXT. KELLY'S HOUSE - DAY - MINUTES LATER,doc_369_chunk_2,Kelly receives the dog from Chuck.,Chuck hands the dog to Kelly.
352、INT. KELLY'S HOUSE - DAY,doc_351_chunk_3,Kelly receives a piece of luggage from Chuck.,
255、INT. PHONE CUBICLE - NIGHT - MINUTES LATER,doc_254_chunk_0,Kelly answers the phone.,Small windowless room with desk and phone
52、INT. KELLY'S HOUSE - DAY,doc_51_chunk_6,Kelly refuses to watch Jango.,"Chuck asks Kelly to watch Jango, and she says 'No'."
352、INT. KELLY'S HOUSE - DAY,doc_351_chunk_0,Kelly's house is also her workplace.,Kelly's house
52、INT. KELLY'S HOUSE - DAY,doc_51_chunk_3,Kelly receives a present from Chuck.,Chuck hands over a present to Kelly.
562、INT. DENTIST - WAITING ROOM,doc_561_chunk_1,Kelly is wearing a ring.,Reunion scene: Chuck and Kelly hug and talk.
352、INT. KELLY'S HOUSE - DAY,doc_351_chunk_5,Kelly refuses to watch Jango.,"Chuck asks Kelly to watch the puppy (Jango), and she says 'No'."
555、INT. PHONE CUBICLE - NIGHT - MINUTES LATER,doc_554_chunk_0,Kelly answers the phone.,"Small windowless room, phone call initiated."
