doc_title,chunk_id,fact,scene_context
四 惊艳,doc_4_chunk_3,乐娘被何云青收为学生。,酒席上，何云青收乐娘为学生
十一 缘了,doc_11_chunk_9,乐娘化为灰烬,
六 露緣,doc_6_chunk_3,乐娘拥有何云青的珠链。,
六 露緣,doc_6_chunk_8,乐娘即将成为何云青的妻子。,
十 故梦,doc_10_chunk_2,乐娘沦为伴舞,
九 封印,doc_9_chunk_3,乐娘将房门上了锁。,
五 战鼓,doc_5_chunk_1,乐娘的打鼓助兴提议被何云青接受。,
十 故梦,doc_10_chunk_5,乐娘伤重死去。,
十 故梦,doc_10_chunk_5,乐娘的灵魂从身体中逸出。,
十 故梦,doc_10_chunk_5,乐娘在极短时间内掌握了老道的法术。,
六 露緣,doc_6_chunk_0,乐娘知道何云青已经醒来。,卧房，何云青醒来
七 赶集,doc_7_chunk_0,王妈妈在乐娘的扶持下坐了起来,王妈妈的房间
九 封印,doc_9_chunk_7,乐娘跌倒在地。,喇嘛作法，寒气渐退后。
九 封印,doc_9_chunk_7,乐娘假意应承喇嘛的警告。,喇嘛警告乐娘不要与何云青纠缠后。
九 封印,doc_9_chunk_7,乐娘坠在红色的迷雾之中。,喇嘛喷出红烟吞没暗器后。
十 故梦,doc_10_chunk_7,乐娘与老道一起离开了斗法现场。,斗法场地
十 故梦,doc_10_chunk_3,乐娘被关押,韩经略得知依云死亡后，将乐娘关押
十 故梦,doc_10_chunk_3,乐娘招供,牢中，张中军审讯时
四 惊艳,doc_4_chunk_1,乐娘被王妈介绍为乐娘。,王妈向何云青介绍乐娘
四 惊艳,doc_4_chunk_1,乐娘被安排跟着何公子念书。,王妈向何云青介绍乐娘并安排其念书
六 露緣,doc_6_chunk_10,乐娘阻止了何云青继续说话。,池畔，何云青道歉时
十 故梦,doc_10_chunk_4,乐娘被逐出经略府,经略府外山径
十 故梦,doc_10_chunk_4,乐娘倒在地下奄奄一息,经略府外山径
五 战鼓,doc_5_chunk_2,乐娘击败了喇嘛,小平房附近
五 战鼓,doc_5_chunk_2,乐娘停止了鼓声,小平房附近
