id,scene,question,answer,evidence,qa_type
1,13、INT. HOTEL ROOM - DAY,Why does Joe arrange his cuffs?,To show off the yellow sunburst at the ankle,arranging his cuffs to show off the yellow sunburst at the ankle,causal/relational queries
2,6、INT. TV STUDIO - DAY,What question does the Moderator pose?,Will American know-how create a marketable male to replace men worried by women's sexual demands?,MODERATOR My question is this -- will American know-how come up with a marketable male to replace all the men who are worrying themselves into an early grave over women's increasing sexual demands?,dialogue/beliefs
3,46、EXT. MANHATTAN SKYLINE - DAY,What does Joe say he will do?,Gonna swing my lasso and rope that whole goddam island,"Gonna swing my lasso and rope that whole goddam island, yeah!",dialogue/beliefs
4,23、EXT. BUS DEPOT - DAY,What is the pattern of shots in the scene?,Alternating high shots with close-ups of the bus wheels,alternating high shots with close-ups of the bus wheals,detailed description
5,41、INT. BUS - DAY,What do the Veterans sing as they segue into the song?,"Over hill, over dale, we will hit the dusty trail, as the caissons go rolling along","the Veterans segue into ""Over hill, over dale, we will hit the dusty trail, as the caissons go rolling along...""",dialogue/beliefs
6,39、INT. BUS - DAY,What does Joe say about his last laugh?,"I ain't laughed so hard since I was out at Fort Benning, Georgia","JOE
Jesus goddam Christ, I ain't laughed so hard since I was out at Fort Benning, Georgia.",dialogue/beliefs
7,30、INT. BUS - NIGHT,What does Joe say about the deal with Sister Rosella?,"You throw in Sister Rosella and you got a deal, right, old timer?","JOE
You throw in Sister Rosella and you got a deal, right, old timer?",dialogue/beliefs
8,16、INT. SUNSHINE CAFETERIA - DAY,Why is the Manager holding his watch?,To check the time for the four o'clock appointment.,"Holding his watch, You're due here at four o'clock.",causal/relational queries
9,3、EXT. SIDEWALK INTERVIEW - DAY,What visual image does the COOL WOMAN describe?,A man eating a woman,"This, this image of the, the man eating woman",detailed description
10,35、INT. BUS - MORNING,When does Joe call out to the Old Cowhand?,After the Old Cowhand starts toward the front,starts toward the front of the bus,temporal references
11,31、INT. REMEMBERED BEDROOM - ANOTHER TIME,What does Sally Buck exclaim when Woodsy lifts her?,Woodsy Niles! The boy!,SALLY BUCK: Woodsy Niles! The boy!,dialogue/beliefs
12,47、EXT. BROADWAY PARADE - DAY,What does 'INTERCUT NEWSREEL CLIP' refer to in the passage?,A scene transition showing a newsreel clip of Charles Lindbergh waving.,"INTERCUT NEWSREEL CLIP
Charles Lindberg (or James Stewart) waving at the crowd.",terminology/abbreviation/concept
13,39、INT. BUS - DAY,What does the Marine say about the deal?,Big peni-goddam-cillin bargain,"MARINE
Big peni-goddam-cillin bargain, right?",dialogue/beliefs
14,42、INT. REMEMBERED BEAUTY SALON - ANOTHER TIME,What action does Sally Buck perform on Joe's lips?,Sally Buck wipes lipstick from Joe's lips.,Sally Buck fondly wipes lipstick from Joe's lips.,detailed description
15,24、EXT. FREEWAY CLOVERLEAF - DAY,"In [24、EXT. FREEWAY CLOVERLEAF - DAY], Where is the montage of traffic lines, arrows, and signs visible?",Through the bus windshield,"Through the bus windshield -- a dizzying montage of traffic lines, arrows and signs as the bus sweeps around and up onto the freeway.",scene localization
16,43、INT. BUS - DAY,What does Joe attempt to follow while performing the action?,"the song into 'Off we go, into the wild blue yonder...'","trying to follow the song into 'Off we go, into the wild blue yonder...'",detailed description
17,40、INT. REMEMBERED WHOREHOUSE - ANOTEER TIME,What does the prostitute claim about the soldier?,"You gonna cost me money, soldier!","PROSTITUTE
You gonna cost me money, soldier!",dialogue/beliefs
18,35、INT. BUS - MORNING,When does Joe wave at the Old Cowhand?,As the bus pulls away,as the bus pulls away,temporal references
19,29、EXT. HIGHWAY - NIGHT,What do the bus headlights illuminate?,A huge sign reading 'JESUS SAVES' on a barn's slant roof.,"The headlights of the bus flash past a huge sign, painted on the slant roof of a barn: JESUS SAVES.",detailed description
20,23、EXT. BUS DEPOT - DAY,What camera angles are used in the scene?,High angle and close-ups of the bus wheels,high angle of the departing bus... close-ups of the bus wheals,detailed description
21,5、INT. CAFETERIA SCULLERY (TEXAS) - DAY | 17、INT. HOTEL ROOM - DAY | 19、INT. CAFETERIA SCULLERY - DAY,What does Joe state about handling the dishes if the other person is unwilling to do so?,"Joe states that if the other person isn't willing to do the dishes, he will take care of it himself.","Joe laughs, saying he knows what can be done with the dishes, adding that if the other person isn't willing to do it, he’ll take care of it himself.",character states
22,5、INT. CAFETERIA SCULLERY (TEXAS) - DAY | 17、INT. HOTEL ROOM - DAY | 20、INT. SUNSHINE CAFETERIA - DAY,What does Joe state about handling the dishes if the other person is unwilling to do it?,"Joe states that if the other person isn't willing to do the dishes, he will take care of it himself.","Joe laughs, saying he knows what can be done with the dishes, adding that if the other person isn't willing to do it, he’ll take care of it himself.",character states
23,19、INT. CAFETERIA SCULLERY - DAY | 21、EXT. TOWN MAIN STREET - DAY | 25、INT. BUS - DAY,What does Joe state about his reason for going back East?,Joe states that there are a lot of rich women back East and that he sees no point in staying where he is.,"Joe says there are a lot of rich women there, though the men are mostly faggots, and that it must be a mess. Joe adds he sees no point in staying.",character states
24,10、INT. CAFETERIA SCULLERY - DAY | 11、INT. HOTEL ROOM - DAY | 20、INT. SUNSHINE CAFETERIA - DAY,What does Ralph state about Joe Buck?,Ralph states that he is looking for Joe Buck.,"Ralph calls out, 'Where's that Joe Buck?' in a firm and impatient tone.",character states
25,14、INT. SUNSHINE CAFETERIA - DAY | 19、INT. CAFETERIA SCULLERY - DAY | 20、INT. SUNSHINE CAFETERIA - DAY,What time is it when the manager speaks to Joe before leaving?,It is four minutes to midnight when the manager speaks to Joe before leaving.,The Manager points at his watch and tells Joe it's four to midnight.,temporal references
26,5、INT. CAFETERIA SCULLERY (TEXAS) - DAY | 17、INT. HOTEL ROOM - DAY | 19、INT. CAFETERIA SCULLERY - DAY | 20、INT. SUNSHINE CAFETERIA - DAY,What does Joe state about handling the dishes before he leaves?,"Joe states that if the other person isn't willing to do the dishes, he’ll take care of it himself.","Joe locks his suitcase and laughs, saying he knows what can be done with the dishes, adding that if the other person isn't willing to do it, he’ll take care of it himself.",character states
27,21、EXT. TOWN MAIN STREET - DAY | 25、INT. BUS - DAY | 27、INT. BUS - DAY,What does Joe say when the traveling salesman talks about the power of personality in selling?,"Joe gives a hesitant affirmation, muttering 'Yeah, hell, yeah.'","Joe looks at him, then nods faintly, muttering, 'Yeah, hell, yeah,' his voice flat, his eyes not quite meeting the man's.",character states
28,25、INT. BUS - DAY | 27、INT. BUS - DAY,What does Joe state about when he gets carsick?,"Joe states that he only gets carsick on boats, and suggests it might be due to the fish smell rather than the motion.","Joe says he only gets carsick on boats, then adds that it might be more about the fish smell than the motion.",character states
29,25、INT. BUS - DAY | 27、INT. BUS - DAY,What does Joe state about when he gets carsick?,"Joe states that he only gets carsick on boats, and suggests it might be more about the fish smell than the motion.","Joe says he only gets carsick on boats, then adds that it might be more about the fish smell than the motion.",character states
30,15、INT. HOTEL ROOM - DAY | 17、INT. HOTEL ROOM - DAY | 19、INT. CAFETERIA SCULLERY - DAY,What does Joe state about his plans for going East?,"Joe states that he is leaving for the East because there are a lot of rich women there, the men are mostly faggots, and he sees no point in staying where he is.","Joe says he’s heading East, mentions there are a lot of rich women there and that the men are mostly faggots, and adds he sees no point in staying.",character states
31,15、INT. HOTEL ROOM - DAY | 17、INT. HOTEL ROOM - DAY | 20、INT. SUNSHINE CAFETERIA - DAY,What does Joe state he will do if the other person is not willing to handle the dishes?,Joe states that he will take care of the dishes himself.,"He laughs, saying he knows what can be done with the dishes, adding that if the other person isn't willing to do it, he’ll take care of it himself.",character states
32,15、INT. HOTEL ROOM - DAY | 17、INT. HOTEL ROOM - DAY | 25、INT. BUS - DAY,What does Joe state about when he gets carsick?,"Joe states that he only gets carsick on boats, and suggests it might be due to the fish smell rather than the motion.","Joe says he only gets carsick on boats, then adds that it might be more about the fish smell than the motion.",character states
33,30、INT. BUS - NIGHT | 35、INT. BUS - MORNING,What does Joe state about Woodsy Niles?,"Joe states that Woodsy Niles is a friend of his grammaw, Sally Buck.","Joe asks if he’s ever come across a cowman named Woodsy Niles, saying he’s a friend of his grammaw, Sally Buck.",character states
34,25、INT. BUS - DAY | 35、INT. BUS - MORNING,What does Joe say to the Old Cowhand as he leaves the bus?,Joe says goodbye to the Old Cowhand by calling out that it was nice talking to him.,"Joe calls out, 'Nice talking to you, old timer.' The Old Cowhand steps off the bus.",character states
35,19、INT. CAFETERIA SCULLERY - DAY | 20、INT. SUNSHINE CAFETERIA - DAY,Why does Joe decide to leave his job and go East?,"Joe decides to leave his job and go East because he sees no point in staying and believes there are many rich women there, implying better opportunities for him personally.","Joe says there are a lot of rich women there, though the men are mostly faggots, and that it must be a mess. Joe adds he sees no point in staying.",causal/relational queries
