scene,question,answer,evidence,qa_type
43、INT. CLERICAL AREA - ARCHIVES - DAY,How does Bianca handle the twenty-dollar bill Gale offers?,"Slaps Gale's hand, takes it, folds it, and slides it between her cleavage.","Bianca slaps her hand, takes it, folding it up, sliding it between her cleavage.",detailed description
65、INT. FOYER - MACHER HOUSE SET - NIGHT,When does Sidney lock the door again?,After the ghost attacks Dewey and he is unconscious.,"The GHOST races for the open door. Sid screams, kicks it closed. Locking and bolting it again. A crash O.S. Sid turns around --",temporal references
65、INT. FOYER - MACHER HOUSE SET - NIGHT,When does the ghost launch the knife?,After Dewey's gun clicks empty.,"DEWEY (tightening grip on gun) Hold it right there you fucker! Dewey goes to fire. CLICK. CLICK. CLICK. Out of bullets. DEWEY (nervously) OH shit! THE GHOST winds back, launches the knife.",temporal references
61、INT. BECKER HOUSE - SET - NIGHT,"In [61、INT. BECKER HOUSE - SET - NIGHT], Where does Sid run to after facing the GHOST?",The front porch of a mock-up of her childhood home,She runs straight up the front porch of a mock-up of her own childhood home.,scene localization
3、EXT. HOLLYWOOD HILLS - NIGHT,"In [3、EXT. HOLLYWOOD HILLS - NIGHT], What is Ben's behavioral state as he arrives?",Screeching around the corner in his FORD EXPLORER with smoking tires.,Ben comes screeching around the corner in his FORD EXPLORER. Tires smoking.,character states
17、INT. HALLWAY - NIGHT,"In [17、INT. HALLWAY - NIGHT], What is Sarah's immediate action upon seeing the shape?","She screams, spins around, and runs for the prop room.","She screams, spins around, runs for the prop room.",character states
41、EXT. SUNRISE STUDIO FILM ARCHIVES - DAY,How did Jennifer open the door after Gale's failed attempts?,flashing a Sunrise Studios Key Card and swiping it,flashing a Sunrise Studios Key Card and swipes and opens the door,detailed description
38、EXT. SUNRISE STUDIOS BACK LOT - DAY,What item does Karen hold when she meets Sidney and Dewey?,A video tape marked SCARY MOVIES 101,"She holds something in her hand, a video tape marked SCARY MOVIES 101.",detailed description
44、INT. FILE ROOM - ARCHIVES - DAY,What is inside the folder that Gale takes from Bianca?,8x10 headshots of Maureen Prescott when younger and a Xeroxed listing of her films,Inside are 8x10 headshots of MAUREEN PRESCOTT when she was younger. Behind the pictures is a Xeroxed listing of the films she's starred in.,detailed description
1、EXT. HOLLYWOOD FREEWAY - SUNSET - AERIAL,What auditory element is described in the scene?,A cacophony of car horns,A cacophony of car horns rise up on the soundtrack,detailed description
39、INT. TRAILER - STUDIO LOT - DAY,"In [39、INT. TRAILER - STUDIO LOT - DAY], What does Randy believe about true trilogies in the horror field?",They involve revisiting the beginning to reveal hidden truths.,true trilogies are all about going back to the beginning and discovering something that wasn't true from the get go,dialogue/beliefs
20、INT. PROP ROOM - NIGHT,"In [20、INT. PROP ROOM - NIGHT], What is Sarah's physical condition after being stabbed?",Mortally wounded with a knife in her chest and glass shards tearing her back.,"The killer drives his knife into Sarah's chest, once, twice, and delivers a final killing blow to her Adam's apple. She staggers forward. Her killer grabs her by her long buxom hair, and hucks her into a glass door. THE DOOR EXPLODES, SARAH'S BODY falling through, shards of glass tearing out her back.",character states
26、INT. INTEROGATION ROOM - POLICE STATION - NIGHT,What does Roman claim about his interaction with Sarah Darling?,He denies calling her or telling her to go anywhere.,ROMAN: I never called her! I never told her to go anywhere!,dialogue/beliefs
26、INT. INTEROGATION ROOM - POLICE STATION - NIGHT,What belief does Roman express about his movie's production?,He believes the studio is shutting down production because of the murder.,ROMAN: studio's shutting down production. Called my film a risk!,dialogue/beliefs
30、INT. JENNIFER JOLLIE'S HOUSE - NIGHT,What does Jennifer claim about the killer's selection of victims?,The killer is choosing his victims as they die in the script.,JENNIFER You! How can I ever get any fame playing you! ... The killer is choosing his victims as they die in the script!,dialogue/beliefs
12、INT. SID'S OFFICE - NIGHT,"In [12、INT. SID'S OFFICE - NIGHT], What is Sidney's emotional state when the woman claims to have killed someone?",Distressed and shocked.,SIDNEY (tears welling),character states
29、EXT. JENNIFER'S HOUSE - NIGHT,What does Tom Prinze say about Gale's article?,"He claims it accused him of drinking, drugs, and faking a tire blowout.","TOM: 'The one where you said my car accident was caused by me drinking and drugs, and how I faked the tire blow-out just so my insurance wouldn't sky rocket.'",dialogue/beliefs
29、EXT. JENNIFER'S HOUSE - NIGHT,"In [29、EXT. JENNIFER'S HOUSE - NIGHT], What does Gale believe about TV journalism?",She believes it stages news to boost ratings.,GALE: 'Stage the news to boost ratings.',dialogue/beliefs
36、INT. HALLWAY - POLICE STATION - DAY,Why does Sidney say he came to the location?,He thought he'd be safe with the people he cares about.,I figured I'd be safe If I was at least up here with the people I care about.,dialogue/beliefs
37、INT. DETECTIVE KINCAID'S OFFICE - DAY,What did Sidney say the killer asked during their conversation?,"What's new, how ya been, how do you want to die?","SIDNEY: Oh, you know, the usual small talk, 'What's new, how ya been, how do you want to die?'",dialogue/beliefs
37、INT. DETECTIVE KINCAID'S OFFICE - DAY,What did Dewey believe about the clippings and photo?,He thought they were bait to trick Sidney out of hiding.,"DEWEY: I was afraid they were bait, something to, ya know, trick you out of hiding.",dialogue/beliefs
35、INT. DETECTIVE KINCAID'S OFFICE - DAY,"In [35、INT. DETECTIVE KINCAID'S OFFICE - DAY], Why does Detective Kincaid suspect a third killer in Maureen Prescott's murder?","Because Sidney previously accused Cotton Weary, who was wrong, suggesting another perpetrator.",Detective Kincaid mentions Sidney's past mistake with Cotton Weary as a reason to consider a third killer.,causal/relational queries
35、INT. DETECTIVE KINCAID'S OFFICE - DAY,"In [35、INT. DETECTIVE KINCAID'S OFFICE - DAY], Why does Detective Kincaid count four dead celebrities while Gale mentions five?","Angelina Tyler's body is still missing, as police haven't found her yet.",Kincaid states police are still searching for Angelina Tyler's body in the debris.,causal/relational queries
34、EXT. BACKYARD - JENNIFER'S HOUSE - NIGHT,What is written on the back of the newspaper clipping?,I KILLED HER,SCRAWLED ON BACK IS:'I KILLED HER',dialogue/beliefs
33、INT. JENNIFER'S HOUSE - NIGHT,"In [33、INT. JENNIFER'S HOUSE - NIGHT], What does Gale believe about killers knocking on doors?",Gale believes killers don't knock on doors.,GALE: Do the killers ever knock on the fucking door? Ever see Jason do that before burying an axe in some big titted blonde's head? Or maybe Michael or Chucky? Huh?,dialogue/beliefs
9、INT. SIDNEY'S BEDROOM - NIGHT,"In [9、INT. SIDNEY'S BEDROOM - NIGHT], What emotional state is Sidney in when she sees her mother's ghost?",Hysterical and terrified,Sid's hysterical crying. She squints her eyes... her face loses any trace of color. Sidney screams,character states
62、INT. PRESCOTT HOUSE - SET - NIGHT,When does Sid hear muffled cries?,After she locks the front door and before she races upstairs.,She hears something upstairs. Like muffled cries. She races up to investigate.,temporal references
6、INT. BACKSTAGE - TOTAL ENTERTAINMENT SET - DAY,"In [6、INT. BACKSTAGE - TOTAL ENTERTAINMENT SET - DAY], How is Gale feeling when she encounters Detective Kincaid?",Frightened,Jesus Christ you scared the shit out of me,character states
