doc_title,chunk_id,description,scene_context
108、INT. LIVING ROOM - CONTINUOUS,doc_107_chunk_1,Ariadne spying on them,
115、INT. WORKSHOP - NIGHT,doc_114_chunk_0,Ariadne watches Cobb sleeping.,
"129、INT. OFFICE, WAREHOUSE - MOMENTS LATER",doc_128_chunk_0,Arthur motions to Ariadne.,
"134、INT. OFFICE, WAREHOUSE - CONTINUOUS",doc_133_chunk_5,"Ariadne stares at him, incredulous.",
108、INT. LIVING ROOM - CONTINUOUS,doc_107_chunk_2,"Ariadne FREEZES, staring, hostile.",
"134、INT. OFFICE, WAREHOUSE - CONTINUOUS",doc_133_chunk_2,Ariadne pulls him away from Saito.,
126、INT./EXT. CAB ON RAINY NEW YORK STREETS - CONTINUOUS,doc_125_chunk_3,Ariadne watches the train passing,Inside the sedan
108、INT. LIVING ROOM - CONTINUOUS,doc_107_chunk_0,"Ariadne looks into the room to see Cobb and Mal talking, arguing.",
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_0,Ariadne says she didn't put a train crossing in a downtown intersection.,
"134、INT. OFFICE, WAREHOUSE - CONTINUOUS",doc_133_chunk_6,"Ariadne asks, But not for her?",
138、INT. WORKSHOP - DAY,doc_137_chunk_0,"Ariadne looks at Cobb, appalled.",
114、INT. CAGE STYLE ELEVATOR - CONTINUOUS,doc_113_chunk_0,Ariadne FLINCHES,"Inside an elevator, during a confrontation with Mal as she attacks the grill."
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_2,Ariadne SLAMS the grill shut.,"Inside a room, after Cobb speaks about his dream and the children running off."
126、INT./EXT. CAB ON RAINY NEW YORK STREETS - CONTINUOUS,doc_125_chunk_2,Ariadne is getting in the front.,"Scene involving a car ambush, with gunfire heard and a freight train collision imminent."
106、INT. CAGE STYLE ELEVATOR - DAY,doc_105_chunk_0,"Ariadne ascends. She looks at the buttons. Spots the ""B."" The elevator STOPS. She looks through the grill at-",
113、INT. ELEGANT HOTEL SUITE - CONTINUOUS (NOW NIGHT),doc_112_chunk_4,ARIADNE What is this place?,
