doc_title,chunk_id,fact,scene_context
101、INT. BUNKER,doc_100_chunk_5,Archie Gates decides to leave the current location.,After Troy fires the gun into the ground.
110、INT. BUNKER,doc_109_chunk_0,Archie Gates gives the command 'Go'.,
117、EXT. BUNKER,doc_116_chunk_2,Archie Gates orders the prisoners to remain stationary.,"Bunker, prisoners streaming out"
103、INT. FRONT DOOR OF BUNKER - DAY,doc_102_chunk_0,Archie exits the bunker.,exiting the bunker
124、EXT. DESERT - DAY,doc_123_chunk_1,Archie Gates assigns Walter to handle the briar patch.,
104、EXT. FRONT DOOR OF BUNKER - DAY,doc_103_chunk_0,Archie Gates is inside the bunker.,Grenade explosion forces Archie and Troy to retreat into bunker.
134、EXT. IRAQI SIDE OF THE BORDER,doc_133_chunk_0,Archie Gates commits to walking the group to the border.,"At the border, near the Humvee and trucks"
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_17,Archie Gates was court-martialed and convicted of disobeying orders and the wrongful death of Conrad Vig.,Text over black
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_17,Archie Gates served eighteen months in a military prison.,Text over black
140、EXT. KENNEDY AIRPORT - CURBSIDE (MOS),doc_139_chunk_0,Archie Gates became a military consultant in Hollywood.,Text over black
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_1,Archie's path to the border is blocked.,Apaches land between Archie and the border.
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_4,Archie Gates is handcuffed in front.,"Iraqi soldiers taking Shiites prisoner, Archie and Doc being handcuffed in front."
135、INT. IRAQI TANK - DAY,doc_134_chunk_0,Archie is in the line of sight of the Iraqi shooter.,"Iraqi gun sight POV, crosshairs panning to Archie"
136、EXT. BORDER,doc_135_chunk_0,Archie Gates leads the crowd through a narrow opening in the razor wire.,Border crossing through razor wire
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_9,Archie is being watched by the U.S. Soldiers.,"After choppers stop, U.S. Soldiers watch Archie."
121、EXT. FRONT OF THE BUNKER - LATER,doc_120_chunk_0,Archie Gates agrees to take Vig's body to Kajatar in Iran.,"Vig's body in Jaguar trunk, after Vig's death, during discussion of taking body to Kajatar in Iran."
