id,scene,question,answer,evidence,qa_type
1,17、EXT/INT.日/夜.一组蒙太奇 - 17-9、EXT.日.利伯维尔 UEG 基地 电磁枪训练场,教官甲对学员的命令是什么？,启动电磁枪，锁定目标，命中率低于百分之七十立马给我滚蛋！,教官甲（OS）：启动电磁枪，锁定目标，命中率低于百分之七十立马给我滚蛋！,dialogue/beliefs
2,6、EXT/INT.日.利伯维尔 战区废墟 返航途中/J20C 驾驶舱,张鹏表达了什么观点？,能活着就挺美好的了，这傻孩子，扛住。,张鹏：能活着就挺美好的了，这傻孩子，我跟你说啊，扛住。,dialogue/beliefs
3,12、EXT/INT.日.利伯维尔 机场至UEG 基地沿途/小巴车,"在[12、EXT/INT.日.利伯维尔 机场至UEG 基地沿途/小巴车]中, 刘培强的情绪状态如何？",难掩兴奋,刘培强则难掩兴奋，四处张望,character states
4,8、EXT/INT.日/夜.一组蒙太奇 - 8-6、动画演绎。,"在[8、EXT/INT.日/夜.一组蒙太奇 - 8-6、动画演绎。]中, ‘移山’计划中建造了什么设备？",万台行星发动机,规划建造万台行星发动机驱使地球离开太阳系,objects/props
5,36、INT.日.利伯维尔 UEG 基地 太空电梯 02 轿厢,反派扫描名牌后发生了什么？,韩朵朵的脸被替换为假脸,反派三人站在舱门边，用仪器扫描韩朵朵的名牌，读取信息后，韩朵朵的脸被替换成了假韩朵朵的脸，其余二人的名牌也被同样操作,temporal references
6,30、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在[30、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢]中，假山姆为何导致乘客被锁死？,黑入太空电梯座椅控制系统并按下锁死键,假山姆黑入太空电梯座椅控制系统，按下所有安全座椅锁死键，所有乘客均被锁死在座位上,causal/relational queries
7,32、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在[32、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢]中，假韩朵朵和假赫伯特破坏紧急按钮导致什么结果？,驾驶区的门被锁死，紧急逃生系统被动启动。,假赫伯特一把捶烂驾驶区门的紧急按钮（屏幕显示：紧急逃生，坐席解锁）。驾驶区的门被锁死，紧急逃生系统被动启动，驾驶区的安全杆自动打开。,causal/relational queries
8,40、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 附近空域/J20C 驾驶舱/俄 式战斗机驾驶舱/美式战斗机驾驶舱/韩式战斗机驾驶舱,张鹏如何描述无法锁定目标的原因？,全他妈是友军。,张鹏：发射一！无法锁定！全他妈是友军。,dialogue/beliefs
9,24、EXT.日.利伯维尔 UEG 基地 无人机仓库外,无人机维护兵甲报告了什么情况？,无人机全部失控，系统被入侵,无人机维护兵甲（英语）：无人机全部失控！我们的系统被入侵了！,dialogue/beliefs
10,32、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,假韩朵朵为什么踢赫伯特？,因为他主动奉上名牌，而她不喜欢主动的。,赫伯特（南非本部语）：主动就不会被开除了吧。假韩朵朵（英语）：我不喜欢主动的。,causal/relational queries
11,17、EXT/INT.日/夜.一组蒙太奇 - 17-17、INT.日.利伯维尔 UEG 基地 太空电梯 轿厢,法国教官对刘培强和韩朵朵的初试结果有何宣布？,恭喜两位，初试通过，入选‘逐月’基地实习航天员。,法国教官（OS、法语）：恭喜两位，初试通过，入选“逐月”基地实习航天员。,dialogue/beliefs
12,42、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 附近空域/J20C 驾驶舱/俄 式战斗机驾驶舱,增援飞机何时出现？,在加拉克乔诺夫甩掉无人机之后,正当加拉克乔诺夫为甩掉无人机洋洋自得时，无数增援飞机出现在张鹏身后。,temporal references
13,17、EXT/INT.日/夜.一组蒙太奇 - 17-7、INT.夜.利伯维尔 UEG 基地 男学员宿舍,刘培强回忆时的表情如何？,满脸甜蜜娇羞,满脸甜蜜娇羞地回忆起白天的画面,detailed description
14,3、INT.日.印度 数字生命研究室,在[3、INT.日.印度 数字生命研究室]中，数字生命备份卡的功能是什么？,用于数字生命备份以实现永生,印度科学家（印度式英语）：你的身体很脆弱，会受伤，会生病，会变老，会死，还会抑郁呢。但，数字的你，理论上可以永生。,terminology/abbreviation/concept
15,8、EXT/INT.日/夜.一组蒙太奇 - 8-10、EXT.日.纽约 UEG 总部大楼 大楼门口,"在[8、EXT/INT.日/夜.一组蒙太奇 - 8-10、EXT.日.纽约 UEG 总部大楼 大楼门口]中, 标语中提到的具体口号有哪些？",“三千万亿！”、“凭什么让我们出钱？”、“数字生命”等,示威的人群高举着反对这些计划的标语（注释：标语内容为“三千万亿！？”、“凭什么让我们出钱？！”、“活在当下”、“不婚不育”、“数字生命”、“快乐/躺平百年”等）,objects/props
16,8、EXT/INT.日/夜.一组蒙太奇 - 8-10、EXT.日.纽约 UEG 总部大楼 大楼门口,"在[8、EXT/INT.日/夜.一组蒙太奇 - 8-10、EXT.日.纽约 UEG 总部大楼 大楼门口]中, 示威人群高举的标语内容有哪些？",包含“三千万亿！”、“凭什么让我们出钱？”等标语,示威的人群高举着反对这些计划的标语（注释：标语内容为“三千万亿！？”、“凭什么让我们出钱？！”、“活在当下”、“不婚不育”、“数字生命”、“快乐/躺平百年”等）,objects/props
17,8、EXT/INT.日/夜.一组蒙太奇 - 8-7、EXT.日.利伯维尔 UEG 基地,"在[8、EXT/INT.日/夜.一组蒙太奇 - 8-7、EXT.日.利伯维尔 UEG 基地]中, 三十三国成立的联合实验基地之一位于何处？",月球坎帕努斯环形山,三十三国于利伯维尔和月球坎帕努斯环形山成立联合实验基地,scene localization
18,36、INT.日.利伯维尔 UEG 基地 太空电梯 02 轿厢,刘培强何时开始组装蓄电池？,在驾驶区乘客被控制后,刘培强环顾四周观察，看到外面的阳光，突然有了点子，从紧急物品储备箱里抽出一块蓄电池，开始组装。,temporal references
19,13、EXT.日.利伯维尔 UEG 基地 大门外,"在[13、EXT.日.利伯维尔 UEG 基地 大门外]中, 谁手持燃烧瓶准备攻击？",手持燃烧瓶的抗议者,一个手持燃烧瓶的抗议者叫嚣着准备开扔,objects/props
