doc_title,chunk_id,fact,scene_context
145、INT. RESTORATION STUDIO - NIGHT (CONTINUOUS ACTION),doc_144_chunk_0,Dana snatches the baby from Vigo.,Studio confrontation
103、EXT. MUSEUM - NIGHT (A LITTLE LATER),doc_102_chunk_0,Dana is sealed inside the museum building.,Museum entrance
155、EXT. LIBERTY ISLAND - DAY (WEEKS LATER),doc_154_chunk_0,Dana is present as an honored guest at the commemoration of Liberty's return.,Commemoration of Liberty's return at the pedestal
19、INT. UNIVERSITY - DAY (A LITTLE LATER),doc_18_chunk_5,Dana refuses Venkman's involvement in her case.,"After recording readings, during discussion of case involvement"
105、INT. MUSEUM RESTORATION STUDIO - NIGHT (SAME TIME),doc_104_chunk_0,The baby is unharmed and intact.,Studio: Dana finds the baby unharmed and intact.
152、EXT. MUSEUM - NIGHT (LITTLE LATER),doc_151_chunk_0,Dana is present at the main entrance with the Ghostbusters and the baby.,"Main entrance, Ghostbusters exit with Dana and the baby"
22、INT. DANA'S APARTMENT - DAY (LATER),doc_21_chunk_6,Dana is amused and somewhat disarmed by Venkman's rapport with the baby.,Venkman clowning with the baby
42、INT. COURTROOM - WITNESS STAND - NEXT DAY,doc_41_chunk_4,"Dana gives Venkman a quick, unexpected kiss.","After Dana says 'Good luck' to Venkman, she gives him a quick, unexpected kiss and exits."
65、INT. DANA'S APARTMENT - NIGHT,doc_64_chunk_2,Dana holds baby Oscar in her arms.,Bathtub scene
79、INT. VENKMAN'S LOFT - DAY (LATER),doc_78_chunk_0,Dana is in the shower.,"Apartment loft, Venkman enters and discovers Dana in the shower."
66、INT. VENKMAN'S LOFT - SAME NIGHT (LATER),doc_65_chunk_4,Dana's bathtub attempted to eat a child.,"Dana's residence, during a conversation about the bathtub incident."
7、EXT. EAST 77TH STREET - INTERSECTION - DAY,doc_6_chunk_0,Dana has the baby.,Intersection
88、INT. ARMAND RESTAURANT ENTRANCE - NIGHT (CONTINUOUS ACTION),doc_87_chunk_3,Dana shows a look of alarm.,Venkman notices Dana's alarm and pulls colleagues aside.
98、INT. VENKMAN'S LOFT - NIGHT (SAME TIME),doc_97_chunk_0,Dana hears a cry from the nursery.,"Living room, while Louis and Janine watch TV"
40、INT. DANA BARRETT'S APARTMENT - NIGHT (SAME TIME),doc_39_chunk_3,Dana double-locks the door.,"Apartment, after Janosz departs."
63、INT. MUSEUM - RESTORATION STUDIO - DAY (MOMENTS LATER),doc_62_chunk_0,Dana is working on a valuable Flemish still-life by Ver Meer.,in a room
66、INT. VENKMAN'S LOFT - SAME NIGHT (LATER),doc_65_chunk_9,Dana is feeling more relaxed and a lot safer.,"Living room, after Venkman takes the baby to the bedroom."
19、INT. UNIVERSITY - DAY (A LITTLE LATER),doc_18_chunk_8,Dana requests Spengler not to mention the matter to Peter.,
22、INT. DANA'S APARTMENT - DAY (LATER),doc_21_chunk_0,Dana has a daycare provider named Maria.,Apartment: Maria feeding baby in kitchen
