doc_title,chunk_id,fact,scene_context
25、INT. NORTHERN NURSING HOME WARD - DAY,doc_24_chunk_2,Frank Galvin identifies himself as the attorney of the patient in the room.,
26、INT. BISHOP BROPHY'S OFFICE - DAY,doc_25_chunk_6,The target character admits he came to accept money in exchange for not revealing the truth.,
14、INT. OFFICE ANTEROOM - DAY,doc_13_chunk_0,Frank Galvin has visited the injured woman in the hospital.,Scene at Galvin's office: Galvin confirms to Sally Doneghy that he has seen the woman who was given the wrong anesthetic.
40、INT. CIGAR - COURTHOUSE CORRIDOR - DAY,doc_39_chunk_0,Frank Galvin states his intention to get something back.,"Outside the courtroom, after emerging from inside, while speaking to Mickey."
28、INT. FIRST CORRIDOR COURTHOUSE - DAY,doc_27_chunk_4,Frank Galvin decides to proceed with trying the case.,
28、INT. FIRST CORRIDOR COURTHOUSE - DAY,doc_27_chunk_4,Frank Galvin explicitly requests Mick's help to try the case.,
14、INT. OFFICE ANTEROOM - DAY,doc_13_chunk_5,Frank Galvin agrees to represent the clients in the case on a contingency basis.,
14、INT. OFFICE ANTEROOM - DAY,doc_13_chunk_5,Frank Galvin commits to ensuring the clients get the chance to move on from their current situation.,
17、INT. OFFICE,doc_16_chunk_4,Frank Galvin receives a phone call indicating the opposing party wants to settle the case.,"Scene: Frank Galvin's office, after the phone call from the Bishop's office."
17、INT. OFFICE,doc_16_chunk_4,Frank Galvin interprets the settlement offer as a sign of a favorable outcome with significant financial compensation.,"Scene: Frank Galvin's office, immediately following the phone call."
21、INT. GRUBER'S HOSPITAL STAIRS - NIGHT,doc_20_chunk_0,The target character agrees to settle the case out of court.,"Scene in which Galvin speaks with Gruber at the bottom of the stairs, near an exit to the outside."
21、INT. GRUBER'S HOSPITAL STAIRS - NIGHT,doc_20_chunk_0,The target character receives a call from the Archdiocese regarding the settlement of the case.,Scene in which Galvin informs Gruber about the Archdiocese's call.
51、INT. GALVIN'S OFFICE - NIGHT,doc_50_chunk_0,"Frank Galvin communicates the decision to accept the firm's offer of two hundred thousand dollars on behalf of his client, Deborah Ann Kaye.",
51、INT. GALVIN'S OFFICE - NIGHT,doc_50_chunk_0,Frank Galvin is representing Deborah Ann Kaye in a legal matter.,
90、INT. EASTERN SHUTTLE PLANE - NIGHT,doc_89_chunk_0,The target character explicitly states he does not want a mistrial.,Scene during flight home: Galvin responds to Mickey's comment about the mistrial.
82、INT. MARY ROONEY'S TENEMENT VESTIBULE - DAY,doc_81_chunk_0,Frank Galvin accesses Mary Rooney's mailbox using a letter opener.,
82、INT. MARY ROONEY'S TENEMENT VESTIBULE - DAY,doc_81_chunk_0,Frank Galvin retrieves and examines Mary Rooney's phone bill.,
63、INT. COURTROOM - DAY,doc_62_chunk_3,Frank Galvin is present at the Plaintiff's table in the courtroom.,The courtroom is seated; the trial is about to begin.
63、INT. COURTROOM - DAY,doc_62_chunk_3,Frank Galvin confirms to the court that he is ready to proceed.,The judge asks if the Plaintiff is ready; Galvin responds affirmatively.
25、INT. NORTHERN NURSING HOME WARD - DAY,doc_24_chunk_0,Frank Galvin possesses a file labeled 'Deborah Ann Kaye' containing a photograph of the young mother with her children.,"Scene: Galvin sits on a bed in a dark ward, reviewing documents from his briefcase."
25、INT. NORTHERN NURSING HOME WARD - DAY,doc_24_chunk_0,Frank Galvin has written 'Her doctors murdered her' on a yellow legal pad placed over a photograph in the Deborah Ann Kaye file.,Scene: Galvin places a yellow legal pad with handwritten text over a photograph while reviewing the case file.
15、INT. BISHOP BROPHY'S SUITE - INSERT DAY,doc_14_chunk_0,Frank Galvin graduated from B.U. Law in the class of 'fifty-two.,
15、INT. BISHOP BROPHY'S SUITE - INSERT DAY,doc_14_chunk_0,Frank Galvin was second in his law school class.,
15、INT. BISHOP BROPHY'S SUITE - INSERT DAY,doc_14_chunk_0,Frank Galvin was editor of the Law Review during law school.,
15、INT. BISHOP BROPHY'S SUITE - INSERT DAY,doc_14_chunk_0,Frank Galvin worked with Mickey Morrissey for twelve years.,
15、INT. BISHOP BROPHY'S SUITE - INSERT DAY,doc_14_chunk_0,Frank Galvin practiced Criminal Law and Personal Injury.,
