doc_title,chunk_id,fact,scene_context
122A INT. MAVERICK'S F-14,doc_139_chunk_1,Maverick successfully maneuvers the F-14 through an enemy formation during combat.,
122A INT. MAVERICK'S F-14,doc_139_chunk_3,Maverick successfully evades a missile by releasing a flare and executing a hard left maneuver.,
4500 Critical point.,doc_142_chunk_1,Maverick successfully regains control of the aircraft during a spin.,
85A BOOM - A HURRICANE OF WIND AND NOISE,doc_100_chunk_0,Maverick successfully ejects from the aircraft before it crashes.,Scene during the jet malfunction: The ejection occurs after Goose initiates the sequence and Maverick is launched from the cockpit.
123 EXT. THE MISSILE STARTS TO GO,doc_141_chunk_1,"Maverick successfully outclimbs a MiG in aerial combat, gaining an altitude advantage.",
85D SURFACE,doc_103_chunk_0,Maverick survives being dragged underwater by his parachute and resurfaces.,
85D SURFACE,doc_103_chunk_0,Maverick successfully releases himself from his parachute harness after reaching the surface.,
85D SURFACE,doc_103_chunk_1,Maverick successfully deploys an inflatable raft using a cord attached to his harness.,
85D SURFACE,doc_103_chunk_1,Maverick enters the deployed inflatable raft after being in the water.,
85E TWILIGHT,doc_104_chunk_0,Maverick retrieves Goose's body from the water and brings it into the raft.,
85E TWILIGHT,doc_104_chunk_0,"Maverick is in physical contact with Goose's body, holding him in his arms.",
89C INT. CONFERENCE ROOM - DAY - MAVERICK'S POV,doc_112_chunk_0,"The Board of Inquiry exonerates Lt. Evan Mitchell from fault in the accident of 29 July, a finding directed to Maverick.",Board of Inquiry hearing: Maverick faces the board in dress whites as the verdict is read.
117B INT. READY ROOM,doc_127_chunk_0,Maverick is assigned to back up Ice and Hollywood in sector two.,
117B INT. READY ROOM,doc_127_chunk_0,Maverick is placed on Ready Five status by Slider.,
27 DARK TURBULENT CLOUDS,doc_32_chunk_1,Maverick successfully instructs Cougar to perform a half roll to correct the orientation of his aircraft.,
4500 Critical point.,doc_142_chunk_5,Maverick successfully shoots down the MiG aircraft.,
4500 Critical point.,doc_142_chunk_5,Maverick confirms the enemy pilot has ejected from the MiG.,
36 STINGER'S OFFICE - DOORWAY,doc_46_chunk_0,Maverick picks up the wings from the desk.,Scene where Maverick enters the room and observes the wings on the desk.
"40A ANGLE ON MAVERICK. CHP enters the frame, the usual",doc_52_chunk_0,Maverick is a member of the Navy.,"Scene where Maverick is stopped by the CHP; he presents his Navy ID, which is verified."
86 EXT. OCEAN - NIGHT,doc_105_chunk_0,Maverick deploys a pencil flare over the ocean.,"Scene: After ejection, Maverick and Goose are in a raft in the ocean."
86 EXT. OCEAN - NIGHT,doc_105_chunk_0,Maverick is located by search helicopters while in a life raft with Goose.,"Scene: After ejection, Maverick and Goose are in a raft in the ocean."
106 EXT. BEACH AT VIPER'S HOUSE - LATER,doc_120_chunk_4,Maverick possesses a Navy Cross.,Scene at the ice cream counter where Viper identifies the medal.
106 EXT. BEACH AT VIPER'S HOUSE - LATER,doc_120_chunk_4,Maverick attempts to prevent Viper from taking the Navy Cross.,Scene at the ice cream counter where Viper spots and picks up the medal.
41A OMIT,doc_54_chunk_0,"Maverick is granted clearance to enter the facility marked 'Fightertown, USA'.","At the gate of Fightertown, USA, after presenting ID and being escorted by the CHP."
137 HE CUTS HIS ENGINES AS THE GROUND CREW SWARMS,doc_155_chunk_0,Maverick is acknowledged by Ice for saving the team's lives.,"Scene: On the deck after landing, following a mission."
137 HE CUTS HIS ENGINES AS THE GROUND CREW SWARMS,doc_155_chunk_0,Maverick asserts that the team succeeded together in completing the mission.,"Scene: On the deck after landing, following a mission."
125 INT. MAVERICK'S COCKPIT,doc_143_chunk_0,Maverick successfully shoots down two enemy aircraft.,"During aerial combat, Maverick reports via radio that he has shot down two enemy planes."
125 INT. MAVERICK'S COCKPIT,doc_143_chunk_0,Maverick transmits a message to Stinger through Strike Control.,"Maverick uses his radio to send a message to Stinger, relayed by Strike Control."
51A CORRIDOR - OUTSIDE LECTURE HALL,doc_67_chunk_2,Maverick's father is Marvin Mitchell.,"Corridor outside the CO's Office, during conversation with Viper."
145 EXT. MIRAMAR RUNWAY - DAY - MAVERICK'S JET -PULLING UP,doc_163_chunk_1,Maverick assumes command by declaring himself in charge.,Scene: Initial confrontation; Maverick responds to a voice asking who is in charge.
145 EXT. MIRAMAR RUNWAY - DAY - MAVERICK'S JET -PULLING UP,doc_163_chunk_1,Maverick is assigned as the new Top Gun instructor.,Scene: Conversation with Charlie; she confirms Maverick's role as the new Top Gun instructor.
36 STINGER'S OFFICE - DOORWAY,doc_46_chunk_7,Maverick receives his pilot wings from Stinger.,"Scene: In the office, after completing training, Stinger hands Maverick his wings."
36 STINGER'S OFFICE - DOORWAY,doc_46_chunk_7,Maverick formally acknowledges Stinger's authority by saluting and responding to commands.,"Scene: In the office, during the wing presentation ceremony."
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_0,Maverick flew the aircraft off the template during the flight.,"Scene where Charlie addresses Maverick and Goose after their flight, noting the deviation from standard performance."
59E THE OTHER END OF THE BEACH - LATER,doc_86_chunk_2,Maverick wins a game against Ice by scoring the final point.,Scene: Beach volleyball game where Maverick and his team defeat Ice and his team.
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_3,The target character apologizes for his earlier statement about the MiG.,
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_3,The target character expresses a desire for a personal connection with Charlie.,
89 INT. GOOSE'S ROOM - NIGHT,doc_109_chunk_0,Maverick collects and packs Goose's personal possessions into a cardboard box.,"Scene in Goose's room at the Bachelor Officers' Quarters, following Goose's death."
89 INT. GOOSE'S ROOM - NIGHT,doc_109_chunk_0,"Maverick is visibly emotional while handling Goose's belongings, with tears in his eyes.","Scene in Goose's room at the Bachelor Officers' Quarters, following Goose's death."
89 INT. GOOSE'S ROOM - NIGHT,doc_109_chunk_0,Maverick leaves Goose's room after packing his belongings and closes the door behind him.,"Scene in Goose's room at the Bachelor Officers' Quarters, following Goose's death."
