doc_title,chunk_id,fact,scene_context
19、INT. TOP LEVEL OF GREENHOUSE TOWER,doc_18_chunk_1,Dale is physically pushed into the capsule by Zarkov.,
33、INT. PALACE OF HALLS - SERIES OF DISSOLVES,doc_32_chunk_14,Dale successfully incapacitates a hooded guard with a physical attack.,
65、INT. DUNGEON - MING' S PALACE,doc_64_chunk_0,Dale Arden is revealed to be disguised as a serving girl.,
46、INT. MING'S SERAGLIO,doc_45_chunk_1,Dale physically rejects the drink offered by Hedonia by knocking the flagon away.,
18、INT. GREENHOUSE - DAY,doc_17_chunk_1,Dale Arden recognizes Dr. Hans Zarkov from a feature in PEOPLE magazine.,"Scene: While ascending the tower stairs, Dale identifies Zarkov after seeing him in a magazine."
45、INT. MING'S DOME,doc_44_chunk_4,Dale Arden is selected by Ming as the woman with whom he intends to breed to repopulate Earth in his image.,
55、INT. MING'S BATHING AREA,doc_54_chunk_0,Dale successfully receives telepathic communication from Flash.,
55、INT. MING'S BATHING AREA,doc_54_chunk_0,Dale establishes two-way telepathic communication with Flash.,
91、EXT. SKY PALACE - ANOTHER LEVEL,doc_90_chunk_4,Dale is rescued by a Hawkgirl as she plummets between terraces.,Scene: Dale falls from one terrace and is caught mid-fall by a Hawkgirl on another terrace.
33、INT. PALACE OF HALLS - SERIES OF DISSOLVES,doc_32_chunk_12,Dale steps in front of Flash Gordon to protect him from being removed and killed.,Scene where Ming orders Flash Gordon's execution and Dale intervenes.
33、INT. PALACE OF HALLS - SERIES OF DISSOLVES,doc_32_chunk_12,Dale directly defies Ming by challenging him to kill her as well.,Scene where Ming orders Flash Gordon's execution and Dale confronts him.
141、INT. MING'S GREAT HALL,doc_140_chunk_3,Dale is given a ring that is placed on her finger by an invisible hand.,Scene during the wedding ceremony interrupted by Flash; the ring is taken from Ming and placed on Dale's finger.
141、INT. MING'S GREAT HALL,doc_140_chunk_3,Dale attempts to flee after the ring is placed on her finger.,Scene during the wedding ceremony; Dale runs but is tripped by her train.
17、INT. COCKPIT - DAY,doc_16_chunk_0,Dale survives the crash with minor visible distress and communicates coherently with Flash Gordon.,Scene immediately following the crash: Dale responds to Flash's inquiry and expresses admiration.
17、INT. COCKPIT - DAY,doc_16_chunk_0,Dale is physically assisted by Flash Gordon in exiting the wrecked cockpit.,Scene immediately following the crash: Flash helps Dale from the wrecked seat and opens the emergency exit.
46、INT. MING'S SERAGLIO,doc_45_chunk_0,Dale is dressed in a diaphanous gown by the exotic females.,
46、INT. MING'S SERAGLIO,doc_45_chunk_0,Dale giggles when tickled by the exotic females.,
46、INT. MING'S SERAGLIO,doc_45_chunk_0,The exotic females react with amazement and delight to Dale's giggle.,
56、INT. CUTTING BETWEEN BATHING AREA AND COCKPIT,doc_55_chunk_1,Dale Arden is being prepared for Ming while in a bathtub.,
56、INT. CUTTING BETWEEN BATHING AREA AND COCKPIT,doc_55_chunk_1,Dale Arden communicates with Flash and receives instructions from him.,
56、INT. CUTTING BETWEEN BATHING AREA AND COCKPIT,doc_55_chunk_1,Dale Arden agrees to attempt to free Dr. Zarkov and carry out Flash's plan.,
65、INT. DUNGEON - MING' S PALACE,doc_64_chunk_1,Dale incapacitates a guard using physical combat techniques.,Dungeon scene: Dale uses a series of karate chops and a kick to subdue the guard.
65、INT. DUNGEON - MING' S PALACE,doc_64_chunk_1,Dale takes possession of a keyring from a guard's belt.,"Dungeon scene: Immediately after subduing the guard, Dale retrieves the keyring from his belt."
46、INT. MING'S SERAGLIO,doc_45_chunk_2,Dale Arden drinks the liquid from the flagon offered by Hedonia.,"Hedonia offers Dale Arden a flagon, urging her to drink; Dale initially resists but then seizes and drinks it."
46、INT. MING'S SERAGLIO,doc_45_chunk_2,Dale Arden's expression changes after drinking the liquid from the flagon.,"Immediately after drinking the substance, a noticeable change in Dale's expression is observed."
136、INT. MING'S GREAT HALL - HIGH WIDE ANGLE,doc_135_chunk_0,Dale is being escorted to a wedding ceremony by Klytus and Amazons.,Scene depicting the wedding procession with Dale at the center.
136、INT. MING'S GREAT HALL - HIGH WIDE ANGLE,doc_135_chunk_0,Dale is in the role of a bride in a formal wedding ceremony.,Scene depicting the wedding procession with Dale at the center.
136、INT. MING'S GREAT HALL - HIGH WIDE ANGLE,doc_135_chunk_0,Dale is visibly crying during the wedding procession.,Close-up shows tears rolling down Dale's cheeks during the ceremony.
147、EXT. PALACE BATTLEMENTS,doc_146_chunk_1,Dale participates in saving Earth.,Post-battle scene: Dale and Flash reflect on their actions after preventing a catastrophe.
147、EXT. PALACE BATTLEMENTS,doc_146_chunk_1,Dale is engaged to Flash Gordon.,"Scene following the battle: Zarkov reminds the couple about their honeymoon, and Dale shares a kiss with Flash."
147、EXT. PALACE BATTLEMENTS,doc_146_chunk_1,Dale shares a kiss with Flash Gordon.,"Outside the Palace: After Zarkov's remark about the honeymoon, Dale turns to Flash and they kiss."
102、INT. ROCKET SHIP,doc_101_chunk_0,Dale is captured and separated from her Hawkman by soldiers aboard a craft.,"Scene in a chamber aboard a craft: Dale and her Hawkman are seized by soldiers, and the Hawkman is thrown out."
102、INT. ROCKET SHIP,doc_101_chunk_0,Dale assumes a karate stance in response to being threatened by soldiers.,Scene in a chamber aboard a craft: Dale prepares to defend herself after being seized.
102、INT. ROCKET SHIP,doc_101_chunk_0,Dale is informed by Hedonia that she is to be fitted with a wedding dress.,Scene in a chamber aboard a craft: Hedonia enters and states that Ming sent her to fit Dale with a wedding dress.
