doc_title,chunk_id,fact,scene_context
16、小曼家，夜，内,doc_15_chunk_0,小曼发现电视里的王子就是卢小鱼。,小曼在沙发上观看电视时
51、发布会会场，日，内,doc_50_chunk_5,小曼送给了卢小鱼一件衣服。,会场
55、发布会会场，日，内,doc_54_chunk_0,蔡老板看到了小曼。,会场，蔡老板闻到味道后扭头看到小曼。
28、小店门口，夜，外,doc_27_chunk_4,小曼发现卢小鱼已不在现场。,
24、田间街道，夜，外,doc_23_chunk_0,小曼发现了卢小鱼的住处,卢小鱼住处附近
43、酒吧，日，内,doc_42_chunk_0,小曼殴打蔡老板。,回忆画面
27、招牌小店，夜，内,doc_26_chunk_6,小曼发出了画外音。,
54、会场电梯，日，内,doc_53_chunk_0,小曼的去路被黑衣人挡住。,电梯里
40、堕落街，夜，外,doc_39_chunk_3,小曼称呼黄杰瑞为爷爷。,锅前，黄杰瑞后退时
55、发布会会场，日，内,doc_54_chunk_1,小曼从黄杰瑞处获得了辣椒酱制作原理的解释。,
40、堕落街，夜，外,doc_39_chunk_7,小曼被卢小鱼摔在地上,
24、田间街道，夜，外,doc_23_chunk_3,小曼获得了红花,童年回忆：餐桌旁
