scene,question,answer,evidence,qa_type
6、EXT. GHETTO ALLEY - MOMENTS LATER,Why does the Teenage Gentile begin to shake and stammer?,Because The Hammer confronts him after taking the yarmulke.,The Teenage Gentile begins to shake and stammer. HAMMER Did you just take god's name in vain?,causal/relational queries
22、EXT. KWANZAA LIBERATION FRONT - DAY,"In [22、EXT. KWANZAA LIBERATION FRONT - DAY], What is the emotional state of the Black Teenager when they see the Hammer's Caddy?",Surprised and alarmed,BLACK TEENAGER Oh shit! The teen runs inside.,character states
30、INT. ANOTHER JEWISH HOME - NIGHT,What question does the ADDICT JEWISH CHILD ask his parents?,How come you made me Jewish?,"ADDICT JEWISH CHILD: Mom, dad. How come you made me Jewish?",dialogue/beliefs
20、INT. THE CHIEF'S OFFICE - DAY,"In [20、INT. THE CHIEF'S OFFICE - DAY], What emotional state does Hammer express after returning to the office?",Stressed and overwhelmed,"I'm already shvitzing about the whole thing. You know, believe it or not, I'm allowed to make mistakes, too.",character states
36、INT. MALL OF AMERICA - DAY,What action does Tiny Tim take with the Hanukkah decoration?,rips it from the wall and tosses it into a small trashcan bonfire,"Tiny Tim, walkie-talkie in hand, surveys this Christmas Wonderland... He rips it from the wall and tosses it into a small trashcan bonfire.",detailed description
60、INT. SANTA'S CONFERENCE ROOM - CONTINUOUS,What does Santa say when the Hammer asks about his girlfriend?,I don't have to tell you anything Hammer! You're gonna have to kill me before I tell you!,SANTA: I don't have to tell you anything Hammer! You're gonna have to kill me before I tell you!,dialogue/beliefs
59、INT. SANTA'S WORKSHOP COMPOUND - CONTINUOUS,What does The Hammer say about the budget?,That Jewish Atomic Clock stuff ate up a lot of our budget.,Offscreen gunfire. That Jewish Atomic Clock stuff ate up a lot of our budget.,dialogue/beliefs
57、EXT. COMPOUND PERIMETER WALL - DAY,What does The Hammer tell Mo about holding his waist?,You don't have to hold on to my waist. You're tied in.,"HAMMER: You know, you don't have to hold on to my waist. You're tied in.",dialogue/beliefs
35、INT. CHIEF'S OFFICE - CONTINUOUS,How do Hammer and the Chief plan to avoid detection at the Mall Of America?,They will disguise themselves as a Gentile couple,We'll disguise ourselves as a Gentile couple to pass undetected.,detailed description
37、INT. CAVERNOUS ROOM - MOMENTS LATER,What do the Hasidic animatronic puppets sing about?,Thousands of years of Jewish oppression and persecution,"Hasidic Animatronic puppets sing of thousands of years of Jewish oppression and persecution in an educational, yet oddly entertaining way.",detailed description
17、EXT. JEWISH DEFENSE LEAGUE FRONT GATE - CONTINUOUS,What does Hammer say when the Computerized Voice initiates the Jew Confirmation Test?,You've gotta be kidding me. They're still doing this?,He's clearly irritated by this. HAMMER You've gotta be kidding me. They're still doing this?,dialogue/beliefs
6、EXT. GHETTO ALLEY - MOMENTS LATER,Why does Shlomo's morale improve after talking to The Hammer?,Because The Hammer encourages him to be proud of his identity.,"Hey, hey! Be proud of who you are... The kid's morale is boosted.",causal/relational queries
35、INT. CHIEF'S OFFICE - CONTINUOUS,What specific movies does Hammer request the Chief to mass produce?,"Yentl, Fiddler On The Roof, and Chaim Potok's The Chosen","You mean you want us to make copies of Yentl, Fiddler On The Roof, and Chaim Potok's The Chosen?",detailed description
57、EXT. COMPOUND PERIMETER WALL - DAY,What does The Hammer say he is praying for?,Praying to god that we don't kill ourselves going over this wall.,HAMMER: Just praying to god that we don't kill ourselves going over this wall.,dialogue/beliefs
27、INT. DUKE'S BAR - AFTERNOON,"In [27、INT. DUKE'S BAR - AFTERNOON], What is the Hammer's emotional state when he enters the bar?",Calm and composed,"The Hammer maintains his cool, takes a deep breath",character states
34、EXT. JEWISH GHETTO STREET - MOMENTS LATER,How does The Hammer handle the last number of the phone number?,He struggles with the last number but quickly remembers it.,"The Hammer struggles with the last number, but then quickly remembers.",detailed description
60、INT. SANTA'S CONFERENCE ROOM - CONTINUOUS,What does Santa threaten about Esther?,And you won't even be able to say goodbye to your Esther. So sad. So long Mordechai. Give my father my regards.,SANTA: And you won't even be able to say goodbye to your Esther. So sad. So long Mordechai. Give my father my regards.,dialogue/beliefs
56、INT. SANTA'S CONFERENCE ROOM - DAY,What does the sassy black prostitute threaten Santa with?,No more visits to the South Pole if he calls her that again.,if you call me that one more time there ain't gonna be no more visits down to the South Pole!,dialogue/beliefs
46、INT. BEN GURION AIRPORT - CHERTZ CAR RENTAL COUNTER,What does 'Chello' refer to in the dialogue?,A mispronounced or exaggerated version of 'Hello'.,The Israeli Rental Agent says 'Chello' with a Ch sound and spittle.,terminology/abbreviation/concept
28、EXT. DUKE'S BAR - CONTINUOUS,"In [28、EXT. DUKE'S BAR - CONTINUOUS], What is the Hammer's behavioral state when pouring Manischewitz?",Methodical,pours the Manischewitz out on the astroturf lawn in a methodical manner,character states
