doc_title,chunk_id,text,scene_context
44、INT. JULIE CONROY'S BEDROOM - SAME,doc_43_chunk_0,He reinvented himself into a dick.,
73、EXT. STREETS OF XENIA - CONTINUOUS,doc_72_chunk_0,To the best hiding place in the world.,
52、INT. NEWSROOM - DAY,doc_51_chunk_0,A few billion bucks and suddenly he's Cro-Magnon Man of the Year.,
"94、INT. ""HEAVEN"" HEADQUARTERS - DAY",doc_93_chunk_0,,
75、INT. JULIE'S TREE HOUSE - NIGHT,doc_74_chunk_2,"Cut to the chase, William Randolph.","Scene: Julie speaks to William Randolph, indicating impatience and awareness of his intentions."
72、EXT. HOLIDAY INN - NIGHT,doc_71_chunk_0,Need a lift?,"Scene: Outside a building where drunken teenagers are leaving; Julie, on a Harley, offers Ted a ride while wearing a prom dress and motorcycle jacket."
57、INT. THE TONIGHT SHOW SET - DAY,doc_56_chunk_2,The Girls of Xenia? Jesus.,"Scene: Off in the wings, Julie expresses disgust, likely in response to a performance or mention of 'The Girls of Xenia'."
53、INT. NELSON DINING ROOM - DAY,doc_52_chunk_2,"No offense, Wolfgang Puck, but dead
flesh is dead flesh. This just
happens to be better than most dead
flesh on the planet.",
81、INT. JULIE'S BEDROOM - NIGHT,doc_80_chunk_0,Well? Where the hell are you?,
81、INT. JULIE'S BEDROOM - NIGHT,doc_80_chunk_0,I got an anonymous tip and an address in Cincinnati.,
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_5,OH. MY. GOD.,"Scene: At a performance venue, Julie and Ted react in shock upon recognizing Principal Merkin dressed in drag as Barbra Streisand; Julie speaks alongside Ted."
86、INT. GIRLS' RESTROOM - CONTINUOUS,doc_85_chunk_0,"Go away, Ted. Just go.","Near a row of sinks, Julie speaks to Ted as he tries to explain a past incident."
84、INT. TECUMSEH HIGH SCHOOL - GIRL'S LOCKER ROOM - NIGHT,doc_83_chunk_8,"What's up, doc?","Scene: In the shower area, Julie confronts Ted and Christy after catching them in a compromising situation."
95、EXT. JULIE'S HOUSE - DAY,doc_94_chunk_1,"Not bad for a hack. He has a future
in yellow journalism.",
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_3,That explains the emptiness that haunts me.,
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_3,Second only to unfettered arrogance and the inability to see the irony therein.,
78、EXT. HIGHWAY - SATURDAY AFTERNOON,doc_77_chunk_0,See what I mean. He's squeaky clean. He makes Gandhi look like a war monger.,"Scene on a bridge above the highway, Julie speaks to Ted about Principal Merkin while observing him with kindergarten children cleaning roadside litter."
61、INT. CITY COUNCIL HALL - EVENING,doc_60_chunk_3,"Isn't it true, Principal Merkin,
that you only care now because
""Heaven"" is suddenly too close to
home?",Scene: A public meeting or hearing at school; Julie confronts Principal Merkin about his motivations regarding the magazine 'Heaven'.
9、INT. TED'S OFFICE - NEWSROOM - DAY,doc_8_chunk_6,"No, Ted. This is an actual
emergency.","Scene: After Christy rejects Ted, Julie approaches Ted who is still kneeling, helps him up, and speaks to him about the situation."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_2,"What gives, Don Corleone?","School yard, Julie confronts Charlie about his changed behavior."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_2,New Hushpuppies don't make a new man.,"School yard, Julie speaks to Charlie, downplaying his transformation."
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_4,Maybe someday.,Scene: Location not specified; Julie is speaking to Ted during an intimate moment where he is trying to gain her trust.
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_4,That's hard to believe.,Scene: Location not specified; Julie is speaking to Ted as he confesses his feelings for her.
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_3,"You lose trust in someone and it's over, done, gone, forever.",
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_3,Not a chance.,
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_3,"Trust is something you earn, over time. You don't just inherit it overnight like a gazillion dollar empire.",
99、INT./EXT. NELSON'S HOUSE - EVENING,doc_98_chunk_4,You better.,"Scene in the background during a dance; Julie is speaking to Ted as they begin dancing and kissing, while Charlie and Jimmy react humorously."
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_1,I'm trembling with excitement.,
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_1,"My desire betrays me, like goosebumps on my flesh.",
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_1,I figured you for more of a hairy armpit guy.,
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_1,Wearing them? Or humping them?,
82、INT. CINCINNATI NIGHTCLUB - NIGHT,doc_81_chunk_0,"You expected whips, chains, Merk
being cattle-prodded by some
dominatrix in a leather hood?","Scene: In a smoky nightclub, Julie speaks with Ted while they look for Principal Merkin."
