doc_title,chunk_id,description,scene_context
111、EXT. MALIBU HOUSE - MORNING,doc_110_chunk_0,Stanley jumps out and runs up to the front door.,Front of Melissa's house
124、INT. BANK,doc_123_chunk_12,Stanley jumps up and runs over to Marco.,
122、INT. BANK - DAY,doc_121_chunk_0,Stan instinctively jerks his hands away from the keyboard.,
108、INT. CAB - MORNING,doc_107_chunk_0,Stanley rides in the back of a cab,Cab ride to ex-wife's house
124、INT. BANK,doc_123_chunk_9,Sweat rolls down Stanley's face as he works on the machine.,
124、INT. BANK,doc_123_chunk_4,Stanley struggles like there is no tomorrow.,
104、EXT. DOWNTOWN THEATER - MORNING,doc_103_chunk_1,Stan looks at Gabriel,"Grand Cayman, account verification"
163、INT. BUS - DAY,doc_162_chunk_0,Stan watches.,
135、INT. BUS - DAY,doc_134_chunk_0,"Stan turns to Gabriel, angry.",
135、INT. BUS - DAY,doc_134_chunk_0,"He grabs him, pushing him.",
124、INT. BANK,doc_123_chunk_2,"two mercs rush in and grab Stanley, one placing a knife to his throat.","Inside a building with high ceiling, during a confrontation"
1、INT. STARBUCKS COFFEE SHOP - MORNING,doc_0_chunk_5,Stanley shakes his head.,
1、INT. STARBUCKS COFFEE SHOP - MORNING,doc_0_chunk_5,Stanley shakes his head.,
120、INT. BANK - DAY,doc_119_chunk_1,Stanley sits down at the computer console and brings up the bank's mainframe.,Bank computer console
120、INT. BANK - DAY,doc_119_chunk_1,Stanley slides it in the computer.,Bank computer console
120、INT. BANK - DAY,doc_119_chunk_1,His hands work quickly.,Bank computer console
124、INT. BANK,doc_123_chunk_3,Stanley struggles like there is no tomorrow.,
124、INT. BANK,doc_123_chunk_11,Stanley has typed in the account number and accesses the account.,
124、INT. BANK,doc_123_chunk_11,He flies through the transfer information.,
124、INT. BANK,doc_123_chunk_11,He types it in.,
124、INT. BANK,doc_123_chunk_6,Stanley looks at her lifeless body as they lower her.,Ginger's body being lowered
124、INT. BANK,doc_123_chunk_6,He looks up at Gabriel and runs at him.,Ginger's body being lowered
124、INT. BANK,doc_123_chunk_10,He tries to keep from looking up at the crying hostage.,"Room with hostage, Stanley working on two laptops"
124、INT. BANK,doc_123_chunk_10,His fingers still fly.,"Room with hostage, Stanley working on two laptops"
124、INT. BANK,doc_123_chunk_10,He works on the other laptop with his right hand.,"Room with hostage, Stanley working on two laptops"
122、INT. BANK - DAY,doc_121_chunk_2,Stanley stops.,Gabriel orders a stop
122、INT. BANK - DAY,doc_121_chunk_2,Stan is about to freak.,After Gabriel unhooks Holly's collar
122、INT. BANK - DAY,doc_121_chunk_2,Stanley and Holly look at each other.,After Holly starts to cry
122、INT. BANK - DAY,doc_121_chunk_2,He starts to walk out...,After Stanley's response
122、INT. BANK - DAY,doc_121_chunk_1,Stanley grabs her and pulls her close to him.,Holly brought out
122、INT. BANK - DAY,doc_121_chunk_1,Stanley and Holly are escorted toward the door.,Escorted toward door
106、INT. THEATRE - MORNING,doc_105_chunk_3,Stanley looks around.,
106、INT. THEATRE - MORNING,doc_105_chunk_3,He spots a generator and moves toward it.,
106、INT. THEATRE - MORNING,doc_105_chunk_3,Stanley reaches down to the power board on the generator and gives a large dial a twist.,
113、INT. MALIBU HOUSE - MORNING,doc_112_chunk_0,Stanley busts into her house.,At her house
113、INT. MALIBU HOUSE - MORNING,doc_112_chunk_0,Stan freaks.,In the living room
113、INT. MALIBU HOUSE - MORNING,doc_112_chunk_0,He runs from room to room yelling Holly's name.,Throughout the house
113、INT. MALIBU HOUSE - MORNING,doc_112_chunk_0,Stanley bursts through the door into Holly's room.,In Holly's room
