scene,question,answer,evidence,qa_type
9、INT. KALE'S HOUSE - KITCHEN - DAY,What does Parker say about Kale's ability to go anywhere?,"Okay, you... are all set... to go nowhere.","PARKER (making final checks) Okay, you... are all set... to go nowhere.",dialogue/beliefs
7、INT. CLASSROOM - DAY - CONTINUOUS,What visual details are described when Kale's hoodie falls off?,"Longer, disheveled hair and an empty haze in his eye.","longer, disheveled hair. The spark in his eye's been replaced with an empty haze.",detailed description
1、EXT. BISHOP LAKE - DAY,"In [1、EXT. BISHOP LAKE - DAY], What is Jeff's behavioral state when he uses a pirate accent?",Teasing,Jeff uses a pirate accent and jokes about his family's reputation,character states
21、INT. LAUNDRY ROOM - DAY - LATER,"In [21、INT. LAUNDRY ROOM - DAY - LATER], What is Kale's behavioral state?","Furiously stuffing clothes into the washer, blindly cranking the knob, and pressing start.","Kale furiously stuffs clothes in the washer, blindly cranks the knob, presses start.",character states
34、INT. KALE'S BEDROOM - EVENING,"In [34、INT. KALE'S BEDROOM - EVENING], What is Kale's behavioral state after ending the call?","Collapses to the bed, showing distress.","flips the phone shut, collapses to the bed",character states
50、INT. DAD'S OFFICE - THE NEXT DAY,What caused the binoculars to hit the window?,Ronnie underestimated the distance while zoomed in.,His zoomed-in vision causes him to underestimate the distance -- THWUMP. The end of the binoculars HIT THE WINDOW.,causal/relational queries
57、INT. DAD'S OFFICE - NIGHT - LATER,What does Kale do after hearing the glass shatter?,He pulls himself out of the chair and slowly swings the door open.,"Kale's eyes POP OPEN. He looks around. Did he hear something or did he dream it -- he pulls himself out of the chair, makes his way to the door, slowly swings it open...",detailed description
55、EXT. KALE'S BACK YARD - NIGHT - MOMENTS LATER,What does Ashley say about Kale's expected state?,Ashley expected Kale to be more messed up.,ASHLEY: I thought you'd be more messed up.,dialogue/beliefs
47、INT. DAD'S OFFICE - NIGHT - SECONDS LATER,Why does Ashley slam the doors after her father leaves?,Because she is annoyed by the interruption and the argument.,"From her body language, she's clearly annoyed at the interruption. The scene quickly devolves into a heated argument... Ashley SLAMS the door behind him, flips off the TV, storms in the bathroom and SLAMS that door, too.",causal/relational queries
52、INT. KALE'S BEDROOM - LATE AFTERNOON - MOMENTS LATER,"In [52、INT. KALE'S BEDROOM - LATE AFTERNOON - MOMENTS LATER], Why does Kale panic when the Mustang's dent is gone?",It undermines his suspicion about Robert Giles,Kale's panic occurs after the binocular POV shows the Mustang's fender is no longer bashed,causal/relational queries
