doc_title,chunk_id,fact,scene_context
106、INT. EMILY'S HOUSE - NIGHT,doc_105_chunk_7,Stanley agrees to handle the matter with Julius.,
113、EXT. STREET IN VREDEDORP - MORNING,doc_112_chunk_8,Stanley authorizes Seroke to disclose the information Seroke shared with Stanley to Ben.,"In a conversation about Gordon's interrogation, Stanley permits Seroke to share details with Ben."
103、EXT. STREET CORNER - EVENING,doc_102_chunk_2,Stanley completes a handshake with Ben.,
120、EXT. STANLEY'S HOUSE - EVENING,doc_119_chunk_0,Stanley agrees to open the boot of his car.,Stanley is stopped by two policemen at his car.
154、EXT. RAND DAILY MAIL BUILDING - DAY,doc_153_chunk_0,Stanley is parked near the building.,Near the building
15、EXT. MORTUARY - DAY,doc_14_chunk_0,Stanley is the owner and driver of a pirate taxi.,"Gordon, Emily, and their friends approach Stanley's car."
33、EXT. DUBE'S SHOP - DAY,doc_32_chunk_0,Stanley notices a deep scar from the forehead to the cheek,outside the shop
66、EXT. FUNERAL PARLOR - DAY,doc_65_chunk_2,Stanley is inside the funeral parlor.,On the doorstep of the funeral parlor
71、EXT. SOWETO CEMETERY - MORNING,doc_70_chunk_0,Stanley is a chief mourner at Gordon's funeral.,Soweto cemetery: Gordon's funeral
70、EXT. BEN'S HOUSE - ENTRANCE - LATE EVENING,doc_69_chunk_2,Stanley agrees to meet at ten o'clock tomorrow.,"Car, Ben and Stanley discussing meeting time."
79、INT. COURT ROOM - FIRST DAY OF INQUEST - DAY,doc_78_chunk_1,Stanley is sitting in the front row of the public gallery next to Margaret.,Courtroom during reaction to Dr. Jansen's testimony
67、INT. FUNERAL PARLOR - DAY,doc_66_chunk_1,Stanley gives a command to the undertaker.,Viewing of Gordon's body
69、EXT. WHITE SUBURB STREET - LATE AFTERNOON,doc_68_chunk_2,Stanley is at Ben's gate.,Ben's gate
73、EXT. JOHANNESBURG - STREET - AFTERNOON,doc_72_chunk_0,Stanley is in the outskirts of Johannesburg.,outskirts of Johannesburg
113、EXT. STREET IN VREDEDORP - MORNING,doc_112_chunk_4,Stanley agrees to handle the key.,Sadie re-enters the room and instructs Stanley about the key.
83、INT. COURTROOM - MORNING (SECOND DAY),doc_82_chunk_0,Stanley is awaiting the verdict.,"Public gallery, during the verdict announcement"
52、INT. KITCHEN - NIGHT,doc_51_chunk_0,Stanley enters the kitchen.,Kitchen: Susan is setting up the table when Stanley enters.
126、INT. BEN'S KITCHEN - AFTERNOON,doc_125_chunk_0,Stanley is a little drunk.,"Kitchen, Christmas"
84、INT. FOYER OF COURTROOM - DAY,doc_83_chunk_1,Stanley guides Emily out of the building.,"Building exterior, press photographers present, Stanley guides Emily out of the building."
