id,scene,question,answer,evidence,qa_type
1,44、EXT. FOREST - NIGHT,What causes Brenda to scream?,Seeing the tubule emerge from Grant's wound,Brenda's eyes widen ... She SCREAMS.,causal/relational queries
2,24、INT. GRANT BATHROOM - DAY,"In [24、INT. GRANT BATHROOM - DAY], What is the condition of Grant's wound?","Blackened, gangrenous, with a veiny spout and bluish moss","The wound on his side is blackened and gangrenous, and is starting to puff up into a veiny little spout. A fuzzy bluish moss is growing in the crevices around the spout.",character states
3,54、EXT. OLD BARN - EVENING,What action is Grant performing while moving through the forest?,Dragging the garbage bag while in massive pain,"Grant moves through the forest, in massive pain, dragging the garbage bag.",detailed description
4,40、EXT. WHEELSY SADDLE LODGE - LATER,What caused Grant to grab Starla's arm when he saw Will?,"He was distrustful of Will, as indicated by his reaction.","Grant stares at the boy with distrust, and ushers Starla towards the lodge.",causal/relational queries
5,51、INT. GRANT BEDROOM - MOMENTS LATER,What visible signs indicate Grant's condition?,Small pustules all over his face.,There are small pustules all over his face.,detailed description
6,51、INT. GRANT BEDROOM - MOMENTS LATER,What does Starla do when Grant suddenly appears in the room?,"Starla screams and stares at him, mute and horrified.","Starla, startled, SCREAMS. Starla stares at him, mute and horrified.",detailed description
7,40、EXT. WHEELSY SADDLE LODGE - LATER,Why was Margaret fired by Bill?,Bill fired her after Jack's directive to maintain order as Chief of Police.,"Jack... Comes with some Goddamn responsibility, like keeping your people in line. BILL... Margaret, you're fired.",causal/relational queries
8,57、INT. GRANT FOYER - NIGHT,What does 'Tipper Creek' refer to?,A location where Brenda's necklace and blood were found.,The passage states kids found Brenda's necklace near Tipper Creek.,terminology/abbreviation/concept
9,41、INT. WHEELSY SADDLE LODGE - NIGHT,Why did Grant suggest Starla and Janene catch up?,To go see what the boys were doing.,Why don't you two catch up? I'll go see what the boys are doing.,causal/relational queries
10,13、INT. GRANT MASTER BATHROOM - LATER,"In [13、INT. GRANT MASTER BATHROOM - LATER], What is Starla's emotional state as she brushes her hair?",She appears hesitant and is stalling.,"She uses long, slow strokes, as if stalling.",character states
11,44、EXT. FOREST - NIGHT,What causes Brenda to unbutton her blouse?,Grant's instruction to take off her shirt,"GRANT Take off your shirt, doll. ... Brenda ... starts unbuttoning her blouse.",causal/relational queries
12,34、EXT. SHADED FOREST - DAY,Why does Grant stop while moving up the hill?,He is trying to remember which way to go.,"He comes to a stop, trying to remember which way to go.",causal/relational queries
13,8、INT. DINER - LATER,"In [8、INT. DINER - LATER], What is the dishwasher's emotional state?",He is yelling with fear.,YELPING with fear,character states
14,61、INT. GRANT LIVING ROOM - MOMENTS LATER,What causes Starla to dash toward the back of the house?,Seeing Grant's monstrous form through the window.,Starla turns to see the monstrous Grant through the window. She just stops... And then Grant lets out a FURIOUS WAIL. Starla turns and dashes toward the back of the house.,causal/relational queries
15,38、INT. GRANT MASTER BATHROOM - MOMENTS LATER,Why is Grant leaning over the sink?,He is clutching his stomach due to illness.,"Grant looks ill. He is leaning over the sink, sweating, clutching his stomach.",causal/relational queries
16,30、EXT. GRANT GARAGE - NIGHT,"In [30、EXT. GRANT GARAGE - NIGHT], What object is preventing the garage door from opening?",A new padlock locking the door to the cement driveway,"She looks down and sees a new padlock, locking the door to the cement driveway with bolts on both sides.",objects/props
17,61、INT. GRANT LIVING ROOM - MOMENTS LATER,Why does Starla call the police?,Because she believes Grant is sick.,"STARLA: 'I think Grant's sick, he --'",causal/relational queries
18,22、INT. GRANT BEDROOM - MORNING,"In [22、INT. GRANT BEDROOM - MORNING], What is Grant's emotional state when he apologizes?",Apologetic and insecure,I'm sorry about last night. I get a little insecure sometimes...,character states
19,33、EXT. GRANT HOME - MORNING,Why is Tim putting up the LOST: REWARD flyer?,Because Roscoe is missing.,Starla asks 'Roscoe's gone?' and Tim responds he hasn't seen him.,causal/relational queries
20,47、INT. WHEELSY POLICE STATION - DAY,How are the children described as they follow the man?,Half-naked and clutching onto his clothes,"Three half-naked children follow him, clutching onto his clothes",detailed description
21,34、EXT. SHADED FOREST - DAY,What causes Grant to proceed after stopping?,He remembers the correct direction.,"He does, and moves on.",causal/relational queries
22,16、EXT. SHADED CREEK - LATER,What does Grant call out to see if anyone is nearby?,"Hey, anybody 'round here? 'Lo?","GRANT Hey, anybody 'round here? 'Lo?",dialogue/beliefs
23,14、INT. GRANT BEDROOM - MOMENTS LATER,What does Starla say about her mood?,I'm not in the mood.,"STARLA
I'm not in the mood.",dialogue/beliefs
24,55、INT. OLD BARN - NIGHT,What does 'tumorous pregnancy' refer to in the passage?,"A misshapen, tumor-like condition affecting Brenda's body.","Her body is horribly pear-shaped and misshapen, like some tumorous pregnancy.",terminology/abbreviation/concept
25,39、INT. GRANT BEDROOM - NIGHT | 14、INT. GRANT BEDROOM - MOMENTS LATER,Why does Grant stop the tubule from reaching Starla?,"Grant stops the tubule because he hesitates upon looking at Starla's vulnerable features, such as the nape of her neck and her ear, which causes him to still his body and retract the tubule.","His gaze falls on the nape of her neck, her delicate ear. His expression shifts, his body stilling. The tubule begins to retract.",causal/relational queries
26,29、INT. GRANT GARAGE - MOMENTS LATER,What does Grant do after killing the rat?,Grant tosses the dead rat onto the pile of meat and continues his work.,"Grant snaps its neck, then tosses the dead animal onto the pile of meat before continuing his work.",character states
27,11、EXT. GRANT HOUSE - NIGHT | 10、INT. GLASS WORKSHOP - EVENING | 42、EXT. WHEELSY SADDLE LODGE - MOMENTS LATER,What does Grant do immediately after leaving his office?,Grant walks across the workshop toward the exit.,Grant locks his office and walks across the workshop toward the exit.,temporal references
28,15、INT. HENENLOTTER'S SPORTS BAR - LATER | 43、EXT. SADDLE LODGE PLAYGROUND - NIGHT | 44、EXT. FOREST - NIGHT,What does Grant state about Starla when he is at the bar with Brenda?,Grant states that Starla worries if he is out too late.,"Grant finishes his drink, stands, and says Starla worries if he’s out too late, speaking loud enough for others to hear.",character states
29,16、EXT. SHADED CREEK - LATER | 20、INT. GRANT BEDROOM - MORNING | 39、INT. GRANT BEDROOM - NIGHT,What does Grant state about Starla when she asks him what he is doing?,Grant states that Starla is pretty.,"Starla asks, 'What are you doing?' Grant looks at her and says, 'You’re pretty.'",character states
30,18、EXT. GRANT HOUSE - MORNING | 32、EXT. GRANT HOME - MOMENTS LATER | 39、INT. GRANT BEDROOM - NIGHT,What does Grant say to Starla when she sees him struggling with the tubule?,Grant says that she is pretty.,"When Starla turns and sees Grant struggling to push the tubule back under his shirt, he says, 'You're pretty.'",character states
31,14、INT. GRANT BEDROOM - MOMENTS LATER | 31、INT. GRANT FOYER - MOMENTS LATER | 39、INT. GRANT BEDROOM - NIGHT,What does Grant say to Starla when she sees him struggling with the tubule?,Grant says she is pretty.,"When Starla sees Grant struggling to push the tubule back under his shirt and asks what he is doing, he responds by saying, 'You're pretty.'",character states
32,15、INT. HENENLOTTER'S SPORTS BAR - LATER | 43、EXT. SADDLE LODGE PLAYGROUND - NIGHT | 44、EXT. FOREST - NIGHT,Why does Brenda react with horror when she sees Grant's stomach?,"Brenda reacts with horror because she sees a pulsing, veiny mass covered in blue moss and yellow growths on Grant's stomach, which is a disturbing and unnatural physical transformation.","She sees a strange, pulsing growth on his stomach—veiny, blue-moss-covered, with a yellow spout. Her expression shifts to horror—the wound has transformed into a pulsing, veiny mass covered in blue moss and yellow growths.",causal/relational queries
