doc_title,chunk_id,fact,scene_context
18梦巴黎包间  夜  内,doc_16_chunk_0,龙聪未发现壮汉。,
36胡家后堂  夜  内,doc_33_chunk_0,龙聪的枪子弹已打光。,
36胡家后堂  夜  内,doc_33_chunk_0,龙聪被气波击中后清醒过来。,
3殓房  日  内,doc_2_chunk_4,龙聪拿到了玫瑰。,殓房内，局长介绍罗宾先生时
23日式房间  夜  内,doc_21_chunk_2,龙聪被美智子的和服罩住。,美智子住所，罗宾表演魔术后
3殓房  日  内,doc_2_chunk_5,局长阻止了龙聪的行动。,停尸房
3殓房  日  内,doc_2_chunk_5,龙聪夹住了六子的鼻子。,停尸房
11街巷  昏  外,doc_10_chunk_0,龙聪驱散了围观的人,街巷拐角，路灯旁
5警局大厅  日  内,doc_4_chunk_0,龙聪被局长训斥。,
31胡家庭院  夜  外,doc_29_chunk_0,庭院中没有活人,胡宅庭院
30前厅  夜  内,doc_28_chunk_0,龙聪意识到自己上当了。,前厅，龙聪看到小男孩眼睛是黑色旋涡。
8福生堂药房  日  外/内,doc_7_chunk_4,龙聪吸入了黑色粉末。,墙角处
49牢房  夜  内,doc_46_chunk_0,龙聪被尿憋醒,
34石棺  夜  内（幻境）,doc_32_chunk_1,龙聪在幻境中无法触碰现实中的喽啰。,场景35：幻境老屋，恶霸闯入后龙聪试图干预
34石棺  夜  内（幻境）,doc_32_chunk_1,龙聪的枪击导致子弹打在地上。,场景35：幻境老屋，恶霸闯入后龙聪开枪
14街道  夜  外,doc_12_chunk_0,龙聪目睹了北海最繁华的娱乐场所梦巴黎。,
2警局大厅  晨  内,doc_1_chunk_0,龙聪换掉的牌背面颜色与其他牌不同。,大厅内打扑克场景
2警局大厅  晨  内,doc_1_chunk_0,龙聪被告知殓房送来三具尸体。,大厅内六子跑进来后
59龙聪家  日  外,doc_55_chunk_1,罗盘已解锁。,
59龙聪家  日  外,doc_55_chunk_1,罗宾已消失。,
7福生堂后门  日  外,doc_6_chunk_1,龙聪踩中捕兽夹。,院子门口
7福生堂后门  日  外,doc_6_chunk_1,龙聪再次踩中捕兽夹。,院子门口
11街巷  昏  外,doc_10_chunk_2,龙聪得知壮汉脱困,车辆行驶中
52卫生间  夜  内,doc_49_chunk_0,龙聪在镜中发现了美智子。,洗手间
52卫生间  夜  内,doc_49_chunk_0,龙聪发现门被锁住了。,洗手间
