scene,question,answer,evidence,qa_type
14、小曼家，日，外,"在[14、小曼家，日，外]中, 卢小鱼在表白时的情绪如何？",紧张且急切,卢小鱼对小曼：从第一次见到你，我就愿意为你赴汤蹈火。,character states
23、树林里，日，外,"在[23、树林里，日，外]中, 卢小鱼的身份是什么？",假扮小曼母亲的女生,那个女人慢慢转过身，原来是卢小鱼假扮的。,character states
29、卢小鱼住处，夜，外,卢小鱼小弟为什么按掉卢小鱼的电话？,因卢小鱼打算打电话提亲，而小弟认为应打给爷爷,按了一下手机给他挂掉）被胜利的喜悦冲昏头脑了啊，提亲应该打电话给爷爷啊,causal/relational queries
29、卢小鱼住处，夜，外,卢小鱼为什么收敛脸上的笑容？,因卢小鱼小弟质疑他的开心源于追到小曼,对哦！可是我怎么感觉你的开心是来源于追到了小曼呢？卢小鱼收敛住了脸上的笑容,causal/relational queries
15、堕落街，日，外,"在[15、堕落街，日，外]中, 卢小鱼的情绪状态如何？",急切且寻求帮助,卢小鱼起身离开：我再问问别人。,character states
20、蔡老板家，夜，内,"在[20、蔡老板家，夜，内]中, 蔡老板的威胁是什么？",把卢小鱼扔进田里当肥料,我就把你装进麻袋扔进田里当肥料,character states
43、酒吧，日，内,卢小鱼对小曼表达了什么意愿？,愿意为她赴汤蹈火。,△卢小鱼：从第一次见到你，我就愿意为你赴汤蹈火。,dialogue/beliefs
46、卢小鱼住处，夜，外,黄杰瑞认为什么样的人能发挥最本真之味？,用情至深的人,仅此类人方可作出世间最本真之味，但也因用情至深,dialogue/beliefs
46、卢小鱼住处，夜，外,在[46、卢小鱼住处，夜，外]中，黄杰瑞的画外音中提到什么条件会导致天赋之力冲破束缚？,情感受创后再次创伤,如若情感受创，感知会自行封闭，直觉不仅及常人，直至再受创伤，其天赋之力，又将会冲破束缚，水到渠成，王者归来。,dialogue/beliefs
45、病房，夜，内,梅姐提出什么建议？,联手去挑战，把堕落街赢回来吧！,梅姐：要不我们联手去挑战，把堕落街赢回来吧！,dialogue/beliefs
52、医院，日，内,黄杰瑞认为厨圣的真正原因是什么？,超强的感知力接收到更多信息并指导烹饪方式,黄杰瑞：原来厨圣并不是厨艺高强而是靠超强的感知力让自己在触摸食材时接收到比常人多百倍的信息，并立刻想到最适合的烹饪方式来指导搭配，这远远超越了技法本身。,dialogue/beliefs
32、堕落街，夜，外,建国对‘男朋友’称谓有何反应？,质问为什么用‘男朋友’称谓,建国举着哑铃似乎很愤怒：为什么是男朋友这种称谓？,dialogue/beliefs
40、堕落街，夜，外,小曼为什么在喝汤后突然唱歌？,因为黄杰瑞的汤让她感到温暖充满爱,好温暖啊，整个世界都充满了爱，愿世界和平。,causal/relational queries
35、卢小鱼住处，夜，外,卢小鱼小弟离开后为什么把钱扔在卢小鱼脚下？,表达对卢小鱼的不满,卢小鱼小弟离开了，把钱扔在了卢小鱼脚下。,causal/relational queries
37、殡仪馆，夜，内,卢小鱼为什么栽倒下去？,四大金刚朝他扑过来,四大金刚朝他扑了过来,causal/relational queries
31、卢小鱼住处，夜，外,卢小鱼如何评价自己的行为？,质疑自己放弃前程是否合理,我身为一个麻木无情的枭雄，放弃大好的前程不要去喜欢一个女张翼德，这样合理吗？,dialogue/beliefs
53、发布会会场，日，内,提鲜粉的作用是什么？,让人的味觉产生间歇性麻痹，再吃其他菜没味儿。,我在汤母的锅里放了咱们公司的提鲜粉，吃了会上瘾的，一定要替我保密啊，这种鲜味儿，会让人的味觉产生间歇性的麻痹，再吃你们的菜，当然就没味儿了。,terminology/abbreviation/concept
8、招牌小吃，夜，内,"在[8、招牌小吃，夜，内]中, 黄杰瑞拿出的黄色碟片包含哪些内容？",《夫妻恩爱秘籍》、《我与神笔马良的一段情》,黄杰瑞将衣服扯开，露出了挂在衣服内侧的黄色碟片。黄杰瑞：《夫妻恩爱秘籍》、《我与神笔马良的一段情》，店长推荐。,objects/props
44、街道，夜，外,为什么卢小鱼小弟要回来？,因为卢小鱼得心脏病了，要继承他的金银珠宝。,你都得心脏病了，我得回来继承你这身金银珠宝啊！,causal/relational queries
26、堕落街，日，外,"在[26、堕落街，日，外]中, 新佑卫门的自我评价如何？",认为自己无敌,看来新佑卫门无敌记录，在中国也能保持下去了。,character states
