scene,question,answer,evidence,qa_type
（八十二）万家外附近。日。,"在[（八十二）万家外附近。日。]中, 阿好在简底离开后的表情？",松了一口气,阿好松一口气的表情,character states
（十八）万发家睡眠处。晚上，有月亮的晚上。,万发如何回应阿好对简的描述？,他列举了简的多个特征并质疑其关系。,万发：简简简，干你娘啦！鬼打到了，那么大声做什么？,dialogue/beliefs
（六）村庄“小赌场”。白天。,"在[（六）村庄“小赌场”。白天。]中, 阿好的行为状态如何描述？",原始、粗鲁，没有文明的矫饰,她的一举一动，都仿佛和性有着很强烈的关连。她是那么原始，那么粗鲁，那么没有点文明的矫饰！,character states
（七十七）万发家屋外。昏。,"在[（七十七）万发家屋外。昏。]中, 万发此时的情绪状态如何？",惊讶，若有所思，若有所望,万发惊讶的眼神。万发脸上表情是若有所思，又似若有所望。,character states
（七十五）医院屋内。日。,"在[（七十五）医院屋内。日。]中, 阿好在等待时的情绪如何？",怯生、紧张,阿好（怯生，嗫嚅地）,character states
（八十七）村庄市场。日。,"在[（八十七）村庄市场。日。]中, 卖酱菜的角色有什么样的情绪状态？",尖酸刻薄且夸张,卖酱菜的（表情极尽尖酸刻薄也极尽夸张）,character states
（三十三）村庄赌场。日。,阿好打错牌时简底有何反应？,气得连说‘不对啦！’并打她的胸,只要阿好打错牌，他就会气得连说‘不对啦！’同时，还无意识地打一下她的胸,detailed description
（七十九）村庄小路。日。,"在[（七十九）村庄小路。日。]中, 阿狗在对话中表现出何种性格特征？",率直天真、机灵,阿狗（率直，天真）；阿狗（机灵地改口说）,character states
（七十八）万发家厅内。昏。,"在[（七十八）万发家厅内。昏。]中, 阿好看到万发吃饭时有什么反应？",觉得好笑又怜悯。,阿好见到万发在猛吃饭，吃得那么饥荒，觉得好笑，转念之间，又有点怜悯起来。,character states
（八十五）树下小吃店。日（夏）。,"在[（八十五）树下小吃店。日（夏）。]中, 老者的行为状态是什么？",弹唱并故意停顿吊人胃口,老者（弹唱起来）...老者故意停一停，吊人胃口,character states
（十九）万发家屋外。月又圆又亮的晚上。,"在[（十九）万发家屋外。月又圆又亮的晚上。]中, 万发的情绪状态如何？",冷漠且不耐烦,万发仿佛没有听到，一点表情也无。万发：要去，你自己去！,character states
（三）村庄花生油厂外。,乙妇如何评价阿好的赌博习惯？,阿好爱博（赌），以前博得好厉害，连三个女儿都输了了。,乙妇：阿好好爱博（赌），你们甘知（知道吗）？现在有较差（比较好些），以前博得好厉害，连三个女儿都输了了。,dialogue/beliefs
