doc_title,chunk_id,description,scene_context
33、INT. E BLOCK ACCESS TUNNEL - NIGHT,doc_32_chunk_1,Percy throws a look to Paul.,
32、INT. EXECUTION CHAMBER - NIGHT,doc_31_chunk_1,"Behind the partition, Percy watches through the mesh with gleaming eyes, wishing he could see better.",Behind partition during Bitterbuck's electrocution
34、INT. COFFEY'S CELL - DAY,doc_33_chunk_10,"Percy walks away, leaving them dumbstruck.",
26、INT. E BLOCK - DAY,doc_25_chunk_6,Percy lets rip a BELLOWING WAR CRY and launches his baton like a spear,
26、INT. E BLOCK - DAY,doc_25_chunk_3,"Percy takes a few careful steps back, eyes never leaving the mouse.","Work area, Harry and Bill observing a mouse, Percy steps back"
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_10,Percy raps him smartly with the tip of his hickory baton to get him moving faster.,"Outside prison cell, prisoner transfer"
26、INT. E BLOCK - DAY,doc_25_chunk_15,(scans their faces),Confrontation on the block
26、INT. E BLOCK - DAY,doc_25_chunk_15,"Percy shies back, but keeps his bravado up",Confrontation on the block
27、INT. E BLOCK - NIGHT,doc_26_chunk_0,carefully laying the last mousetrap down,"On the Mile, following a trail of bread scraps and mousetraps"
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_11,stands slapping his hickory baton against the palm of his hand like a man with a toy he's itching to use,"Cell, Paul and Percy in confrontation"
26、INT. E BLOCK - DAY,doc_25_chunk_10,"Percy's down at the far end, rummaging wildly in the restraint room, tossing shit out onto the Mile.","Inside E Block, restraint room"
26、INT. E BLOCK - DAY,doc_25_chunk_10,"He starts muscling the filing cabinet out the door, kicking buckets out of his way.","Inside E Block, restraint room"
44、INT. E BLOCK - DAY,doc_43_chunk_8,"Percy nods, still numb.",
26、INT. E BLOCK - DAY,doc_25_chunk_8,Percy pounds his fist against the door in frustration,restraint room
26、INT. E BLOCK - DAY,doc_25_chunk_8,"He fumbles with his keys, unlocks the door, yelling all the while",restraint room
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_7,Percy and Harry lead him toward E Block in shackles.,"Prison, leading John Coffey to E Block"
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_7,Percy's got his hickory baton out of it custom-made holster,"Prison, leading John Coffey to E Block"
44、INT. E BLOCK - DAY,doc_43_chunk_3,"Percy stands frozen in the doorway, stunned.",Doorway
27、INT. E BLOCK - NIGHT,doc_26_chunk_3,Percy hollering and stomping all the way,Racing the Mile past the cells
27、INT. E BLOCK - NIGHT,doc_26_chunk_3,"Percy pauses, furious...and sees Coffey staring at him from his cell.","After the mouse wins, in the cell block"
27、INT. E BLOCK - NIGHT,doc_26_chunk_3,"Percy loses it, kicking and punching the restraint room door in a screaming rage",In the restraint room
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_9,"Percy keeps yanking on the big man's cuffs, leading him along","On the Mile (prison corridor), as Coffey enters and the group is about to move."
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_9,Percy falls reproachfully silent,"On the Mile (prison corridor), as Coffey enters and the group is about to move."
26、INT. E BLOCK - DAY,doc_25_chunk_12,"Percy hauls the last of the stuff out, exhausted.",
26、INT. E BLOCK - DAY,doc_25_chunk_12,"He steps back in and looks around, unable to believe there's no mouse cowering in the corner.",Corridor
26、INT. E BLOCK - DAY,doc_25_chunk_12,Percy keeps scanning the restraint room.,Restraint room
16、INT. E BLOCK (THE GREEN MILE) - DAY,doc_15_chunk_8,"Percy is the first one through the door, still hollering...","Inside the cellblock, Percy enters through the door"
34、INT. COFFEY'S CELL - DAY,doc_33_chunk_6,as Percy enters the scene.,"Del's bunk, Percy enters"
44、INT. E BLOCK - DAY,doc_43_chunk_0,"Dean and Percy are guiding Billy by the arm, helping him down...","Truck arrival, helping Billy down"
40、INT. BRIAR RIDGE MENTAL HOSPITAL - MORNING,doc_39_chunk_2,Percy does a quick impression of a man jittering and jerking in the electric chair.,"After Billy is declared competent for execution, Percy mocks him with an electric chair impression."
40、INT. BRIAR RIDGE MENTAL HOSPITAL - MORNING,doc_39_chunk_2,"Laughing, Percy picks up the pants.","Helping Billy into pants, Percy picks up the pants."
26、INT. E BLOCK - DAY,doc_25_chunk_4,Percy's hand starts easing toward the handle of his baton.,At a desk
26、INT. E BLOCK - DAY,doc_25_chunk_4,Percy's hand inches ever closer to his baton.,At a desk
26、INT. E BLOCK - DAY,doc_25_chunk_4,Percy's hand starts easing his baton from its holster.,At a desk
57、INT. E BLOCK - DAY,doc_56_chunk_1,He smirks and rolls his eyes as Del goes by.,"Duty desk, Del being led by Brutal"
60、INT. E BLOCK - DAY,doc_59_chunk_8,Percy turns and storms away,
27、INT. E BLOCK - NIGHT,doc_26_chunk_2,"Percy turns, looks down at the mouse.",Percy and mouse staring in the same direction
26、INT. E BLOCK - DAY,doc_25_chunk_13,"turns, glaring",Inmates in cells
40、INT. BRIAR RIDGE MENTAL HOSPITAL - MORNING,doc_39_chunk_0,"Harry, Dean, and Percy enter.","Hospital room, Billy in hospital gown staring out window."
44、INT. E BLOCK - DAY,doc_43_chunk_6,"Percy's still just inside the doorway, pressed against the wall with fear...","Inside a building, Dean choking and dying, Paul trying to get a clear shot"
26、INT. E BLOCK - DAY,doc_25_chunk_0,"Percy is idling nearby, whistling softly and combing his hair...","Green floor, background characters at desk doing paperwork"
59、INT. EXECUTION CHAMBER - DAY,doc_58_chunk_0,"Percy looks anxiously to Paul, who's trading glances with the other guards.","Room with partition, Toot's procedure"
59、INT. EXECUTION CHAMBER - DAY,doc_58_chunk_0,Percy smiles.,"Room with partition, Toot's procedure"
60、INT. E BLOCK - DAY,doc_59_chunk_6,Percy just stares.,"Prison cell area, during Del's taunt."
60、INT. E BLOCK - DAY,doc_59_chunk_5,"he looks down, sees the huge dark stain spreading at his crotch.","In a cell, after Del starts laughing"
60、INT. E BLOCK - DAY,doc_59_chunk_4,"Percy darts across the Mile in terror and cringes against the cell opposite, breathing so loud and fast it almost sounds like sobbing.","Jail holding area, during a confrontation with Paul and Billy"
60、INT. E BLOCK - DAY,doc_59_chunk_3,"Percy squeals like a pig in a slaughter-chute, thinking he's gonna die.",In a cell
44、INT. E BLOCK - DAY,doc_43_chunk_9,Percy's hesitation,"Prison cell area, moving Billy to his cell"
44、INT. E BLOCK - DAY,doc_43_chunk_9,Percy finally unfreezes.,"Prison cell area, moving Billy to his cell"
61、INT. DEL'S CELL - DAY,doc_60_chunk_12,polishing Old Sparky's arms,EXECUTION CHAMBER
61、INT. DEL'S CELL - DAY,doc_60_chunk_13,"Percy stalks past them, heads out onto the Mile.","After Paul's statement, Percy leaves the group to head to the Mile"
60、INT. E BLOCK - DAY,doc_59_chunk_2,"Percy is actually moved to apologize--he starts after them with a half-laugh, drifting much too close to Wild Bill's side of the Mile","Inside the Mile, Brutal moving Del toward his cell"
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_20,"Percy, sick and dazed, aims the extinguisher and hoses the smoking corpse.",
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_12,"Even Percy looks aghast--he was expecting something, but not this.",
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_19,Percy with his head turned away,
61、INT. DEL'S CELL - DAY,doc_60_chunk_5,Percy stomps the heel of his heavy work shoe down on Mr. Jingles.,
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_10,Percy beats him to it,
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_3,Percy jerks his arms up before him.,
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_3,Percy turns to Paul on the verge of tears.,
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_9,Percyhides a smile,"Execution chamber, Percy addressing the condemned"
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_9,steps back to address the condemned,"Execution chamber, Percy addressing the condemned"
61、INT. DEL'S CELL - DAY,doc_60_chunk_6,"Percy looks to Brutal and Paul, smiles.",
61、INT. DEL'S CELL - DAY,doc_60_chunk_6,"He turns and strolls up the Mile, leaving Mr. Jingles dying in a tiny pool of blood.","Up the Mile, with Mr. Jingles dying"
61、INT. DEL'S CELL - DAY,doc_60_chunk_6,"Percy strolls past, exits to the execution chamber.","At the duty desk, exiting to the execution chamber"
86、INT. E BLOCK - NIGHT,doc_85_chunk_4,"Percy looks up, blinking in surprise.",
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_2,"Brutal grabs Percy by the ears, twisting hard.",
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_2,"Percy lets out a shriek--not just of pain, but a dismayed understanding that he's not going to bluster his way out of this one.",
74、INT. PAUL'S INNER OFFICE - NIGHT,doc_73_chunk_0,"Percy is parked in Paul's chair with his feet up, reading a book titled: 'CARING FOR MENTAL PATIENTS.'",
63、INT. ACCESS TUNNEL - NIGHT,doc_62_chunk_0,Percy starts stammering excuses,Corpse being placed on gurney
26、INT. E BLOCK - DAY,doc_25_chunk_9,PERCY'S YELLS,"Outside E Block, Paul and Brutal arriving for work and hearing Percy's yells"
86、INT. E BLOCK - NIGHT,doc_85_chunk_5,"Percy blinks, unable to grasp that.",
61、INT. DEL'S CELL - DAY,doc_60_chunk_16,"Percy looks from one man to another, knowing he's trapped.",
61、INT. DEL'S CELL - DAY,doc_60_chunk_16,"Percy thinks it over, nods.",
61、INT. DEL'S CELL - DAY,doc_60_chunk_16,He tries to get up,
61、INT. DEL'S CELL - DAY,doc_60_chunk_16,"Percy hesitates, shakes Paul's hand...",
86、INT. E BLOCK - NIGHT,doc_85_chunk_2,"Percy is revealed sitting against the wall, glaring, his mouth","restraint room, Brutal unlocks door to reveal Percy"
63、INT. ACCESS TUNNEL - NIGHT,doc_62_chunk_4,Percy nods.,
26、INT. E BLOCK - DAY,doc_25_chunk_2,PERCY keeps working that comb,
26、INT. E BLOCK - DAY,doc_25_chunk_2,freezes at the sound of a TINY SQUEAK,
26、INT. E BLOCK - DAY,doc_25_chunk_2,His head swivels slowly,
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_0,Percy looks up from his book as the door opens.,"At a desk, as Paul and others enter"
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_0,"Percy jumps up and tries to the execution chamber, but Harry grabs him, spins him back.","At the desk, during the confrontation"
76、INT. PAUL'S OFFICE - NIGHT,doc_75_chunk_0,"Percy tries to jerk away, crashes into the desk.","At the desk, during the scuffle"
86、INT. E BLOCK - NIGHT,doc_85_chunk_11,"Percy's baton drops from his nerveless fingers and clatters to the floor, never to be picked up again.",
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_4,Percy waiting at Old Sparky.,"At Old Sparky, Del enters and sees Percy waiting"
86、INT. E BLOCK - NIGHT,doc_85_chunk_13,Percy just staring...,"Cell, after Wild Bill's taunt"
86、INT. E BLOCK - NIGHT,doc_85_chunk_13,and then he pulls his gun and empties it into Wild Bill as fast as he can pull the trigger.,"Cell, after Wild Bill's taunt"
86、INT. E BLOCK - NIGHT,doc_85_chunk_7,"Percy smooths his hair and puts his hat on, starts strapping on his holster belt.",restraint room
86、INT. E BLOCK - NIGHT,doc_85_chunk_7,Percy exits the restraint room.,restraint room
77、INT. E BLOCK - NIGHT,doc_76_chunk_1,"Percy stands breathing heavily through his nose, making muffled mmmmph-mmmph! sounds under the tape.","In a room, as Paul and Brutal leave."
86、INT. E BLOCK - NIGHT,doc_85_chunk_14,"Paul and the other tackle Percy and bring him down, wrestling the gun out of his hand.",
86、INT. E BLOCK - NIGHT,doc_85_chunk_14,"Percy is flat on his back, staring up at nothing.",
86、INT. E BLOCK - NIGHT,doc_85_chunk_14,"The black ""bugs"" come drifting out of nose and mouth, swirling in the air over his head.",
88、INT. HOSPITAL ROOM - DAY,doc_87_chunk_0,"catatonic, staring out the same window","Hospital room, Percy revealed at the window"
86、INT. E BLOCK - NIGHT,doc_85_chunk_12,"Percy reacts slightly, eyes fluttering, swaying a bit.",
86、INT. E BLOCK - NIGHT,doc_85_chunk_12,Percy says nothing.,
86、INT. E BLOCK - NIGHT,doc_85_chunk_12,"He turns and walks slowly up the Mile, his movements vacant and disjointed.",On the Mile
86、INT. E BLOCK - NIGHT,doc_85_chunk_12,He comes to a swaying stop at Wild Bill's cell...and turns slowly to look in.,At Wild Bill's cell
89、EXT. HOSPITAL - DAY,doc_88_chunk_0,Percy at the window,Gate of Briar Ridge Mental Hospital
86、INT. E BLOCK - NIGHT,doc_85_chunk_8,"Percy pauses near Coffey's cell, careless as always, getting his holster buckled","ON THE MILE, near Coffey's cell"
86、INT. E BLOCK - NIGHT,doc_85_chunk_8,His SCREAM,"ON THE MILE, near Coffey's cell"
86、INT. E BLOCK - NIGHT,doc_85_chunk_9,Percy whacks him with his baton.,"Prison cell, Coffey pressed against bars."
86、INT. E BLOCK - NIGHT,doc_85_chunk_9,Percy's screams are muffled as their mouths come together.,"Prison cell, Coffey pressed against bars."
86、INT. E BLOCK - NIGHT,doc_85_chunk_9,"Percy jerks like a fish on a hook, but can't get away.","Prison cell, Coffey pressed against bars."
87、INT. E BLOCK - DAWN,doc_86_chunk_1,"PERCY sits handcuffed on the floor of the Mile, eyes glassier than Wild Bill's.","the Mile, Percy handcuffed and being examined"
87、INT. E BLOCK - DAWN,doc_86_chunk_1,getting no reaction,"the Mile, Percy handcuffed and being examined"
61、INT. DEL'S CELL - DAY,doc_60_chunk_3,"Percy is drifting up the block, listening too","On the street, while others discuss Mouseville"
60、INT. E BLOCK - DAY,doc_59_chunk_1,The generosity of Percy's tone catches Del completely off guard.,in a cell
60、INT. E BLOCK - DAY,doc_59_chunk_1,He bares his teeth in a mock snarl and curls his fingers as if to grab Del.,in a cell
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_8,Percy takes the sponge and bends down to the bucket of brine.,"In a room with a chair and bucket of brine, during the ritual of placing a mask on Delacroix"
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_8,Percy only pretends to dip the sponge and soak it.,"In a room with a chair and bucket of brine, during the ritual of placing a mask on Delacroix"
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_8,"He straightens up and places the sponge atop Delacroix's head, hiding it with his hands.","In a room with a chair and bucket of brine, during the ritual of placing a mask on Delacroix"
62、INT. DEL'S CELL - NIGHT,doc_61_chunk_7,"he gives them a ""what are you gonna do about it"" smile.",
86、INT. E BLOCK - NIGHT,doc_85_chunk_3,Percy nods.,Paul preparing to remove tape from Percy
86、INT. E BLOCK - NIGHT,doc_85_chunk_3,Percy's eyes water with pain.,After Paul rips the tape off
60、INT. E BLOCK - DAY,doc_59_chunk_7,shakes his hand off,"Prison cell area, group meeting about 'the Mile'"
60、INT. E BLOCK - DAY,doc_59_chunk_7,looks around at their faces,"Prison cell area, group meeting about 'the Mile'"
60、INT. E BLOCK - DAY,doc_59_chunk_7,"Percy looks at Delacroix still snorting in his cell, points at him.","Prison cell area, group meeting about 'the Mile'"
