doc_title,chunk_id,description,scene_context
129、INT. JUSTINE'S BATHROOM - JUSTINE,doc_128_chunk_0,Hanna gets it.,
129、INT. JUSTINE'S BATHROOM - JUSTINE,doc_128_chunk_0,Hanna leaves.,
135、INT. HANNA'S OFFICE - HANNA - NIGHT,doc_134_chunk_2,He throws the phone at the wall.,
"118、EXT. GENERAL LIQUORS, LAS VEGAS - WIDE - DAY",doc_117_chunk_3,(sits down),Scene 75
134、EXT. FOOD STAND - HANNA + NEIL - NIGHT,doc_133_chunk_5,Hanna's light laughter,
122、EXT. WILIMINGTON OIL FIELDS - OIL PUMP - DAY,doc_121_chunk_4,Hanna looks through binoculars.,"Sunset, oil pumps and billboard"
122、EXT. WILIMINGTON OIL FIELDS - OIL PUMP - DAY,doc_121_chunk_5,Recognition dawns.,Scene 80: After Schwartz's dialogue.
"110、INT. EMA, INC. - ON HANNA",doc_109_chunk_0,(pissed; into mike),
"117、INT. EMA, INC., FIRST FLOOR - WIDE",doc_116_chunk_0,"Then he pitches the radio in a line drive at Bruce, barely missing his head.",After Hanna tells Manna to get back to work.
"115、INT. EMA, INC. - HANNA",doc_114_chunk_0,cuts him off; into radio,Radio communication during a police operation
135、INT. HANNA'S OFFICE - HANNA - NIGHT,doc_134_chunk_1,Hanna picks up phone to call someone.,With Casals
"105、INT. EMA, INC. - HANNA",doc_104_chunk_0,gestures for Bruce to quiet down.,"SWAT team at 1:10 a.m., members in physical distress"
122、EXT. WILIMINGTON OIL FIELDS - OIL PUMP - DAY,doc_121_chunk_6,Hanna turns his back on the rest of the detectives,
122、EXT. WILIMINGTON OIL FIELDS - OIL PUMP - DAY,doc_121_chunk_6,a big smile dawns upon his face,
122、EXT. WILIMINGTON OIL FIELDS - OIL PUMP - DAY,doc_121_chunk_6,He raises his arms out wide,
122、EXT. WILIMINGTON OIL FIELDS - OIL PUMP - DAY,doc_121_chunk_6,"Hanna turns in one direction, then another",
134、EXT. FOOD STAND - HANNA + NEIL - NIGHT,doc_133_chunk_6,(pause),Scene 88
"118、EXT. GENERAL LIQUORS, LAS VEGAS - WIDE - DAY",doc_117_chunk_1,"Hanna rips open Marciano's desk drawer finds a gun, unloads it, throws it on the floor, finds a small tape recorder, pops the tape out and tosses it to Schwartz. Then he flashes a badge at Marciano.",Scene 74: Closer
161、EXT. SAFEWAY - HANNA + CIVILIANS,doc_160_chunk_0,"doesn't have a clear shot and drops, dragging people down with him.",During a shootout
"152、INT. HANNA'S CAR - HANNA, SCHWARTZ + BOSKO - DAY",doc_151_chunk_0,CLOSE: HANNA has to decide.,Scene 102: Approaching the bank during the heist
"152、INT. HANNA'S CAR - HANNA, SCHWARTZ + BOSKO - DAY",doc_151_chunk_0,He made the decision.,Scene 102: Approaching the bank during the heist
154、EXT. BANK - CERRITO,doc_153_chunk_0,"re-emerges, kneels and PUMPS SHOTS into the station wagon.",Scene 104: Station wagon shootout
133、EXT. 405 SHOULDER - WIDE,doc_132_chunk_0,Out of the unmarked police car walks Vincent Hanna in jeans and a sweatshirt.,"On the shoulder of a road, Vincent Hanna exits his unmarked police car."
133、EXT. 405 SHOULDER - WIDE,doc_132_chunk_0,He approaches Neil's car.,"On the shoulder of a road, Vincent Hanna approaches Neil's car."
133、EXT. 405 SHOULDER - WIDE,doc_132_chunk_0,Hanna crosses back to his car.,"On the shoulder of a road, Vincent Hanna returns to his car."
134、EXT. FOOD STAND - HANNA + NEIL - NIGHT,doc_133_chunk_7,smiles,
134、EXT. FOOD STAND - HANNA + NEIL - NIGHT,doc_133_chunk_7,to waitress,
196、INT. HANNA CONDO - HANNA - DAY,doc_195_chunk_2,"Hanna lifts it off the table, spilling framed pictures.",
103、INT. EMA - HANNA'S STAKE-OUT,doc_102_chunk_0,He clicks off makes a drinking motion to...,
103、INT. EMA - HANNA'S STAKE-OUT,doc_102_chunk_0,He puts a finger over his lips meaning silence.,
103、INT. EMA - HANNA'S STAKE-OUT,doc_102_chunk_0,Hanna looks at the clock. It's :03 a.m.,
103、INT. EMA - HANNA'S STAKE-OUT,doc_102_chunk_0,Hanna takes a deep breath.,
103、INT. EMA - HANNA'S STAKE-OUT,doc_102_chunk_0,He closes and opens his eyes.,
"118、EXT. GENERAL LIQUORS, LAS VEGAS - WIDE - DAY",doc_117_chunk_0,"Hanna and Schwartz get out and cross the crabgrass, dirt, and debris-filled forecourt to a cheaply constructed wood and glass one-story building.",Forecourt of a cheaply constructed wood and glass one-story building
159、EXT. SAFEWAY - TRACKING NEIL + CHRIS - DAY,doc_158_chunk_0,"a half block behind, chasing Neil - pushing through the same people","Street chase, chasing Neil"
146、INT. HANNA OFFICE - DIETER - DAY,doc_145_chunk_0,"Hanna comes up, coffee in his hand.","Office, after Casals shouts 'Vincent!'"
146、INT. HANNA OFFICE - DIETER - DAY,doc_145_chunk_0,Hanna spills his coffee and runs out without his coat.,"Office, after Casals mentions Commercial Bank and clock shows 2:43"
196、INT. HANNA CONDO - HANNA - DAY,doc_195_chunk_3,(he doesn't),
164、EXT. ALLEY - HANNA,doc_163_chunk_1,HANNA FIRES ONCE.,Scene 107: Cerrito turns and starts swinging his gun
"185、INT. LAPD CORRIDOR - ON HANNA, DRUCKER + FARINA - HAND",doc_184_chunk_0,Hanna is throwing everything into motion.,Scene 119: Corridor
208、INT. HANNA'S OFFICE - WIDE - NIGHT,doc_207_chunk_0,Hanna's on the phone.,
191、INT. HUGH BENNY'S APARTMENT - HANNA - FIGHT,doc_190_chunk_3,Hanna hangs up.,Phone call with Drucker
153、EXT. BANK AND STATION WAGON - CERRITO - DAY,doc_152_chunk_3,pulls Schwartz to cover,Parking lot
188、INT. BATHROOM - BENNY,doc_187_chunk_0,Hanna throws him through the shower door into the bath tub.,
164、EXT. ALLEY - HANNA,doc_163_chunk_0,"emerges, cuts right.",
164、EXT. ALLEY - HANNA,doc_163_chunk_0,He brings up his 9mm. Smith and Wesson.,
164、EXT. ALLEY - HANNA,doc_163_chunk_0,He slows.,
164、EXT. ALLEY - HANNA,doc_163_chunk_0,He stops.,
164、EXT. ALLEY - HANNA,doc_163_chunk_0,Hear his BREATHING.,
164、EXT. ALLEY - HANNA,doc_163_chunk_0,he's aiming the 9mm. directly at her with both hands.,
191、INT. HUGH BENNY'S APARTMENT - HANNA - FIGHT,doc_190_chunk_0,He hangs up.,"Hanna on the phone, hanging up after a call"
