doc_title,chunk_id,fact,scene_context
25、INT. SHOE STORE - CONTINUOUS ACTION,doc_24_chunk_3,Jacob is gone from the store.,Store location
28、INT. BAR - NEXT NIGHT,doc_27_chunk_6,Jacob proposes to leave the current location.,Scene with Cal and the first girl
36、INT. CORPORATE APARTMENT - LATER,doc_35_chunk_4,Jacob becomes inseparable with Cal.,During a conversation at Cal's store
36、INT. CORPORATE APARTMENT - LATER,doc_35_chunk_3,Jacob is in conversation with Cal at the bar.,Bar
50、INT. JACOB'S APARTMENT - LATER,doc_49_chunk_0,Jacob owns the record player.,Apartment: Jacob puts an album on his record player.
52、INT. JACOB'S BEDROOM - CONTINUOUS ACTION,doc_51_chunk_6,Jacob passes out.,"Jacob passes out, leading to Hannah covering him with a blanket."
6、INT. BAR,doc_5_chunk_3,Jacob Palmer decides to ask Hannah for another drink.,
71、INT. WEAVER BACKYARD - LATER,doc_70_chunk_1,Jacob is really into Hannah.,"Wine store exterior, after Jacob states he will meet Hannah's mother."
57、INT. BAR - EVENING,doc_56_chunk_0,Jacob once owned the table.,Bar scene: Cal sitting at a table that once belonged to Jacob.
79、EXT. WEAVER BACKYARD,doc_78_chunk_11,Jacob knocks down David Jacobowitz with a right hook.,
79、EXT. WEAVER BACKYARD,doc_78_chunk_4,Jacob refuses to end the relationship.,Family confrontation
79、EXT. WEAVER BACKYARD,doc_78_chunk_2,Jacob is present outside Hannah's house.,"Outside Hannah's house, as Hannah steps out of the house."
11、INT. BAR - LATER,doc_10_chunk_1,Jacob Palmer has two beautiful women fawning over him at his table.,"Bar, Jacob Palmer at table with two women"
83、EXT. GRADUATION CEREMONY - ONE WEEK LATER,doc_82_chunk_1,Jacob takes Cal's seat.,Empty seat between Tracy and Hannah
82、INT. BAR - AFTERNOON (THREE WEEKS LATER),doc_81_chunk_2,Jacob has power over Cal.,"Jacob commands Cal to look at him, Cal complies."
18、INT. BAR - LATER,doc_17_chunk_10,Jacob makes an offer to Cal.,Conversation with Cal
