doc_title,chunk_id,fact,scene_context
17、INT STUDIO - NIGHT,doc_16_chunk_6,"Banky crosses out the male-friendly lesbian, Santa Claus, and the Easter Bunny.",
2、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY,doc_1_chunk_0,Banky Edwards is a creator of the comic 'Bluntman and Chronic'.,Comic Book show book-signing
1、INT. COMIC BOOK STORE - DAY,doc_0_chunk_1,The cover has the name 'Banky Edwards' written on it.,
17、INT STUDIO - NIGHT,doc_16_chunk_4,Banky begins drawing.,
24、EXT STREET - DAY,doc_23_chunk_2,Banky Edwards states that there is no 'we' in the situation.,
27、INT OFFICE - DAY,doc_26_chunk_7,Banky explicitly decides to forget the previous topic.,
3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,doc_2_chunk_11,Banky commits to playing the victim but not the catcher.,"After Hooper kisses Banky, Banky states his commitment."
34、INT COMIC BOOK SHOW - DAY,doc_33_chunk_0,The banner at Banky Edwards' signing table states that he is the creator of Baby Dave.,One year later at a comic book signing event
32、INT DINER - NIGHT,doc_31_chunk_24,Banky meets with Sloss at a restaurant.,Restaurant: Meeting with Sloss
36、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY,doc_35_chunk_0,Banky Edwards is a creator of Bluntman and Chronic.,Comic Book show book-signing
34、INT COMIC BOOK SHOW - DAY,doc_33_chunk_2,Banky has a new solo comic.,Room: Holden holds up Banky's new solo comic.
33、INT STUDIO - NIGHT,doc_32_chunk_9,Banky agrees to the communion.,
37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,doc_36_chunk_7,Banky falls to the ground after being shot.,"Argument about Star Wars, Hooper shoots Banky."
36、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY,doc_35_chunk_5,Banky is separated from the Collector by security guards.,Comic signing event
37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,doc_36_chunk_3,Banky Edwards is seated in the front row during the speech.,During the speech
27、INT OFFICE - DAY,doc_26_chunk_10,Banky is released from captivity.,Release scene
38、INT BAR - NIGHT,doc_37_chunk_1,Banky receives a dollar from Hooper.,Archie's world
38、INT BAR - NIGHT,doc_37_chunk_18,Banky Edwards is present in the scene.,"After Alyssa exits, Banky and Hooper enter the scene."
39、INT. STUDIO - DAY,doc_38_chunk_8,Banky is present in the club at Night 6.,Her-Sterectomy club - Night 6
40、INT. HER-STERECTOMY - LATER,doc_39_chunk_5,Banky agrees to provide his estimation.,
33、INT STUDIO - NIGHT,doc_32_chunk_4,Banky is kissed by Holden.,
37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,doc_36_chunk_11,Banky refuses to be the catcher.,"Book promotion discussion, after Hooper kisses Banky."
4、INT BAR - NIGHT,doc_3_chunk_1,Banky receives a dollar from Hooper.,Archie's world: Hooper hands Banky a dollar.
42、INT. M-TV EXEC'S OFFICE - DAY,doc_41_chunk_4,Banky Edwards is performing as Simon Bar Sinister.,
4、INT BAR - NIGHT,doc_3_chunk_3,Banky is absent from the table.,"Restaurant booth, Banky and Hooper exit the table."
42、INT. M-TV EXEC'S OFFICE - DAY,doc_41_chunk_3,Banky is in a state of ebullience.,
39、INT. STUDIO - DAY,doc_38_chunk_0,Banky shares a rented studio/apartment with Holden.,Studio/apartment
39、INT. STUDIO - DAY,doc_38_chunk_20,Banky exits the bar.,Bar scene: Banky exits after his comment.
38、INT BAR - NIGHT,doc_37_chunk_17,Banky Edwards donated a fortune to the train station in Pittsburgh for the purpose of building a well-lit terminal.,
38、INT BAR - NIGHT,doc_37_chunk_17,Banky Edwards received free rides from the train line after his donation.,
5、INT. STUDIO - DAY,doc_4_chunk_0,Banky is a co-tenant of the studio/apartment.,Holden and Banky's studio/apartment
5、INT. STUDIO - DAY,doc_4_chunk_5,Banky is prohibited from attending the club event.,Conversation about club invitation
4、INT BAR - NIGHT,doc_3_chunk_20,Banky exits the room.,"Room, after Hooper points out a dent in Banky's car."
51、INT STUDIO - NIGHT,doc_50_chunk_12,Banky leaves the scene.,
61、INT OFFICE - DAY,doc_60_chunk_5,Banky explicitly commits to supporting Holden.,BACK IN THE OFFICE
58、EXT STREET - DAY,doc_57_chunk_2,Banky Edwards explicitly states that he is not part of the group and that Holden must proceed alone.,
61、INT OFFICE - DAY,doc_60_chunk_9,Banky is released from being held.,
68、INT COMIC BOOK SHOW - DAY,doc_67_chunk_0,Banky Edwards is the creator of Baby Dave.,"Comic book signing event, one year after the opening scene."
66、INT DINER - NIGHT,doc_65_chunk_24,Banky meets with Sloss at a restaurant.,Restaurant meeting with Sloss
67、INT STUDIO - NIGHT,doc_66_chunk_9,Banky agrees to the 'communion' proposal.,"Couch setting, during Holden's proposal about 'communion'"
5、INT. STUDIO - DAY,doc_4_chunk_1,Banky is working with Holden in silence.,comic studio
68、INT COMIC BOOK SHOW - DAY,doc_67_chunk_2,Banky has a new solo comic.,Room: Holden holds up Banky's new solo comic.
8、INT. M-TV EXEC'S OFFICE - DAY,doc_7_chunk_4,Banky Edwards is performing as Simon Bar Sinister.,
57、INT STUDIO - DAY,doc_56_chunk_1,Banky exits the room.,Room with Holden and Alyssa sleeping.
