doc_title,chunk_id,fact,scene_context
115、INT. KITCHEN - SAME,doc_114_chunk_3,Martin kills an assassin.,"Bedroom, assassin entering through window"
1、EXT. GOLF COURSE - DAWN,doc_0_chunk_4,Martin Blank is the sniper in the scene.,
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_6,Martin retrieves the spent gun he discarded earlier.,front stairs
109、INT. TOWN CAR - SAME,doc_108_chunk_0,Martin blocks the Sniper's line of fire.,Car chase with Newberry
123、EXT. GOLF COURSE - DAWN,doc_122_chunk_4,The figure is identified as Martin Blank.,
124、INT. CLUB HOUSE PATIO - LATER,doc_123_chunk_6,Martin receives a card from the Club Member.,Club scene
103、INT. EASTWEST HOLDING COMPANY - INTERCUT,doc_102_chunk_1,Martin left a brick of $100 bills under Marcella's desk.,Town car scene
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_0,Martin kills Lardner and McCullers.,"Front stairs, during the confrontation with Lardner and McCullers"
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_3,Martin agrees to purchase two rounds for one hundred thousand dollars each.,"Martin and Grocer sitting on the floor in the kitchen and dining room, respectively, with a television above the counter between them."
114、INT. NEWBERRY HOUSE,doc_113_chunk_2,Martin killed the assassin on the porch.,Front porch of the house
131、EXT. STREET - SAME - INTERCUT,doc_130_chunk_0,Martin finishes packing.,
132、INT. MARTIN'S AND GROCERS CARS - DAY,doc_131_chunk_1,Martin explicitly refuses Grocer's offer to join the club.,Phone call
136、INT. LIVING ROOM - LATER,doc_135_chunk_3,Martin is watching the image.,Martin watching image via Sony Watchman
117、INT. BEDROOM,doc_116_chunk_0,Martin kills the Assassin.,Bathroom door scene
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_2,Martin's gun is empty and the slide is locked back.,Close-up of Martin's gun in slow motion
110、INT. GROCER'S VAN - SAME,doc_109_chunk_0,Martin's car disappears into Newberry's driveway.,Grocer and company watch Martin's car disappear into Newberry's driveway.
141、INT. BLANK HOLDING COMPANY,doc_140_chunk_0,Martin looks scared for the first time.,Office suite: Marcella reads reunion invitation and holds up envelope.
143、INT. CHURCH -,doc_142_chunk_0,Martin is a priest,"Darkened empty church, altar"
141、INT. BLANK HOLDING COMPANY,doc_140_chunk_1,Martin authorizes Marcella to throw away all personal mail and not show it to him.,"Office, Martin instructs Marcella about personal mail."
141、INT. BLANK HOLDING COMPANY,doc_140_chunk_1,Martin commits to pay for the cost of throwing away the mail.,"Office, Martin instructs Marcella about personal mail."
141、INT. BLANK HOLDING COMPANY,doc_140_chunk_7,Martin receives the mauve envelope and a travel portfolio.,Foyer
157、EXT. SUBURBAN STREET - DAY,doc_156_chunk_1,Martin decides to change the subject.,Conversation with mother after she mentions speaking to his father
158、EXT. NURSING HOME - DAY,doc_157_chunk_2,Martin is fatigued from the experience.,"After the nurse leaves, Martin is fatigued but attempts to connect with his mother."
137、INT. HALLWAY - MOMENTS LATER,doc_136_chunk_0,Martin has his gun pointed at the bodyguard.,"Hallway outside apartment door, Martin enters with gun pointed at bodyguard"
169、INT. DEEJAY BOOTH,doc_168_chunk_7,Martin has his answer.,Conversation with Debi
170、EXT. RADIO STATION - DAY,doc_169_chunk_0,Martin has seen Felix before.,"Leaving the station, Martin scans the main strip and notices Felix."
145、INT. CONDO - NIGHT,doc_144_chunk_0,Martin Blank is depicted in a photo as a teenager with his mother.,"dark room, Martin finds photo album"
177、INT. 7-11 - NIGHT,doc_176_chunk_4,Martin finds a bomb.,CASHIER ISLAND
185、INT. DINER - LATE MORNING,doc_184_chunk_5,Martin refuses the proposal to put guns away and forget the whole thing.,Confrontation with Grocer
183、INT. MARTIN'S SUITE - NIGHT - INTERCUT,doc_182_chunk_1,Martin agrees to Marcella's plan to inform the client that he is taking his time.,
170、EXT. RADIO STATION - DAY,doc_169_chunk_1,Martin observes the eye contact between Lardner and McCullers.,Street scene
145、INT. CONDO - NIGHT,doc_144_chunk_1,Martin has always wondered about Debi Newberry.,Martin is viewing a photo album containing a photo of Debi Newberry.
19、INT. BLANK HOLDING COMPANY,doc_18_chunk_1,Martin authorizes Marcella to throw away all personal mail.,"Office hallway, Martin instructs Marcella about mail."
19、INT. BLANK HOLDING COMPANY,doc_18_chunk_1,Martin commits to paying for the cost of throwing away the mail.,"Office hallway, Martin instructs Marcella about mail."
19、INT. BLANK HOLDING COMPANY,doc_18_chunk_0,Martin looks scared for the first time.,"East-West Holding Company offices, Marcella presents reunion invitation."
189、INT. DEN - CONTINUOUS,doc_188_chunk_3,Martin exits the room.,Room: After Debi's footsteps and her off-screen 'Okay'.
193、INT. OATMAN'S OFFICE - INTERCUT,doc_192_chunk_1,Martin is instructed by Dr. Oatman not to kill anyone.,
189、INT. DEN - CONTINUOUS,doc_188_chunk_2,The target character agrees to have a drink.,"At the wet bar, Newberry suggests having a drink and Martin agrees."
171、INT. PAUL'S BMW - DAY,doc_170_chunk_1,Martin agrees to take it easy with Paul.,In a meeting with Paul.
196、INT. GYM - NIGHT,doc_195_chunk_2,Martin recognizes Ken Aldridge,"Crowded gym, at the open bar"
193、INT. OATMAN'S OFFICE - INTERCUT,doc_192_chunk_0,Martin is a patient of Dr. Oatman.,At the station
19、INT. BLANK HOLDING COMPANY,doc_18_chunk_5,Martin is in his private office.,Martin's Office
153、INT. MARTIN'S CAR,doc_152_chunk_4,Martin disappears from the scene.,
199、INT. GYM - DEEJAY BOOTH - LATER,doc_198_chunk_1,Martin explicitly chooses candied Diller.,
169、INT. DEEJAY BOOTH,doc_168_chunk_4,Martin realizes he's been had.,Radio show: Deb puts Martin on the air.
169、INT. DEEJAY BOOTH,doc_168_chunk_4,Martin deflates.,Radio show: Deb puts Martin on the air.
185、INT. DINER - LATE MORNING,doc_184_chunk_0,Martin is in a Mexican breakfast stand-off with Grocer.,"Window booth, breakfast setting"
2、INT. CLUB HOUSE PATIO - LATER,doc_1_chunk_6,Martin receives a card from the Club Member.,"Club, with sirens approaching."
21、INT. CHURCH -,doc_20_chunk_0,Martin Blank is a priest.,"Empty church, Martin mounts altar and is identified as priest."
19、INT. BLANK HOLDING COMPANY,doc_18_chunk_7,Martin receives the mauve envelope and a travel portfolio.,FOYER
217、EXT. HIGH SCHOOL PARKING LOT - CONTINUOUS,doc_216_chunk_0,Martin instructs Paul to convey an apology to Debi.,"Parking lot, Martin and Paul after Martin's failed attempt to see Debi"
183、INT. MARTIN'S SUITE - NIGHT - INTERCUT,doc_182_chunk_2,Martin decides to get down to business.,"At the air vent, after hanging up the phone"
231、INT. TOWN CAR - SAME,doc_230_chunk_0,Martin blocks the Sniper's line of fire.,Car chase scene
218、INT. MARTIN'S SUITE - NIGHT,doc_217_chunk_7,Martin is left alone in the room after Debi exits.,the room after Debi exits
23、INT. CONDO - NIGHT,doc_22_chunk_0,The photo album contains a photo of a teen-aged Martin Blank with his mother.,Martin's apartment: sorting through a box and finding a photo album.
241、INT. NEWBERRY FOYER - CONTINUOUS,doc_240_chunk_0,Martin killed Lardner and McCullers.,"Front stairs, during confrontation with Lardner and McCullers"
24、INT. KITCHEN - SAME,doc_23_chunk_0,Martin has thirty cans of cat food in his refrigerator.,"Martin's home, refrigerator contents"
241、INT. NEWBERRY FOYER - CONTINUOUS,doc_240_chunk_3,Martin agrees to purchase two rounds for a hundred grand each.,"Kitchen and dining room, negotiation for two rounds."
241、INT. NEWBERRY FOYER - CONTINUOUS,doc_240_chunk_1,Martin is behind the cooking island.,KITCHEN: During the kitchen confrontation with Grocer
35、EXT. SUBURBAN STREET - DAY,doc_34_chunk_2,Martin decides to change the subject.,Conversation with Mary
35、EXT. SUBURBAN STREET - DAY,doc_34_chunk_1,Martin decides to change the subject.,Conversation with mother after Mary mentions speaking to Martin's father.
237、INT. KITCHEN - SAME,doc_236_chunk_3,Martin kills the assassin.,in a bedroom
23、INT. CONDO - NIGHT,doc_22_chunk_1,Martin has always wondered about Debi Newberry.,
39、EXT. MAIN STREET - DAY,doc_38_chunk_1,Martin is outside the radio station.,"Outside the radio station, Martin parks his car and exits."
2、INT. CLUB HOUSE PATIO - LATER,doc_1_chunk_5,Martin receives a laminated card from Club Member #1.,"Club meeting, sirens wail in distance."
49、INT. PAUL'S BMW - DAY,doc_48_chunk_1,Martin agrees to take it easy.,
55、INT. 7-11 - NIGHT,doc_54_chunk_4,Martin finds a bomb.,CASHIER ISLAND
58、EXT. RADIO STATION - NIGHT,doc_57_chunk_2,Martin proposed a date for tomorrow at around seven o'clock.,
47、INT. DEEJAY BOOTH,doc_46_chunk_7,Martin has his answer.,"During a conversation with Debi, after a quote about love and freedom."
61、INT. MARTIN'S SUITE - NIGHT - INTERCUT,doc_60_chunk_1,Martin agrees to let Marcella call the client to explain his lateness.,"Marcella states she will call the client to explain Martin's lateness, and Martin explicitly consents."
48、EXT. RADIO STATION - DAY,doc_47_chunk_1,Martin observes Lardner and McCullers locking eyes.,Street scene: Martin observes Lardner and McCullers in the Country Squire.
49、INT. PAUL'S BMW - DAY,doc_48_chunk_0,Martin is revisiting old haunts with Paul.,"Grosse Pointe, Michigan: cruising through familiar locations"
63、INT. DINER - LATE MORNING,doc_62_chunk_5,Martin explicitly refuses the proposal to put guns away and forget the whole thing.,
63、INT. DINER - LATE MORNING,doc_62_chunk_0,A Mexican breakfast stand-off is established between Martin and Grocer.,"Window booth, Mexican breakfast stand-off"
63、INT. DINER - LATE MORNING,doc_62_chunk_2,Martin orders an omelette with nothing in it.,Restaurant breakfast order
38、INT. MARTIN'S SUITE - DAY,doc_37_chunk_0,The steel-sided briefcase is placed inside the wall vent.,"a room with a big square bed, dresser, and television"
71、INT. OATMAN'S OFFICE - INTERCUT,doc_70_chunk_1,Martin is instructed not to kill anyone.,Conversation with Dr. Oatman
74、INT. GYM - NIGHT,doc_73_chunk_2,Martin recognizes Ken Aldridge at the bar.,Gym bar area
71、INT. OATMAN'S OFFICE - INTERCUT,doc_70_chunk_0,Martin Blank is a patient of Dr. Oatman.,Therapy session at the station
"7、INT. HOTEL ROOM, NEW YORK CITY - DAY",doc_6_chunk_1,"Martin has a long thin barrel, a scope, and a silencer.","on the bed, breaking open a Fed Ex blueprint tube"
74、INT. GYM - NIGHT,doc_73_chunk_4,Martin receives a Monte Blanc pen with Ken's title and business address printed on the shaft.,Bar: Ken hands Martin a Monte Blanc pen.
62、EXT. DINER - DAY,doc_61_chunk_0,Martin is being staked out by Lardner and McCullers.,Lardner and McCullers stake out Martin from the Country Squire across the street.
77、INT. GYM - DEEJAY BOOTH - LATER,doc_76_chunk_1,Martin chooses the 'candied Diller' option.,
9、EXT. STREET - SAME - INTERCUT,doc_8_chunk_0,Martin finishes packing.,
67、INT. DEN - CONTINUOUS,doc_66_chunk_3,Martin exits the room.,the room
9、EXT. STREET - SAME - INTERCUT,doc_8_chunk_1,Martin hears gunshots.,
