id,scene,question,answer,evidence,qa_type
1,29、INT. STARLINER TOWERS GROCERY STORE -- NIGHT,Why did Janine leave the grocery store without buying food?,She was repulsed by the thought of cooking or eating.,the thought of cooking or even eating repulses her,causal/relational queries
2,8、INT. A HALLWAY -- MORNING,How does Tudor move through the hallway?,"He walks on automatic pilot, preoccupied, turning the corner without perceiving what he is seeing.","He walks down the hallway on automatic pilot, obviously preoccupied, turning the corner leading to the elevators without perceiving what he is seeing.",detailed description
3,31、INT. BETTS' APARTMENT -- NIGHT,Why did Betts order enough food for two?,To ensure Janine joins her for supper and avoid loneliness.,I've ordered in some vrai cuisine... I'll just get fat and lonely if you don't show up.,causal/relational queries
4,8、INT. A HALLWAY -- MORNING,What does Tudor do when he reaches the elevators?,"He hesitates for a moment, then presses the UP button.","At the elevators he hesitates for a moment, then presses the UP button.",detailed description
5,52、INT. ST. LUC'S OFFICE -- NIGHT,"In [52、INT. ST. LUC'S OFFICE -- NIGHT], What does 'compressed evolution' refer to in Hobbes's paper?",A theoretical organism where each generation is better adapted to its host.,The section St. Luc reads states: 'each generation of the said organism would be better adapted to inhabit and to control the behavior of its host',terminology/abbreviation/concept
6,25、EXT. TUDOR'S BALCONY -- NIGHT,How is Tudor positioned on the balcony during his struggle?,Hanging over the railing like an ocean traveler in a rough sea.,Hanging over the railing of the balcony like an ocean traveler in a rough sea,detailed description
7,27、INT. ST. LUC'S EXAMINATION ROOM -- NIGHT,Why did St. Luc order X-rays for Mr. Parkins?,To investigate the cause of the lumps near his navel.,St. Luc instructs Parkins to get X-rays to discover what he is hiding in his abdomen.,causal/relational queries
8,34、INT. EXAMINATION ROOM -- NIGHT,What does St. Luc tell Dotty to do if she experiences issues?,"Come and see me right away if you have any trouble, sharp pain, or unusual discharge.","St. Luc: 'if it gives you any trouble at all, any sharp pain, any unusual discharge, you come and see me right away.'",dialogue/beliefs
9,55、INT. HALLWAY -- NIGHT,What is the 'parasite's animal-tissue solvent'?,A substance secreted by the parasite to dissolve animal tissue.,Mrs. Spergazzi's forearm was burned by the parasite's animal-tissue solvent.,terminology/abbreviation/concept
10,17、INT. CLINIC RECEPTION AT STARLINER TOWERS -- AFTERNOON,When does Janine leave the waiting area?,After St. Luc appears,"St. Luc appears and looks at the list of patients who have signed in. ... Janine gets up, excusing herself",temporal references
