doc_title,chunk_id,description,scene_context
170、EXT. ROADBLOCK - DAY,doc_169_chunk_0,Shermin's helicopter lifts off.,
187、INT. HELICOPTER - DAY,doc_186_chunk_0,Shermin speaks into a headset.,
142、EXT. TREES - NIGHT,doc_141_chunk_0,Shermin hits the ground and kills her lights.,
232、EXT. DESERT - NIGHT,doc_231_chunk_1,Shermin's helicopter arrives to join the Cobra.,
153、EXT. MEADOW - SUNRISE,doc_152_chunk_0,Shermin is holding a field radio to his ear.,
152、EXT. HELICOPTER - SUNRISE,doc_151_chunk_0,Shermin sighs and rolls over on his back.,
138、EXT. PASTURE - NIGHT,doc_137_chunk_0,Shermin lowers the bullhorn and speaks to the patrolmen.,
167、INT. HELICOPTER - DAY,doc_166_chunk_0,Shermin puts on the headset and the technician starts a tape recorder.,
123、INT. HELICOPTER - NIGHT,doc_122_chunk_0,Shermin is patched into the Nebraska Highway Patrol and is listening to the pursuit.,
178、EXT. SKY ABOVE INTERSTATE 70 - DAY,doc_177_chunk_0,Shermin's S65 banks through a U-turn and chases west.,
106、EXT. SHOPPING MALL - DAY,doc_105_chunk_0,Shermin sees Lyman come out of the crowd surrounding the police cars in front of the helicopter.,
153、EXT. MEADOW - SUNRISE,doc_152_chunk_2,"Stung, Shermin takes a deep breath, controls himself and returns the radio to his ear.",
237、EXT. DESERT - NIGHT,doc_236_chunk_0,Shermin's helicopter passes over the heads of Jenny and the STAR MAN and rises into the dawn sky.,
235、EXT. DESERT - NIGHT,doc_234_chunk_0,Shermin's helicopter moves toward Jenny and the STAR MAN standing helpless in the circle thrown by the searchlight.,
151、EXT. INTERSTATE - SUNRISE,doc_150_chunk_0,Shermin's helicopter parked in a meadow beside the road.,"Meadow beside Colorado Highway, during roadblock setup."
32、INT. HELICOPTER - DAWNBREAK,doc_31_chunk_3,Shermin stares at it blankly,
28、EXT. BLACKENED LANDING SITE - DAWNBREAK,doc_27_chunk_0,Shermin makes their way past three suited scientists examining the landscape with geiger counters and other sensing instruments.,
38、EXT. WISCONSIN SKIES - LATE AFTERNOON,doc_37_chunk_0,Shermin's helicopter is shown with tree tops rushing underneath.,
186、EXT. SKY - DAY,doc_185_chunk_0,Shermin's helicopter slices around a pine-dotted peak following the twists of Interstate 70 below.,Aerial scene: Helicopter approaches Interstate 70 near a roadblock.
215、INT. SHERMIN'S HELICOPTER - NIGHT,doc_214_chunk_0,Shermin looks warily at the headset.,
215、INT. SHERMIN'S HELICOPTER - NIGHT,doc_214_chunk_0,"When the STAR MAN doesn't speak immediately, he takes the initiative.",
169、INT. HELICOPTER - DAY,doc_168_chunk_0,"Shermin jabs his thumb upward, indicating that the helicopter should lift off.",
169、INT. HELICOPTER - DAY,doc_168_chunk_0,Shermin's hand is over the mouthpiece,
47、INT. HELICOPTER - NIGHT,doc_46_chunk_1,Shermin and his crew share mixed reactions.,
189、INT. HELICOPTER - DAY,doc_188_chunk_0,A swift kick from Shermin sends a stool clanging into a bulkhead.,
189、INT. HELICOPTER - DAY,doc_188_chunk_0,The Technicians won't meet his eyes when he turns back to them.,
65、EXT. NEXT-DOOR HOUSE - EARLY MORNING,doc_64_chunk_2,Shermin and Bell exchange a glance.,
136、EXT. PASTURE - NIGHT,doc_135_chunk_0,"Shermin leads Bell, Lyman and the technicians to the car.",The helicopter sets down behind the Mustang.
136、EXT. PASTURE - NIGHT,doc_135_chunk_0,Shermin pushes the seat forward.,The helicopter sets down behind the Mustang.
47、INT. HELICOPTER - NIGHT,doc_46_chunk_0,"Shermin and his crew are glued to the monitors, watching the autopsy from Houston.",
104、INT. SHOPPING MALL - DAY,doc_103_chunk_0,Shermin is standing next to the security guard in the middle of a knot of shouting people.,
104、INT. SHOPPING MALL - DAY,doc_103_chunk_0,We move in on a lapel mike pinned to the front of Shermin's shirt.,
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_1,"Shermin's first look is at the faceplate, but all he can see is his own reflection.",
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_1,His eyes travel down the body.,
86、EXT. SKY - NIGHT,doc_85_chunk_0,Shermin's helicopter storms into view.,
62、INT. HELICOPTER - EARLY MORNING,doc_61_chunk_1,Seated in front of the radio console Shermin is going through the telex messages.,
68、INT. SMALL RECTANGULAR ROOM - DAY,doc_67_chunk_3,Almost reluctantly Shermin holds up Scott Haydn's picture.,
87、INT. HELICOPTER - NIGHT,doc_86_chunk_8,It's Shermin's turn to look at his feet.,
87、INT. HELICOPTER - NIGHT,doc_86_chunk_2,Shermin rubs his hands over his face while he digests this.,
32、INT. HELICOPTER - DAWNBREAK,doc_31_chunk_0,Shermin steps through the open bay door into a communications room.,Inside a communications room with radar and radio consoles.
32、INT. HELICOPTER - DAWNBREAK,doc_31_chunk_0,SHERMIN Get Fox.,Inside a communications room with radar and radio consoles.
64、EXT. JENNY'S HOUSE - MORNING,doc_63_chunk_0,Shermin is out back watching Bell pick his way down the hill.,"Outside the house, with police cars on the street and officers inside the living room."
68、INT. SMALL RECTANGULAR ROOM - DAY,doc_67_chunk_0,"Shermin's image waits on the television screen. He is gaunt, tired and visibly shaken. The picture sizzles and breaks up intermittently.",
62、INT. HELICOPTER - EARLY MORNING,doc_61_chunk_3,Shermin stops at a point on the telex sheet. He reads the message to himself again.,
62、INT. HELICOPTER - EARLY MORNING,doc_61_chunk_3,Shermin listens to this.,
236、INT. SHERMIN'S HELICOPTER - NIGHT,doc_235_chunk_0,Shermin knows he can't do it. He picks up a headset.,
236、INT. SHERMIN'S HELICOPTER - NIGHT,doc_235_chunk_0,Shermin flips a switch on the console that cuts Fox off.,
236、INT. SHERMIN'S HELICOPTER - NIGHT,doc_235_chunk_0,Shermin lets his crew know it's time to leave by saying 'Let's get out of here.',
39、INT. HELICOPTER - LATE AFTERNOON,doc_38_chunk_0,Shermin is standing back of Lyman and Bell who are seated in front of the square of television screens watching various shots of the wooded landscape flowing by under them.,
39、INT. HELICOPTER - LATE AFTERNOON,doc_38_chunk_0,Shermin scrubs his hands over his face then bends over to stretch his back.,
39、INT. HELICOPTER - LATE AFTERNOON,doc_38_chunk_3,Shermin goes hand over hand along the overhead straps to the radio operator.,
39、INT. HELICOPTER - LATE AFTERNOON,doc_38_chunk_3,He begins to flip through a stack of telex messages.,
39、INT. HELICOPTER - LATE AFTERNOON,doc_38_chunk_3,"Shermin looks at Lyman, then speaks to the technician.",
201、EXT. AIRSTRIP - DAY,doc_200_chunk_0,Shermin watches the seven Cobras land in sequence.,Runway: Shermin and the crew observe the arrival of the Cobras.
201、EXT. AIRSTRIP - DAY,doc_200_chunk_0,Shermin meets Fox in the middle of the runway.,Runway: Shermin and Fox confront each other after the Cobras land.
201、EXT. AIRSTRIP - DAY,doc_200_chunk_0,Shermin scans the Cobras.,"Runway: During conversation with Fox, Shermin looks over the landed aircraft."
166、EXT. ROADBLOCK (INTERSTATE 70) - DAY,doc_165_chunk_0,Shermin watches them check to cars passing through the squeeze point.,"Scene: At a roadblock, officers are inspecting vehicles."
166、EXT. ROADBLOCK (INTERSTATE 70) - DAY,doc_165_chunk_0,Shermin is startled by what he hears.,"Scene: At a roadblock, officers are inspecting vehicles."
166、EXT. ROADBLOCK (INTERSTATE 70) - DAY,doc_165_chunk_0,He leaves Lyman in charge and hurries to the helicopter parked in the field beside the roadblock.,"Scene: At a roadblock, officers are inspecting vehicles."
65、EXT. NEXT-DOOR HOUSE - EARLY MORNING,doc_64_chunk_0,Shermin knocks and waits on the steps with Bell for someone to answer.,
65、EXT. NEXT-DOOR HOUSE - EARLY MORNING,doc_64_chunk_0,"Shermin says sorry to disturb you, sir, but there's been some trouble next door. I'd like to ask you a few questions.",
65、EXT. NEXT-DOOR HOUSE - EARLY MORNING,doc_64_chunk_0,Shermin says there's a possibility that Mrs. Haydn's been kidnapped. We're hoping you might have seen something.,
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_2,Shermin takes Bell's flashlight.,
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_2,He angles it at the faceplate.,
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_2,"As he leans in to follow the beam, the pitch of the drill rises.",
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_2,He shifts the light.,
30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,doc_29_chunk_2,"The men throw themselves back in panic. When they turn back to look, distorted impressions of the face inside the helmet reflect on the glass of their contamination hoods.",
