doc_title,chunk_id,fact,scene_context
5、INT. DIMLY-LIT BAR - NIGHT,doc_4_chunk_0,Randolph receives a briefcase containing five thousand dollars.,
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_13,Randolph successfully prevents Buggy from hitting Sheldon by tackling him during the shot.,"Scene: Randolph intervenes on the catwalk as Buggy attempts to shoot, causing the shot to miss its target."
21、INT. KIDNET STUDIO - STAGE B - DAY,doc_20_chunk_5,Randolph emerges from under the stairwell and moves backstage.,
21、INT. KIDNET STUDIO - STAGE B - DAY,doc_20_chunk_5,Randolph is in possession of a duffle bag.,
22、INT. PROP ROOM - CONTINUOUS ACTION,doc_21_chunk_1,Randolph retrieves his old costume from a box.,
22、INT. PROP ROOM - CONTINUOUS ACTION,doc_21_chunk_1,Randolph places his old costume into his duffle bag.,
22、INT. PROP ROOM - CONTINUOUS ACTION,doc_21_chunk_0,Randolph replaces the contents of Smoochy's magic cookie bag with his own homemade cookies.,"Prop room: Randolph sneaks in, removes the original cookies, and substitutes them with his own."
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_14,Randolph sustains a gash on his head.,
6、EXT. TIMES SQUARE - DAWN,doc_5_chunk_0,Randolph is publicly exposed for accepting a bribe.,
6、EXT. TIMES SQUARE - DAWN,doc_5_chunk_0,Randolph is under investigation by the FCC for misconduct in children's television.,
76、EXT. TIMES SQUARE - CONTINUOUS ACTION,doc_75_chunk_2,The Little Girl blows out the match that Randolph is attempting to light.,
76、EXT. TIMES SQUARE - CONTINUOUS ACTION,doc_75_chunk_2,Randolph is overcome with emotion after the Little Girl blows out the match.,
113、INT. MADISON SQUARE GARDEN - ONE YEAR LATER,doc_112_chunk_2,"Randolph is associated with the Rainbow Randolph Center for Alcoholism and Delusional Behavior, which is the beneficiary of the night's performance proceeds.","The announcer's statement establishes Randolph's connection to the named center, and Sheldon's gesture of patting Randolph on the back immediately afterward implies his direct association with the event and the organization."
60、INT. NORA'S LIVING ROOM - EVENING,doc_59_chunk_1,Randolph agrees to end his sabbatical and return to his previous position.,
60、INT. NORA'S LIVING ROOM - EVENING,doc_59_chunk_1,Randolph commits to starting work on Monday.,
60、INT. NORA'S LIVING ROOM - EVENING,doc_59_chunk_1,Randolph instructs someone to inform wardrobe and props of his return.,
101、INT. SHELDON'S PENTHOUSE - CONTINUOUS ACTION,doc_100_chunk_1,Randolph decides to go to the Garden to warn the rhino.,Scene where Angelo informs Randolph about Buggy Double D and Burke Bennett; Randolph removes his towel and declares his intent.
101、INT. SHELDON'S PENTHOUSE - CONTINUOUS ACTION,doc_100_chunk_1,Randolph expresses concern for Sheldon's safety upon learning of Buggy Double D's actions.,Scene where Angelo reports Buggy's visit and theft of the backstage pass.
28、INT. ANGELO PIKE'S RUNDOWN APARTMENT,doc_27_chunk_2,Randolph physically confronts Angelo by tackling him and sitting on top of him.,
28、INT. ANGELO PIKE'S RUNDOWN APARTMENT,doc_27_chunk_2,Randolph accuses Angelo of being a traitor and working for the rhino.,
28、INT. ANGELO PIKE'S RUNDOWN APARTMENT,doc_27_chunk_2,Randolph states that he has learned about Angelo's betrayal.,
5、INT. DIMLY-LIT BAR - NIGHT,doc_4_chunk_1,Randolph terminates the meeting with the couple by rising and preparing to leave.,
5、INT. DIMLY-LIT BAR - NIGHT,doc_4_chunk_1,Randolph retains control over the casting decision for the show.,
5、INT. DIMLY-LIT BAR - NIGHT,doc_4_chunk_1,Randolph refuses the couple's attempt to influence the placement of their child in the performance.,
74、EXT. TIMES SQUARE - OUTSIDE KIDNET BUILDING - TIGHT,doc_73_chunk_0,Randolph stands on a small card table in front of the Kidnet Building.,Morning scene on the sidewalk in front of the Kidnet Building.
74、EXT. TIMES SQUARE - OUTSIDE KIDNET BUILDING - TIGHT,doc_73_chunk_0,Randolph uses a megaphone to address New Yorkers.,Morning scene on the sidewalk in front of the Kidnet Building.
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_6,"Randolph witnesses a photograph of Sheldon and Nora together at a wake, which triggers a strong emotional reaction.",
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_6,"Randolph emits a blood-curdling scream in response to seeing the photograph, causing a noticeable disturbance in the factory.",
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_16,Randolph physically intervenes to prevent Buggy from escaping with the rifle.,
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_16,Randolph survives a fall from the catwalk by grabbing its edge and remains suspended 80 feet above the ring.,
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_16,Randolph supports the weight of both himself and Buggy while hanging from the catwalk edge.,
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_1,Randolph is present in the factory and situated on a conveyor belt.,Factory interior: Randolph is found sitting on a conveyor belt after Angelo enters.
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_1,Randolph is in a state of physical and emotional distress.,Factory interior: The narrative description explicitly states Randolph's condition.
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_3,Randolph receives emotional support from Angelo during a moment of vulnerability.,
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_3,Randolph acknowledges the possibility of healing and moving forward after trauma.,
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_3,Randolph explicitly states his belief that justice will prevail despite being falsely accused of murder.,
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_13,Randolph initiates physical contact by throwing his arms around Sheldon.,
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_13,Randolph is in possession of a gun that is later revealed to be a toy.,
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_13,Randolph expresses emotional distress by crying into Sheldon's shoulder.,
29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER,doc_28_chunk_0,Randolph was expelled from the corporate penthouse.,Scene: Kitchen table conversation between Angelo and Randolph.
29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER,doc_28_chunk_0,Randolph sustained a facial injury resulting in a bump near his eye.,Scene: Kitchen table conversation between Angelo and Randolph.
29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER,doc_28_chunk_0,Randolph lost a tooth due to an incident involving network security.,Scene: Kitchen table conversation between Angelo and Randolph.
87、EXT. TIMES SQUARE - NIGHT,doc_86_chunk_0,Randolph is suspected in the murder of a boxer.,Scene opening: News zipper in Times Square reports on the manhunt.
87、EXT. TIMES SQUARE - NIGHT,doc_86_chunk_0,Randolph was seen outside a building shortly before a shooting.,Scene opening: News zipper in Times Square reports eyewitness sighting.
87、EXT. TIMES SQUARE - NIGHT,doc_86_chunk_0,Randolph was drenched in gasoline prior to the reported shooting.,Scene opening: News zipper in Times Square describes Randolph's appearance.
19、EXT. PATSY'S - CONTINUOUS ACTION,doc_18_chunk_0,Randolph observes Sheldon and Burke shaking hands inside the restaurant.,"Outside the restaurant, through the front window."
19、EXT. PATSY'S - CONTINUOUS ACTION,doc_18_chunk_0,Randolph confronts Burke after witnessing his interaction with Sheldon.,"Outside the restaurant, immediately after Burke exits."
19、EXT. PATSY'S - CONTINUOUS ACTION,doc_18_chunk_0,Randolph asserts his prior professional relationship with Burke by stating 'You're my agent!'.,"Outside the restaurant, during confrontation with Burke."
19、EXT. PATSY'S - CONTINUOUS ACTION,doc_18_chunk_0,Burke explicitly terminates his professional relationship with Randolph.,"Outside the restaurant, during confrontation with Randolph."
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_11,Randolph is injured and bleeding after being struck with a fireplace poker.,"Scene: At the bottom of the roll, after Nora attacks him with a fireplace poker."
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_11,Randolph loses possession of the gun after being struck by Nora.,"Scene: At the bottom of the roll, following the attack with the fireplace poker."
94、INT. SHELDON'S PENTHOUSE - NIGHT,doc_93_chunk_11,Randolph is incapacitated and lying on the floor while Sheldon points a gun at him.,"Scene: After being rolled to the bottom and struck, with Sheldon now holding the gun."
46、EXT. WAREHOUSE - SHORT WHILE LATER,doc_45_chunk_0,Randolph is present at the warehouse and exits through a door to call Sheldon.,"Outside the warehouse, where the Town Car is parked; Randolph rushes out to inform Sheldon."
46、EXT. WAREHOUSE - SHORT WHILE LATER,doc_45_chunk_0,Randolph communicates that the people inside are ready for Sheldon's performance.,"Outside the warehouse, immediately after exiting the building."
46、EXT. WAREHOUSE - SHORT WHILE LATER,doc_45_chunk_0,Randolph expresses a preference for low-budget events focused on children by stating the event is 'no-frills' and 'all about the kids'.,"Outside the warehouse, during conversation with Sheldon before the performance."
46、EXT. WAREHOUSE - SHORT WHILE LATER,doc_45_chunk_0,Randolph listens through a partially opened door to sounds from inside the warehouse.,"At the entrance of the warehouse, after speaking with Sheldon."
