doc_title,chunk_id,fact,scene_context
11、INT. RECEPTION AREA - SHORT WHILE LATER,doc_10_chunk_1,Nora is employed by Kidnet in the role of Vice President of Development.,
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_1,Nora is entranced by the opera performance.,"NETWORK BOX: Nora continues to watch the opera, totally entranced."
60、INT. NORA'S LIVING ROOM - EVENING,doc_59_chunk_5,Nora physically assaults Randolph by punching him in the jaw.,
106、INT. RINK - HIGH OVERHEAD SHOT,doc_105_chunk_1,Nora informs Sheldon that Burke is with Stokes and has been involved from the beginning.,"Scene set at the rink amid chaos, with people fleeing and smoke filling the air."
23、INT. STUDIO B - LATER,doc_22_chunk_2,Nora recognizes the connection Smoochy has with the children.,Scene where Smoochy performs; Nora observes the children's reaction from the bleachers.
109、EXT. ALLEY - CONTINUOUS ACTION,doc_108_chunk_1,Nora points Sheldon's gun at Burke to intervene in the confrontation.,
109、EXT. ALLEY - CONTINUOUS ACTION,doc_108_chunk_1,Nora successfully compels Burke to release Sheldon through her threat.,
43、INT. CORPORATE PENTHOUSE - NIGHT,doc_42_chunk_6,Nora explicitly states that Rickets was her inspiration to work in children's television.,
43、INT. CORPORATE PENTHOUSE - NIGHT,doc_42_chunk_6,Nora performs the Klunky-Wunky dance with Sheldon.,
79、INT. SHELDON'S DRESSING ROOM - AFTER THE SHOW,doc_78_chunk_1,Nora acknowledges reading about the ice show.,
79、INT. SHELDON'S DRESSING ROOM - AFTER THE SHOW,doc_78_chunk_1,Nora expresses approval of Sheldon's involvement with the clinic.,
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_8,Nora identifies the presence of a rifle barrel in the rafters.,Scene where Stokes and Burke notice Randolph; Nora follows their gaze and sees the rifle.
105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER,doc_104_chunk_8,Nora attempts to leave the box to reach Sheldon after warning him.,Scene where Nora screams 'Sheldon!!!' and starts to climb out of the box.
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_6,Nora attends the wake for Spinner at the restaurant.,"Scene showing mourners leaving the restaurant after the wake, as depicted in a photograph."
89、INT. LIBERTY BISCUIT AND FLOUR FACTORY - CONTINUOUS,doc_88_chunk_6,"Nora is physically present with Sheldon, with whom she has her arms around each other at the wake.","Scene showing mourners leaving the restaurant after the wake, as depicted in a photograph."
