doc_title,chunk_id,text,scene_context
49 茶馆	内	日,doc_48_chunk_0,一年后,茶馆阳台：陈识与邹馆长讨论开武馆事宜。
21 街道	外	日,doc_20_chunk_0,以后出门，它陪你,街边：陈识与赵国卉对话，主题为小狗陪伴。
12 陈识家	内	夜,doc_11_chunk_0,你平时不抽烟,民国家居，陈识与赵国卉讨论抽烟习惯。
47 茶馆	内	日,doc_46_chunk_0,我们师徒离开天津，永不再回，能否放过他,与邹馆长对话，主题涉及离开天津及放过某人
40	津门武馆	内	日,doc_39_chunk_0,你跟我徒弟对决，定在哪天了,武厅：陈识与郑山傲讨论徒弟对决日期。
27 津门武馆	内	日,doc_26_chunk_0,合用,天津武馆：陈识回应郑山傲的护具询问
27 津门武馆	内	日,doc_26_chunk_0,郑大哥，郑大哥,天津武馆：比试中，陈识表示比试过猛
27 津门武馆	内	日,doc_26_chunk_0,我没看错，他是大才,天津武馆：比试后，陈识回应郑山傲关于徒弟的评价
15 陈识家	内	夜,doc_14_chunk_0,练拳后，他就不敢看你了，练上了，他会敬我如敬神,屋内，与赵国卉对话，讨论徒弟对赵国卉的态度。
53 郑山傲家	外	日,doc_52_chunk_0,一年了，没走过你家正门,家宅外，陈识对郑山傲说没走过正门
52 郑山傲家	内	日,doc_51_chunk_0,我的徒弟，原来事为你徒弟准备的,卧室：陈识与郑山傲对峙时说关于徒弟的台词。
31 陈识家	内	日,doc_30_chunk_0,天津的年轻人，我管不了，后悔教他,院内，与邹馆长讨论徒弟
31 陈识家	内	日,doc_30_chunk_0,我有活干，有女人养，何苦招惹你们啊,院内，与邹馆长讨论武馆和家庭
31 陈识家	内	日,doc_30_chunk_0,你更漂亮，我不敢动一点心,院内，与邹馆长讨论武馆和家庭
45 茶楼	内	日,doc_44_chunk_0,十九家武馆，就你们几个说了算，武行的头牌郑山傲先生，什么态度,房中，与武行馆长讨论处理徒弟规矩及郑山傲态度
17 陈识家	内	日,doc_16_chunk_0,一年，我带你离开这儿,屋内，陈识与赵国卉，讨论离开计划。
33 陈识家	内	日,doc_32_chunk_0,我是一个门派的全部未来，我得按世上的规矩来，你走吧，别跟耿良辰说什么，别坏了我的事,在房间内，陈识与赵国卉对话，要求离开并保密。
59 仓房	内	夜,doc_59_chunk_0,贫民窟住惯了，不想动,武馆训练场，陈识与邹馆长讨论住处
3 津门武馆	内	日,doc_2_chunk_0,咏春拳,津门武行正宗，与郑山傲讨论拳法。
3 津门武馆	内	日,doc_2_chunk_0,南方小拳种，一代三五人，小得不能再小,津门武行正宗，与郑山傲讨论拳法。
3 津门武馆	内	日,doc_2_chunk_0,那得您点头,津门武行正宗，与郑山傲讨论在天津发展。
55 舞厅	外	日,doc_55_chunk_0,阻止不了洋人破解我们的拳术，就把洋人娶了，高明,在行李处，陈识与郑山傲讨论洋人破解拳术
55 舞厅	外	日,doc_55_chunk_0,郑大哥，提防白俄女人，你们差着年龄，小心他骗走你养老钱,在车上，陈识提醒郑山傲提防白俄女人
11 马车	内	日,doc_10_chunk_0,有言在先，我在天津做的事，不要问，猜到了，不要说,与赵国卉对话
11 马车	内	日,doc_10_chunk_0,十五岁开始，每日挥刀五百下，这个数管住了我，不会胡思乱想，今日起，我以你为约束,与赵国卉对话
11 马车	内	日,doc_10_chunk_0,逛街不买东西，螃蟹,与赵国卉对话
11 马车	内	日,doc_10_chunk_0,螃蟹，管够,与赵国卉对话
5 保龄球馆	内	夜,doc_4_chunk_0,一生最多真传两人,天津，与郑山傲讨论拳理传承
5 保龄球馆	内	夜,doc_4_chunk_0,你教,天津，与郑山傲讨论拳理传承
5 保龄球馆	内	夜,doc_4_chunk_0,三十年不短，为何不早做,天津，与郑山傲讨论拳理传承
14 陈识家	外	日,doc_13_chunk_0,刀还行吧,房中，陈识与耿良辰比刀
14 陈识家	外	日,doc_13_chunk_0,你不学拳，可惜了，以后跟我吧,吃螃蟹时，陈识邀请耿良辰学拳
77 某建筑	外	日,doc_77_chunk_0,刀法我给了，得多少，在你们,在比拼中，陈识与弟子们讨论刀法得分
10 湖边	外	日,doc_9_chunk_0,谈妥了？,湖边，陈识看到郑山傲下马车后询问谈判结果。
43 西餐厅	内	日,doc_42_chunk_0,这么简单的道理，我竟然想不通，我有一个朋友，他的体能强过青年，可,餐厅：与赵国卉讨论比武和离开天津
43 西餐厅	内	日,doc_42_chunk_0,他和耿良辰有一场比武，他将违反跟我的约定，下狠手,餐厅：与赵国卉讨论比武和离开天津
43 西餐厅	内	日,doc_42_chunk_0,他是大才，没那么容易死，会残废，生不如死，我俩带他离开天津，就在今天,餐厅：与赵国卉讨论比武和离开天津
43 西餐厅	内	日,doc_42_chunk_0,送行，行不行？,餐厅：与赵国卉讨论比武和离开天津
43 西餐厅	内	日,doc_42_chunk_0,回家等我,餐厅：与赵国卉讨论比武和离开天津
34 某武馆	外	日,doc_33_chunk_0,别着急，心急了会耸肩，手会慢,比试前巷道：陈识嘱咐耿良辰比试前注意事项。
34 某武馆	外	日,doc_33_chunk_0,耸了就败了,比试前巷道：陈识提醒耿良辰比试中注意点。
34 某武馆	外	日,doc_33_chunk_0,去吧，你强过我当年,比试前巷道：陈识鼓励耿良辰。
29 陈识家	内	日,doc_28_chunk_0,一年了，第一次让你进屋，知道为什么吗？,在床边，与耿良辰对话，主题：解释进屋原因
29 陈识家	内	日,doc_28_chunk_0,木工活出的差错,在床边，与耿良辰对话，主题：解释受伤原因
29 陈识家	内	日,doc_28_chunk_0,二十三岁，我师父请我喝咖啡，说，你是一个门派的全部未来，这句话，我今天说给你听,在床边，与耿良辰对话，主题：回忆师父的教导
82 火车站	外	日,doc_82_chunk_0,她坐早一班车走了,火车站，陈识在火车边说她坐早一班车走了。
9 西餐馆	外	夜,doc_8_chunk_0,我在天津住三年,餐馆路过的地方，与赵国卉对话
9 西餐馆	外	夜,doc_8_chunk_0,跟我回广东，不愿去，留给你一笔钱,餐馆路过的地方，与赵国卉对话
9 西餐馆	外	夜,doc_8_chunk_0,可以谈,餐馆路过的地方，与赵国卉对话
76 街头	外	日,doc_76_chunk_0,这道疤，我留的，是你这辈子的荣耀,茶馆：陈识划伤武行人弟子后提及疤痕
