id,scene,question,answer,evidence,qa_type
1,29.马路上,"在[29.马路上]中, 卡车驶过的地方是什么样的？",路的两旁垒着中国民众的尸体,路的两旁垒着一层层中国民众的尸体,scene localization
2,43.楼上，玛多娜和波多野的房间,波多野为何让松本照顾玛多娜？,因为玛多娜一直认为有他就去不了巴黎,"波多野：""她呀，一直认为有我就去不了巴黎……""",causal/relational queries
3,7.楼下客厅,玛多娜在沙发上做什么？,独自呷着茶，望着旋转唱片,玛多娜坐到沙发上，独自呷着茶，静静地望着旋转着的唱片。,detailed description
4,65.南八号楼,弘田对波多野的评价是什么？,死抱着这个男人不会有出头之日的,弘田：“死抱着这个男人不会有出头之日的。”,dialogue/beliefs
5,67.南八号楼,"在[67.南八号楼]中, 舞台最后变成了哪里？",圣露易夜总会,舞台变成了圣露易夜总会,scene localization
6,10.黄浦江码头附近,"在[10.黄浦江码头附近]中, 波多野的反应是什么？",惊慌并呼救,波多野：（惊）“干什么？” 波多野：“你们到底要干什么？救命啊！救命啊！”,character states
7,43.楼上，玛多娜和波多野的房间,波多野为什么决定离开上海？,因为上海没有意义，爵士乐演奏者都回美国了,"波多野：""再说，在这儿再呆下去也没什么意思了……打仗罗，演奏好手们都回美国去了。""",causal/relational queries
8,53.楼上，窗旁，夜,"在[53.楼上，窗旁，夜]中, 波多野的情绪状态如何？",瞪口呆,波多野目瞪口呆地看着。,character states
9,27.圣露易夜总会后门，夜,松本敲门后，门上窗如何反应？,门上窗打开，露出辛格利的脸。,门上窗打开，露出辛格利的脸。,detailed description
10,9.南八号楼楼下,"在[9.南八号楼楼下]中, 玛多娜捡饼干时有何反应？",露出异样的神色,玛多娜弯腰去拾，突然露出异样的神色……,character states
11,44.客厅,玛多娜表达了怎样的决心？,我们俩在上海努力吧……就留在这儿不走了……不走了！,玛多娜：“中尉先生，我们俩在上海努力吧……就留在这儿不走了……不走了！”,dialogue/beliefs
12,59.南八号楼附近，傍晚,"在[59.南八号楼附近，傍晚]中, 波多野的面部特征是什么？",醉醺醺的眼睛、乱杂杂的胡子和阴暗的脸,醉醺醺的眼睛、乱杂杂的胡子——一张阴暗的脸。,character states
13,66.屋外的路上,"在[66.屋外的路上]中, 弘田的当前状态是什么？",被击中且满是血迹,中国兵开枪，他被击中，栽倒在地上。中国士兵奔来，用脚踢了踢他的脸。弘田满是血迹的脸。,character states
14,9.南八号楼楼下,"在[9.南八号楼楼下]中, 玛多娜为何脸色阴沉？",因为看到波多野藏的黑管,玛多娜的脸色渐渐地阴沉下来。,character states
15,23.南八号楼内（二楼）,松本如何处理青天白日旗？,从丽丽手中抢过并举出窗外,松本从丽丽手中抢过青天白日旗，举出窗外。,detailed description
16,56.南八号楼，楼上,"在[56.南八号楼，楼上]中, 波多野等人处于什么状态？",缄默不语,波多野等人缄默不语,character states
17,23.南八号楼内（二楼）,松本如何举着太阳旗？,在障碍物的缝中朝外哭丧地叫喊,松本在障碍物的缝中，朝外举着太阳旗哭丧地叫喊。,detailed description
18,6.楼上澡房,玛多娜在做什么？,哼着《苹果树下》的乐曲。,她嘴里哼着《苹果树下》的乐曲。,dialogue/beliefs
19,37.楼下客厅,松本指责谁导致了现状？,四郎那小子,松本：“没办法，全是四郎那小子……”,dialogue/beliefs
20,56.南八号楼，楼上,"在[56.南八号楼，楼上]中, 众人面对门铃时的反应是什么？",面面相觑，然后下楼,众人面面相觑，然后下楼,character states
21,48.螃蟹在热水中变成鲜红色 | 49.客厅,在众人吃蟹时，松本对于谷口中佐对玛多娜有意思这件事表现出怎样的态度？,松本表示自己刚刚听说这件事，并不清楚具体情况。,当薮田提到谷口中佐对玛多娜有意思时，松本回应说自己刚听说。,character states
22,37.楼下客厅 | 43.楼上，玛多娜和波多野的房间 | 49.客厅,波多野在得知苏珊离开后，对爵士乐表达了怎样的状态？,波多野宣布爵士乐演奏已被全面禁止，表明爵士乐在日本已经终结。,波多野宣布日本所有的舞厅都被关闭，爵士乐演奏已被全面禁止。,character states
23,44.客厅 | 50.“圣露易”内,在音乐变为《唱、唱、唱吧》后，玛多娜的情绪状态如何表现？,玛多娜表现出兴奋和愉悦的情绪状态，她与丽丽在舞池中旋转起舞，笑容灿烂，舞步奔放。,音乐转为《唱、唱、唱吧》后，玛多娜在舞池中跳舞，笑容灿烂，舞步奔放，显示出她的喜悦。,character states
24,49.客厅 | 25.南八号楼内（夜）,在赌局结束后，松本的神情为何显得复杂？,因为他在赌局中赢了丽丽，但面对丽丽希望他一起逃亡的期待，他的胜利带来了去留之间的心理矛盾。,松本在赌局中以二十点胜出，赌局结束后他移开视线，神情复杂，反映出内心对留下或离开的挣扎。,character states
