doc_title,chunk_id,fact,scene_context
3、EXT. RUNNING PATH - SAN VICENTE BLVD. - MORNING,doc_2_chunk_17,Marilyn possesses a pack of Tagamet tablets.,
12、EXT. A WEDDING BOWER - AKA CHUPPA,doc_11_chunk_5,Marilyn agrees to marry Chaim by saying 'I do' during the ceremony.,"Scene: Wedding ceremony officiated by Rabbi Bolensky, where Marilyn and Chaim are united in marriage."
12、EXT. A WEDDING BOWER - AKA CHUPPA,doc_11_chunk_4,Marilyn is the person whom Chaim David Doyle is asked to take as his spouse in a wedding ceremony.,Scene where Rabbi Bolenksy conducts a wedding ceremony and addresses Chaim David Doyle.
36、INT. HOLDING TANK - DAY,doc_35_chunk_0,Marilyn is released from custody after someone makes bail.,"Scene: A police station hallway, after the officer unlocks the door and informs her."
4、INT. GYM - CLOSE ON,doc_3_chunk_27,The target character changed her name to Marylin after seeing the film 'Some Like It Hot'.,
10、INT. PRIVATE BATHROOM,doc_9_chunk_3,Marilyn explicitly states her intention to marry Howard.,
47、INT. MASSEY BEDROOM,doc_46_chunk_1,Marilyn is visibly pregnant to the point of being described as 'mightily pregnant'.,Scene depicting Marilyn in the presence of a construction worker and Miles.
20、INT. BEDROOM - NIGHT,doc_19_chunk_2,The target character accepts Miles's marriage proposal.,
20、INT. BEDROOM - NIGHT,doc_19_chunk_2,The target character confirms her acceptance of the marriage proposal by saying 'Yes. Again.',
20、INT. BEDROOM - NIGHT,doc_19_chunk_2,The target character kisses Miles after accepting his marriage proposal.,
26、INT. QUATRAIN ANTIQUES - DAY,doc_25_chunk_1,Marilyn purchases a Chinese Prayer Bowl from the salesman.,
26、INT. QUATRAIN ANTIQUES - DAY,doc_25_chunk_1,Marilyn provides her Platinum Visa card to the salesman for payment.,
26、INT. QUATRAIN ANTIQUES - DAY,doc_25_chunk_1,Marilyn is addressed as Mrs. Massey by the salesman.,
4、INT. GYM - CLOSE ON,doc_3_chunk_6,Marilyn successfully executes a self-defense move by elbowing the mugger in the nose and kneeing him in the groin.,
4、INT. GYM - CLOSE ON,doc_3_chunk_6,The instructor acknowledges Marilyn's performance as excellent during the self-defense training.,
45、INT. MASSEY MYERSON CONFERENCE ROOM - DAY,doc_44_chunk_7,Marilyn tears the Massey pre-nup document in half.,
45、INT. MASSEY MYERSON CONFERENCE ROOM - DAY,doc_44_chunk_7,Marilyn stands up from the table.,
45、INT. MASSEY MYERSON CONFERENCE ROOM - DAY,doc_44_chunk_7,Marilyn kisses Miles.,
4、INT. GYM - CLOSE ON,doc_3_chunk_22,The target character testifies that she hoped to spend the rest of her life with Rex.,Courtroom scene: During cross-examination by Miles.
4、INT. GYM - CLOSE ON,doc_3_chunk_22,The target character declines physical assistance from a bailiff after leaving the witness stand.,"Courtroom scene: After testifying, as she exits the stand."
20、INT. BEDROOM - NIGHT,doc_19_chunk_0,The target character engages in a sexual encounter with Miles.,Scene: Mile and Marylin -- making love.
20、INT. BEDROOM - NIGHT,doc_19_chunk_0,The target character is present in a post-coital state with Miles.,LATER: They are in post coital wrap.
20、INT. BEDROOM - NIGHT,doc_19_chunk_0,The target character hears Miles' proposal to be his wife.,Scene: Miles expresses his desire to have Marylin as his wife.
34、INT. POLICE STATION - MONTAGE - DAY,doc_33_chunk_0,Marilyn is photographed front and profile.,
34、INT. POLICE STATION - MONTAGE - DAY,doc_33_chunk_0,Marilyn is fingerprinted.,
34、INT. POLICE STATION - MONTAGE - DAY,doc_33_chunk_0,Marilyn is searched and deprived of her jewelry.,
34、INT. POLICE STATION - MONTAGE - DAY,doc_33_chunk_0,Marilyn is placed in a holding tank with several other women.,
25、INT. DEN - MASSEY HOUSE,doc_24_chunk_1,Marilyn is given a credit card by Miles to purchase items for the house.,Billiard room: Miles hands Marilyn a credit card and instructs her to buy 'married things' and 'personalize' the house.
25、INT. DEN - MASSEY HOUSE,doc_24_chunk_1,Marilyn agrees to personalize the house with decorative items such as Fortuny and passementerie.,"Billiard room: In response to Miles' request, Marilyn suggests 'girly[ing]' the house with specific design elements, which Miles approves."
41、INT. KENNETH'S HOUSE,doc_40_chunk_3,Marilyn inherits everything from Rex's will.,
41、INT. KENNETH'S HOUSE,doc_40_chunk_3,Marilyn is still married to Rex at the time of his death.,
41、INT. KENNETH'S HOUSE,doc_40_chunk_3,Marilyn does not have a prenuptial agreement with Rex.,
41、INT. KENNETH'S HOUSE,doc_40_chunk_3,Marilyn becomes rich as a result of inheriting from Rex's estate.,
38、INT. MASSEY HOUSE - DAY,doc_37_chunk_5,The target character announces her intention to file a legal action against Miles.,
38、INT. MASSEY HOUSE - DAY,doc_37_chunk_5,The target character plans to have Ruth seek an injunction to restrict Miles's proximity to her house.,
38、INT. MASSEY HOUSE - DAY,doc_37_chunk_5,The target character asserts that the residence will be part of the settlement.,
38、INT. MASSEY HOUSE - DAY,doc_37_chunk_5,The target character conditionally offers to drop the bogus forgery charge in exchange for dropping charges against her.,
38、INT. MASSEY HOUSE - DAY,doc_37_chunk_5,The target character kisses Miles on the cheek before leaving.,
