doc_title,chunk_id,fact,scene_context
43、办公室，日，内,doc_43_chunk_0,静秋已成功留校工作。,
21、乡间小路，夜，外,doc_21_chunk_0,静秋无意中听说老三在城里有对象。,学习快结束时
29、操场，日，外,doc_29_chunk_0,静秋回到了队伍里。,操场训练中，老师命令归队后
35、静秋家，日，内,doc_35_chunk_0,静秋与老三的悄悄约会持续到第二年夏天。,
32、河边，日，外,doc_32_chunk_0,静秋收到了老三给的钱,河边，船开走后
42、学校操场，日，外,doc_42_chunk_0,静秋毕业。,
42、学校操场，日，外,doc_42_chunk_0,静秋留校的事情有了结果。,
45、街道，日，外,doc_45_chunk_0,静秋的身体瘦小,斜坡上
47、河边，日，外,doc_47_chunk_0,静秋换上了泳衣。,河边
4、村口，日，外,doc_4_chunk_0,静秋是唯一未被分配住宿的学生。,村口小桥，住宿分配后
20、厨房，夜，内,doc_20_chunk_0,静秋吃了老三夹的菜,饭桌旁，大妈推门离开后
10、田间小路，日，外,doc_10_chunk_0,静秋被告知英雄树开红花,静秋和老三在散步时讨论英雄树
14、张队长家，日，内,doc_14_chunk_0,静秋与老三约定，老三将在静秋返回时在县城接她。,字幕：约定在县城接静秋
65、医院走廊，夜，内,doc_65_chunk_0,静秋处于睡眠状态。,
49、静秋家，日，内,doc_49_chunk_0,静秋的脚有伤,
52、街道，日，外,doc_52_chunk_0,静秋给老三包扎了伤口,
31、学校门口，日，外,doc_31_chunk_0,静秋将常林送至学校门口。,
30、静秋家，日，外,doc_30_chunk_0,静秋被告知冰糖是常林大哥找医生开营养品证明后由母亲让常林到镇上购买的。,静秋家门口
6、屋子，日，内,doc_6_chunk_0,静秋被安排住在张队长家。,张队长家的屋子
67、商店，日，内,doc_67_chunk_0,静秋获得了洗漱用品。,
60、静秋家，日，内,doc_60_chunk_0,静秋听说老三住院了。,
63、病房，夜，内,doc_63_chunk_0,静秋被护士强行带走。,楼道里，护士要求静秋离开时
68、布店，日，内,doc_68_chunk_0,静秋在布店,布店
61、街道，日，外,doc_61_chunk_0,静秋到达了部队医院门口,部队医院门口
82、静秋家，日，内,doc_82_chunk_0,静秋没有老三的消息。,
82、静秋家，日，内,doc_82_chunk_0,静秋没有再联系老三。,
88、勘探队，日，内,doc_88_chunk_0,静秋来到了勘探队。,
7、伙房，日，内,doc_7_chunk_0,静秋被张队长妻子称为'静姑姑'。,张队长家，饭点时，张队长妻子要求欢欢叫静姑姑回来吃饭。
57、街道，日，外,doc_57_chunk_0,静秋发现了她的母亲,自行车上，静秋和老三骑车时
77、河边，日，外,doc_77_chunk_0,静秋离开了,
36、河边，日，外,doc_36_chunk_0,静秋和老三不认识。,
80、医院病房，日，内,doc_80_chunk_0,静秋得知孙建新昨天出院了,医院病房
90、静秋家，日，内,doc_90_chunk_0,静秋使山楂树的图案显露,
81、宿舍，日，内,doc_81_chunk_0,静秋被护士带到宿舍。,宿舍
72、宿舍，夜，内,doc_72_chunk_0,静秋有脚伤,
96、山楂树镜头,doc_96_chunk_0,静秋被老三的父亲托付了埋葬老三骨灰的责任。,
96、山楂树镜头,doc_96_chunk_0,静秋在“文化大革命”结束后出国留学。,
96、山楂树镜头,doc_96_chunk_0,静秋每年都来山楂树下祭祀。,
34、静秋家，日，外,doc_34_chunk_0,静秋回到家,家，静秋回家后被弟弟叫住
95、医院，日，内,doc_95_chunk_0,静秋脸上挂满了两行泪水,病房，静秋在病床前
64、医院大门，夜，外,doc_64_chunk_0,静秋被送出了大门。,医院大门外
83、手术室，日，内,doc_83_chunk_0,静秋在等候魏红做手术。,病房门口，魏红做手术期间
74、宿舍，夜，内,doc_74_chunk_0,静秋放松了许多,
74、宿舍，夜，内,doc_74_chunk_0,静秋的眼角泛起了泪花,
74、宿舍，夜，内,doc_74_chunk_0,静秋哭出了声音,
