doc_title,chunk_id,fact,scene_context
102、INT. AIRPLANE - THAT NIGHT,doc_101_chunk_4,Jim commits to writing poetry and directing movies.,
107、INT. STAGE - SAME NIGHT,doc_106_chunk_10,Jim is soaking wet.,Stage during a chaotic event
107、INT. STAGE - SAME NIGHT,doc_106_chunk_3,Jim avoids disaster by flicking an object back into the crowd.,Crowd scene: cop approaches Jim for the joint.
107、INT. STAGE - SAME NIGHT,doc_106_chunk_16,The crowd expresses hatred toward Jim.,
107、INT. STAGE - SAME NIGHT,doc_106_chunk_12,The Indian Ghost departs from Jim's body.,arena
104、INT. PLANE - SAME NIGHT,doc_103_chunk_0,Jim is drunk and stunned.,"On the ship, during the Captain's arrest announcement."
107、INT. STAGE - SAME NIGHT,doc_106_chunk_4,Jim lets out a primal scream,"Auditorium, crowd surging back towards the stage after the teenager's dive and escape"
107、INT. STAGE - SAME NIGHT,doc_106_chunk_11,Jim is a member of the band The Doors.,Altamont concert scene
11、INT. UCLA SCREENING ROOM - DAY,doc_10_chunk_0,Jim's voice is present on the audio track.,
107、INT. STAGE - SAME NIGHT,doc_106_chunk_8,Jim receives the white lamb from the vegetarian hippie.,On stage during a political demonstration
11、INT. UCLA SCREENING ROOM - DAY,doc_10_chunk_6,Jim quits the class.,classroom discussion
122、EXT. RAY YARD - DAY,doc_121_chunk_5,Robin refers to Jim as 'Uncle Jim',
117、INT. TOILET - RECORDING STUDIO - SAME DAY,doc_116_chunk_0,Jim is at his best.,tiny toilet
107、INT. STAGE - SAME NIGHT,doc_106_chunk_17,Jim sings along with the song.,
122、EXT. RAY YARD - DAY,doc_121_chunk_0,Jim is present at the children's birthday party.,yard at children's birthday party
119、INT. NEW YORK HOSPITAL ROOM - DAY,doc_118_chunk_0,Jim never showed up.,White table waiting scene
108、INT. MIAMI COURTROOM - DAY,doc_107_chunk_0,Jim is with his elder attorney,Courtroom during the reading of charges
124、EXT. GARDEN - LATER DAY,doc_123_chunk_3,Jim wakes up alert,Ray rouses Jim
125、EXT. RAY'S HOUSE - VENICE - TWILIGHT,doc_124_chunk_6,Jim has departed the scene.,"Beach bend, Jim departs in Mustang"
108、INT. MIAMI COURTROOM - DAY,doc_107_chunk_6,Jim's voice was recorded at a concert.,"Venue with older spectators and press, tape of Jim's concert voice playing."
124、EXT. GARDEN - LATER DAY,doc_123_chunk_2,Jim does not wake up.,
107、INT. STAGE - SAME NIGHT,doc_106_chunk_0,Jim is now a god.,Stage scene with crowd and police
106、INT. BACKSTAGE - THAT NIGHT,doc_105_chunk_0,Jim is two hours late.,"Moving toward the stage, two hours late."
107、INT. STAGE - SAME NIGHT,doc_106_chunk_9,Jim receives the microphone from Dog,Dog chases hippie off and returns microphone to Jim
107、INT. STAGE - SAME NIGHT,doc_106_chunk_7,Jim causes the promoter to be struck on the head.,"Stage during instrumental break, promoter arguing with Siddons at edge of stage"
21、EXT. VENICE ROOFTOP - NIGHT,doc_20_chunk_17,Jim is moving off the rooftop and in with Ray and Dorothy.,"Pacific edge, after relocation announcement"
110、INT. HOTEL ROOM - MIAMI BEACH - DAY,doc_109_chunk_0,Jim's mess is everywhere in the room.,A room in a highrise hotel.
22、INT. RAY'S HOUSE - VENICE BEACH - DAY,doc_21_chunk_3,Jim receives a page of lyrics from Robbie.,in a conversation about song lyrics
27、INT. LONDON FOG - NIGHT,doc_26_chunk_0,Jim is present at the live performance of the Doors at a sleazehole bar.,"sleazehole bar, half full, with bikers, sailors, and hookers"
131、INT. CORRIDOR & STAGE - LIMBO,doc_130_chunk_2,Jim is alone.,
22、INT. RAY'S HOUSE - VENICE BEACH - DAY,doc_21_chunk_1,Jim commits to going back and writing more songs.,Band rehearsal
27、INT. LONDON FOG - NIGHT,doc_26_chunk_1,Jim gains the attention of the entire audience.,Stage performance: Jim jumps to the front.
31、EXT. DESERT - DAY,doc_30_chunk_11,Jim reforms the circle.,
31、EXT. DESERT - DAY,doc_30_chunk_0,Jim is one of the four DOORS.,On the edge of a precipice in deep arroyos with rocks and cacti.
31、EXT. DESERT - DAY,doc_30_chunk_4,Jim has instilled a flux of fear in the group.,
31、EXT. DESERT - DAY,doc_30_chunk_7,Jim threatens Robbie.,"Jim threatens Robbie during a conversation with John, before Pam enters."
36、EXT. CAVE - DAY,doc_35_chunk_0,Jim is outside the cave,the cave
28、INT. BACKSTAGE - THE FOG - THAT NIGHT,doc_27_chunk_7,Jim receives a card from an unnamed character,
37、INT. WHISKY A GO GO - NIGHT,doc_36_chunk_9,Jim has entered a stage of his performance from which he can never return.,During a performance with guitar reverb
38、INT. BACKSTAGE WHISKY HALLWAY - THAT NIGHT,doc_37_chunk_1,Jim is rescued from likely death by Ray and John.,chaotic melee
4、INT. CAR - DAY,doc_3_chunk_0,Jim is about 4 years old.,Car during desert storm
42、INT. FILLMORE WEST STAGE - SAN FRANCISCO - NIGHT,doc_41_chunk_0,Jim arrives on stage.,"Stage during 'Light My Fire' performance, Jim's entrance."
30、EXT. SUNSET STRIP -- THAT NIGHT,doc_29_chunk_0,Jim is present at the Whisky a Go Go with Pam and the Doors.,"Outside the Whisky a Go Go, approaching the entrance."
4、INT. CAR - DAY,doc_3_chunk_2,Jim has his first view of death.,"Car ride with Grandma and Jim, being waved through by a cop, Jim looks back through the rear window."
31、EXT. DESERT - DAY,doc_30_chunk_12,Jim promises to be with John until the end of time.,"desert, bonding circle with John expressing fear of blindness"
31、EXT. DESERT - DAY,doc_30_chunk_14,Jim is outside the circle.,
52、INT. HOTEL BEDROOM -- NEW YORK - NIGHT,doc_51_chunk_3,Jim has the bottle,
51、INT. CONTROL BOOTH (SIMULTANEOUS) - THAT NIGHT,doc_50_chunk_0,The camera misses Jim during his performance.,National TV broadcast
52、INT. HOTEL BEDROOM -- NEW YORK - NIGHT,doc_51_chunk_2,Jim is engaged in a fight with Pam.,
53、INT. PRESS CONFERENCE - HOTEL SUITE NEW YORK - DAY,doc_52_chunk_9,Jim receives a pair of scissors from Siddons.,
54、INT. PATRICIA'S SOHO LOFT - THAT DAY (RAIN),doc_53_chunk_1,"Jim catered the cocaine, champagne, and basket of items.",Patricia's bookcase
4、INT. CAR - DAY,doc_3_chunk_1,Jim sees an old Indian face as his first visual observation.,"Car turning a bend, revealing an overturned truck and injured Indians."
41、EXT. GOLDEN GATE PARK - SAN FRANCISCO (DOCUMENTARY FOOTAGE) -,doc_40_chunk_0,Jim is sharing the spirit at the Human Be-In.,Human Be-In (Summer of Love)
54、INT. PATRICIA'S SOHO LOFT - THAT DAY (RAIN),doc_53_chunk_8,Jim holds a Moroccan dagger to Patricia's face.,
58、INT. BEDROOM - SAME NIGHT,doc_57_chunk_4,Jim receives the gold telephone,Andy gives Jim the gold telephone
61、INT. ELEVATOR,doc_60_chunk_0,Jim is pinned against the back wall.,"Elevator, Pamela's POV upon entering."
66、INT. NEW HAVEN STAGE - THAT NIGHT,doc_65_chunk_0,Jim is bleeding from the mouth.,Mock execution scene on stage
65、INT. BACKSTAGE CORRIDOR - SAME NIGHT,doc_64_chunk_0,Jim is in pain.,"Jim in pain, Siddons and Ray arrive with roadies."
73、EXT. LOS ANGELES - DAWN,doc_72_chunk_0,Jim lives at the Alta Cienega Motel,Dawn on Santa Monica Boulevard outside Alta Cienega Motel
70、EXT. POLICE STATION - THAT NIGHT,doc_69_chunk_0,Jim appears at the doors of the station.,Outside the police station during a riot
74、INT. BARNEY'S BEANERY - LOS ANGELES - MONDAY,doc_73_chunk_2,Jim passes out.,at the bar
69、INT. HOLDING ROOM - POLICE STATION - THAT NIGHT,doc_68_chunk_2,Jim is on the floor.,After being smacked by COP 2 and sent sprawling into the wall.
74、INT. BARNEY'S BEANERY - LOS ANGELES - MONDAY,doc_73_chunk_4,Jim is passed out.,Morning breakfast scene
79、INT. JIM AND PAM'S HOUSE - LAUREL CANYON - THAT DAY,doc_78_chunk_0,Jim owns the papers.,"Living room, Pamela going through Jim's papers"
55、INT. PHOTOGRAPHIC STUDIO - NEW YORK - ANOTHER DAY,doc_54_chunk_9,Jim's face is on a series of magazine covers.,LIMBO - MAGAZINE COVERS
79、INT. JIM AND PAM'S HOUSE - LAUREL CANYON - THAT DAY,doc_78_chunk_19,Jim breaks free from Ray's grasp.,at a party
66、INT. NEW HAVEN STAGE - THAT NIGHT,doc_65_chunk_13,Jim is on stage with two police officers present.,on stage
79、INT. JIM AND PAM'S HOUSE - LAUREL CANYON - THAT DAY,doc_78_chunk_9,Jim is getting angry.,Dinner table
81、EXT. ARENA - (ANY CITY) - NIGHT,doc_80_chunk_1,Jim is unable to communicate with his audience.,"Stage performance, Jim blocked by cops."
81、EXT. ARENA - (ANY CITY) - NIGHT,doc_80_chunk_4,Jim is in a shaman-like state.,JIM & DOORS scene
91、INT. ANNE'S SOHO LOFT - NEW YORK - RESUME NIGHT,doc_90_chunk_0,Jim faints.,
85、INT. JIM & PAM'S HOUSE - NIGHT,doc_84_chunk_2,Jim leaves the house.,Burning house interior
