doc_title,chunk_id,fact,scene_context
138、INT. LIVE POULTRY SHOP -- DAY,doc_137_chunk_0,Marie successfully passes through the gauntlet.,"Front door area, during glass shattering."
128、INT. HOTEL DE LA PAIX -- LOBBY -- DAY,doc_127_chunk_1,Marie does not need a second warning.,Bourne orders Marie to get everyone in the basement.
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_1,The armoire contains only men's clothes.,Bedroom
125、INT. THE HOTEL ROOM -- NIGHT,doc_124_chunk_0,Marie Kreutz is in the corner of the room.,the room at night
64、EXT. A ROAD ON THE OUTSKIRTS OF ZURICH -- DAY,doc_63_chunk_0,Marie explicitly refuses Bourne's payment proposal of twenty thousand dollars.,"At the parked car, during a payment negotiation."
98、EXT. STREET OUTSIDE THE HOTEL MARBOEUF -- DAY,doc_97_chunk_0,Marie has the hotel record in hand.,Leaving the hotel
97、INT. CDG AIRPORT -- NIGHT,doc_96_chunk_3,Marie enters the office.,Hotel interior during fire trap incident.
149、EXT. STREET/ALLEY NEAR THE PLATFORM -- DAY,doc_148_chunk_0,Marie takes the locker key.,Bourne hands Marie the locker key and she takes it.
149、EXT. STREET/ALLEY NEAR THE PLATFORM -- DAY,doc_148_chunk_0,Marie refuses to cry.,"After taking the key, Marie stares at Bourne and refuses to cry."
145、INT. METRO CAR -- DAY,doc_144_chunk_0,Marie Kreutz is in the conductor booth.,"Train station platform, as the train departs."
133、EXT. BELLEVILLE -- QUIET STREET -- DAY,doc_132_chunk_0,Marie is seen by the Professor.,down a street
