scene,question,answer,evidence,qa_type
7、祥太子寝宫 夜 内,"在[7、祥太子寝宫 夜 内]中, 韩元祥的身份是什么？",大王子，也是太子,这是大王子，也是太子，大约二十八岁，名叫韩元祥,character states
14、走廊 夜 内,王后停下后，她的脸色和嘴唇有何变化？,脸色变得很苍白，嘴唇开始颤抖。,王后停了，她的脸色又变得很苍白，嘴唇开始颤抖。,detailed description
32、御药坊 夜 内,蒋太医警告小婵什么？,跟任何人透出半个字，你我都没命了,"蒋太医压低声音，警告地：""跟任何人透出半个字，你我都没命了。""",dialogue/beliefs
48、大王寝宫 夜 内,"在[48、大王寝宫 夜 内]中, 蒋氏在大王面前表现出什么情绪？",慌乱，随后镇静,蒋氏神色有点慌乱。蒋氏反倒镇静下来,character states
43、御药坊 日 内,王后对药的态度如何？,一看见这些药就想吐。,王后垂下眼睛，忍不住厌恶的神情：“臣妾一看见这些药就想吐。”,dialogue/beliefs
42、走廊 日 内,"在[42、走廊 日 内]中, 王后在廊柱旁的身体状态是怎样的？",浑身发抖，几近虚脱,浑身发抖，几近虚脱,character states
41、祥太子寝宫 日 内,"在[41、祥太子寝宫 日 内]中, 小婵在王后出现后的状态如何？",张皇失措，浑身颤抖。,小婵张皇失措，不知如何是好。小婵吓得浑身发抖，瘫倒地上，说不出话来。,character states
37、大王寝宫 侧房 日 内,"在[37、大王寝宫 侧房 日 内]中, 祥太子在对话中的情绪状态如何？",惶恐且恭谨,祥太子惶恐地站着，不敢抬头。恭谨地：儿臣不才...,character states
49、宴会厅 日 内,"在[49、宴会厅 日 内]中, 小婵听旨时的情绪如何？",惊喜，但不明白发生了什么,小婵惊喜，不明白发生了什么,character states
36、菊花台上 晨 外,"在[36、菊花台上 晨 外]中, 小婵此时的状态如何？",小婵紧张地低着头。,小婵站在药工队列里，紧张地低着头。,character states
57、大王寝宫 侧房 黄昏 内,王后为何在今天来侧房？,因为今天是太子生母的忌日。,王后起身，不紧不慢地：「臣妾来给太子生母上柱香……今天是她的忌日。」,temporal references
54、菊花台某角落 黄昏 外,祥太子目送队列出宫时的表情如何？,满脸惆怅,满脸惆怅,detailed description
49、宴会厅 日 内,"在[49、宴会厅 日 内]中, 蒋亦儒被擢升为何职？",肃州刺史，加轻车都尉,御药坊太医蒋亦儒，多年随侍本王，职操高洁，忠义正直，特擢升蒋亦儒为肃州刺史，加轻车都尉,character states
36、菊花台上 晨 外,"在[36、菊花台上 晨 外]中, 王后此时的情绪状态如何？",王后铁青着脸，沉默不语。,王后铁青着脸，沉默不语。,character states
42、走廊 日 内,"在[42、走廊 日 内]中, 王后此时的情绪状态如何？",悲伤而痛苦,神情悲伤而痛苦,character states
30、走廊 夜 内,"在[30、走廊 夜 内]中, 祥太子的情绪状态如何？",心事重重,祥太子皱着眉，心事重重。,character states
38、走廊 日 内,"在[38、走廊 日 内]中, 祥太子此时的情绪状态如何？",心事重重,祥太子心事重重地走着。,character states
31、王后寝宫 夜 内,王后如何回应祥太子久留？,嘲讽地问「怎么又不怕了」,王后头也不抬，嘲讽地：「在母后宫里久留，太子殿下怎么又不怕了？」,dialogue/beliefs
37、大王寝宫 侧房 日 内,"在[37、大王寝宫 侧房 日 内]中, 大王的当前身体状态是怎样的？",卧病在塌，锦被裹身,大王歪靠在塌上，锦被裹身。,character states
43、御药坊 日 内,大王如何解释王后的症状？,脾胃虚寒，阴阳失调，脾气烦躁。,大王：“良药苦口……你脾胃虚寒，阴阳失调，脾气烦躁，遇事毫无兴致，整天冷言冷语……这就是虚寒症。”,dialogue/beliefs
26、大王寝宫 夜 内,蒋太医提到草乌头的处理方式是什么？,由小女蒋婵亲手入药，除了我们父女，没人知道。,照大王的新方子，草乌头都是由小女蒋婵亲手入药，除了我们父女，没人知道。,dialogue/beliefs
55、菊花台另一个角落 黄昏 外,王后如何目送马队出宫？,王后目送出宫的马队，若有所思。,王后目送出宫的马队，若有所思。,detailed description
47、走廊 夜 内,"在[47、走廊 夜 内]中, 蒙面人面对祥太子时的情绪如何？",呼吸急促，内心激动,蒙面人呼吸急促，难掩内心的激动,character states
41、祥太子寝宫 日 内,"在[41、祥太子寝宫 日 内]中, 祥太子当时的情绪状态如何？",状态慵懒，有点心不在焉。,祥太子状态慵懒，有点心不在焉，他的手不经意地在小婵脸上抚摸着。,character states
51、大王寝宫 侧房 黄昏 内,"在[51、大王寝宫 侧房 黄昏 内]中, 大王此时的情绪状态如何？",伤感且沉默,大王的口气有些伤感,character states
