id,scene,question,answer,evidence,qa_type
1,18 街道	外	日,东家要求耿良辰做什么？,退出脚行，别再留着脚行的小车,东家：退出脚行，就别再留着脚行的小车,dialogue/beliefs
2,64 酒店	内	日,"在[64 酒店	内	日]中, 陈识在酒店准备去新武馆时的情绪状态如何？",犹豫,△陈识在酒店准备去新武馆，犹犹豫豫,character states
3,30 练习房	内	日,耿良辰亲茶汤女后，女孩如何反应？,使力拍打耿良辰，生气的踢了一脚往外跑,女孩使力拍打耿良辰，生气的踢了一脚往外跑,temporal references
4,2 某武馆	内	日,"在[2 某武馆	内	日]中, 陈识当下的情绪状态如何？",孤独沉静,南派宗师陈识孤独沉静地坐在房内抚摸自己的双刀武器,character states
5,15 陈识家	内	夜,"在[15 陈识家	内	夜]中, 陈识的徒弟练拳后对他的态度如何？",不敢看他，变得敬重,陈识躺下：练拳后，他就不敢看你了，练上了，他会敬我如敬神,character states
6,55 舞厅	外	日,陈识为什么提醒郑山傲提防白俄女人？,担心她骗走养老钱,提防白俄女人，你们差着年龄，小心他骗走你养老钱,causal/relational queries
7,57 街道	外	夜,茶汤女为何惊醒？,因为耿良辰跪在她脚边,茶汤女惊醒：良辰,causal/relational queries
8,64 酒店	内	日,"在[64 酒店	内	日]中, 赵国卉在陈识靠近时的反应是什么？",将脸转到两边，不想直视,△赵国卉依然将脸转到两边，不想直视,character states
9,69 面包店	内	日,"在[69 面包店	内	日]中, 赵国卉此时在做什么？",抽着烟看着紧闭门板的武馆,△赵国卉抽着烟看着紧闭门板的武馆,character states
10,27 津门武馆	内	日,郑山傲的刀技成形是在何时？,在与陈识比试后,郑山傲回到座位有些傲娇：我的刀技算是成了,temporal references
11,25 陈识家	内	夜,陈识认为师娘骂他有什么好处？,挨了师娘的骂就能跟师父学新东西了,陈识：当年我学拳，师娘两年没理我，一天开口，突然骂我，我心里高兴，挨了师娘的骂，就能跟师父学新东西了,dialogue/beliefs
12,1 某咖啡店	内	日,为何邹馆长要请耿良辰喝咖啡？,天津的规矩，踢馆不论输赢，武馆都要请客,邹容邹馆长：他在武馆就败给你了，天津的规矩，踢馆不论输赢，武馆都要请客，你要喝咖啡，大老远的陪你来了，为何还要羞辱他,causal/relational queries
13,2 某武馆	内	日,"在[2 某武馆	内	日]中, 陈识的身份是什么？",南派宗师,南派宗师陈识孤独沉静地坐在房内抚摸自己的双刀武器,character states
14,67 面包店	内	日,"在[67 面包店	内	日]中, 赵国卉的情绪状态如何？",思念儿子,看着外国面孔的赵国卉似乎又想起了自己的儿子,character states
15,25 陈识家	内	夜,耿良辰为何没去武馆酒席？,我大胜，懒得陪他们，给师父师娘带了螃蟹,耿良辰：我大胜！懒得陪他们，给师父师娘带了螃蟹,dialogue/beliefs
16,50 街道	外	日,"在[50 街道	外	日]中, 耿良辰是否仍属于脚行？",不是，已被开除,他已经不是咱们的弟兄了,character states
17,15 陈识家	内	夜,"在[15 陈识家	内	夜]中, 赵国卉的徒弟被描述为什么样的人？",眼神不正，是个小人,赵国卉：你收的徒弟，看我的眼神不正，是个小人,character states
18,10 湖边	外	日,郑山傲如何表述担保条件？,你不给，她找我要,郑山傲：我做担保，你不给，她找我要,dialogue/beliefs
19,43 西餐厅	内	日,为什么耿良辰会被迫残废？,因郑老爷子下狠手违反约定,他将违反跟我的约定，下狠手,causal/relational queries
20,65 街道	外	日,"在[65 街道	外	日]中, 陈识被茶汤女认为是什么身份？",来天津当官的,您是来天津当官的,character states
21,11 马车	内	日 | 33 陈识家	内	日 | 36 仓房	内	日,在赵国卉揭穿婚姻真相后，陈识为何认为自己必须按世上的规矩行事？,因为陈识认为自己承载着一个门派的全部未来，所以必须遵守世上的规矩。,陈识告诉赵国卉，自己是一个门派的全部未来，必须按世上的规矩行事。,character states
22,11 马车	内	日 | 21 街道	外	日 | 26 茶汤摊	外	日,赵国卉在离开茶汤女和耿良辰的摊位后，察觉到什么让她意识到小黄狗在陪伴她？,赵国卉察觉到陈识当初买给她的那只小黄狗正悄悄跟在她身后。,赵国卉走到半路时，发现小黄狗正在默默跟随她。,character states
23,31 陈识家	内	日 | 47 茶馆	内	日 | 50 街道	外	日,陈识在面对邹馆长施压时表现出怎样的心理状态？,陈识表现出顺从与隐忍的心理状态，他通过低头、回避冲突的方式应对邹馆长的逼问，以求自保。,陈识用毛巾擦着脸出来后立刻拿着小板凳低头坐下，并以谦卑言辞回应邹馆长的挑衅，表明其压抑真实情绪、刻意示弱的态度。,character states
24,13 大桥	外	日 | 14 陈识家	外	日,耿良辰在看到陈识揽着赵国卉的腰离开时表现出怎样的心理状态？,耿良辰表现出关注和在意，他站在原地目送两人离去，目光紧紧跟随他们的背影。,耿良辰赶到后看见陈识揽着赵国卉的腰离开，便站在原地，目光紧紧跟随着他们的背影。,character states
25,13 大桥	外	日 | 25 陈识家	内	夜 | 36 仓房	内	日,耿良辰在赵国卉准备离开时向她解释比武有公证人，这反映出他怎样的心理状态？,耿良辰担心赵国卉对比武的结果感到不安，试图通过强调有公证人在场来减轻她的顾虑，表现出他对比武后果的在意以及对赵国卉情绪的关切。,耿良辰在仓房拦住赵国卉，主动解释比武有公证人在场，赢的人不会遭到报复，目的是让她不要多想。,character states
26,23 院子	外	夜,在陈识与头目大爷对峙时，头目大爷提到‘雨’之后，陈识表现出怎样的心理状态？,陈识表现出警觉和戒备的心理状态。,头目大爷说‘雨’后离开，陈识未动，但小黄狗狂吠时他立刻警觉，握紧竹棍并带赵国卉撤离。,character states
27,28 某武馆	内	日 | 20 英华武馆	内	日 | 36 仓房	内	日,耿良辰在比武胜出后选择去茶汤摊时表现出怎样的情绪状态？,耿良辰表现出轻松愉快的情绪状态。,他坐上黄包车带人去茶汤摊，望着摊主女子时嘴角含笑，且主动点了三碗茶汤，显示出他的愉悦和放松。,character states
28,1 某咖啡店	内	日 | 50 街道	外	日,邹馆长在随从晕倒后表现出怎样的心理状态？,邹馆长表现出沉稳和冷静的心理状态。,他神情沉稳，动作利落，处理善后时有条不紊。,character states
29,44 街道	外	日 | 49 茶馆	内	日 | 50 街道	外	日,为什么邹馆长认为武行自治的终结是由于军人插手本应由武行处理的事务？,因为耿良辰被军人强行带走，而这类事件原本应由武行内部处理，军人的干预打破了武行自主管理的惯例。,邹馆长指出，本该由武行处理的事被军人插手，因此武行自治从当天起不复存在。,causal/relational queries
30,23 院子	外	夜 | 24 巷子	外	夜 | 26 茶汤摊	外	日,赵国卉在讲述失散孩子往事时表现出怎样的心理状态？,赵国卉在讲述失散孩子往事时表现出一种平静中隐含迟来悲伤的心理状态，她起初因年幼不懂而未感难过，直到三年前才突然开始思念那个被送走的孩子。,赵国卉声音平静地讲起多年前被人贩子抱走的孩子，直到三年前才突然想念那个小丑。,character states
31,50 街道	外	日,为什么脚行的弟兄们在准备救耿良辰时突然停止行动并扔掉木棒？,因为脚行东家喝止他们，宣布耿良辰已不再是脚行的弟兄，导致他们放弃救援。,脚行东家喝止众人并宣布耿良辰不再是弟兄，众人随即扔下木棒不再行动。,causal/relational queries
32,41 军府	内	日,为什么郑山傲在比武中被林文希击中后会立即反击并最终将对方按倒在地？,因为郑山傲在演示招式放松警惕时被林文希突然袭击击中，出于本能和愤怒起身还击，进而制服了对方。,郑山傲在用木棒抵住林文希脖子后放松之际，被林文希突然挥棒击中扑跪在地，随后立即起身还击并将林文希按倒在地。,causal/relational queries
33,44 街道	外	日 | 49 茶馆	内	日 | 50 街道	外	日,在邹馆长宣布武行自治终结之前，耿良辰发生了什么事？,耿良辰被一群人围攻，倒在街头，随后被推入车内带走。,耿良辰先被围攻倒地，之后被推入车内带走，此事发生在邹馆长宣告武行自治终结之前。,temporal references
34,44 街道	外	日 | 48 街道	外	日,林副官在茶汤摊附近阻止茶汤女拔刀后，对她采取了什么具体行动并提出了什么要求？,林副官夺下茶汤女的匕首，将其用力插回她的刀鞘，并要求她立即去喊警察。,林副官夺下匕首并插回刀鞘，让茶汤女去喊警察，她随后道谢离开。,character states
35,21 街道	外	日 | 26 茶汤摊	外	日,赵国卉在察觉小黄狗跟随她时，表现出怎样的心理状态？,赵国卉表现出回避和疏离的心理状态，她并未主动接纳小黄狗的陪伴，而是先选择离开陈识，之后发现狗仍跟随才有所察觉。,赵国卉在陈识提议让狗陪伴后立即转身离开，之后在途中才察觉狗默默跟随，说明她起初并未接受这一安排。,character states
