scene,question,answer,evidence,qa_type
18 街道	外	日,东家要求耿良辰做什么？,退出脚行，别再留着脚行的小车,东家：退出脚行，就别再留着脚行的小车,dialogue/beliefs
64 酒店	内	日,"在[64 酒店	内	日]中, 陈识在酒店准备去新武馆时的情绪状态如何？",犹豫,△陈识在酒店准备去新武馆，犹犹豫豫,character states
30 练习房	内	日,耿良辰亲茶汤女后，女孩如何反应？,使力拍打耿良辰，生气的踢了一脚往外跑,女孩使力拍打耿良辰，生气的踢了一脚往外跑,temporal references
2 某武馆	内	日,"在[2 某武馆	内	日]中, 陈识当下的情绪状态如何？",孤独沉静,南派宗师陈识孤独沉静地坐在房内抚摸自己的双刀武器,character states
15 陈识家	内	夜,"在[15 陈识家	内	夜]中, 陈识的徒弟练拳后对他的态度如何？",不敢看他，变得敬重,陈识躺下：练拳后，他就不敢看你了，练上了，他会敬我如敬神,character states
55 舞厅	外	日,陈识为什么提醒郑山傲提防白俄女人？,担心她骗走养老钱,提防白俄女人，你们差着年龄，小心他骗走你养老钱,causal/relational queries
57 街道	外	夜,茶汤女为何惊醒？,因为耿良辰跪在她脚边,茶汤女惊醒：良辰,causal/relational queries
64 酒店	内	日,"在[64 酒店	内	日]中, 赵国卉在陈识靠近时的反应是什么？",将脸转到两边，不想直视,△赵国卉依然将脸转到两边，不想直视,character states
69 面包店	内	日,"在[69 面包店	内	日]中, 赵国卉此时在做什么？",抽着烟看着紧闭门板的武馆,△赵国卉抽着烟看着紧闭门板的武馆,character states
27 津门武馆	内	日,郑山傲的刀技成形是在何时？,在与陈识比试后,郑山傲回到座位有些傲娇：我的刀技算是成了,temporal references
25 陈识家	内	夜,陈识认为师娘骂他有什么好处？,挨了师娘的骂就能跟师父学新东西了,陈识：当年我学拳，师娘两年没理我，一天开口，突然骂我，我心里高兴，挨了师娘的骂，就能跟师父学新东西了,dialogue/beliefs
1 某咖啡店	内	日,为何邹馆长要请耿良辰喝咖啡？,天津的规矩，踢馆不论输赢，武馆都要请客,邹容邹馆长：他在武馆就败给你了，天津的规矩，踢馆不论输赢，武馆都要请客，你要喝咖啡，大老远的陪你来了，为何还要羞辱他,causal/relational queries
2 某武馆	内	日,"在[2 某武馆	内	日]中, 陈识的身份是什么？",南派宗师,南派宗师陈识孤独沉静地坐在房内抚摸自己的双刀武器,character states
67 面包店	内	日,"在[67 面包店	内	日]中, 赵国卉的情绪状态如何？",思念儿子,看着外国面孔的赵国卉似乎又想起了自己的儿子,character states
25 陈识家	内	夜,耿良辰为何没去武馆酒席？,我大胜，懒得陪他们，给师父师娘带了螃蟹,耿良辰：我大胜！懒得陪他们，给师父师娘带了螃蟹,dialogue/beliefs
50 街道	外	日,"在[50 街道	外	日]中, 耿良辰是否仍属于脚行？",不是，已被开除,他已经不是咱们的弟兄了,character states
15 陈识家	内	夜,"在[15 陈识家	内	夜]中, 赵国卉的徒弟被描述为什么样的人？",眼神不正，是个小人,赵国卉：你收的徒弟，看我的眼神不正，是个小人,character states
10 湖边	外	日,郑山傲如何表述担保条件？,你不给，她找我要,郑山傲：我做担保，你不给，她找我要,dialogue/beliefs
43 西餐厅	内	日,为什么耿良辰会被迫残废？,因郑老爷子下狠手违反约定,他将违反跟我的约定，下狠手,causal/relational queries
65 街道	外	日,"在[65 街道	外	日]中, 陈识被茶汤女认为是什么身份？",来天津当官的,您是来天津当官的,character states
