scene,question,answer,evidence,qa_type
第4场,"在[第4场]中, 月光宝盒的作用是什么？",用于时光倒流,至尊宝突然消失。般若般罗密－－！！！,objects/props
第3场,"在[第3场]中, 月光宝盒有什么功能？",可以利用月亮光华穿梭时空,月光宝盒，突然一股神秘的力量将至尊宝引到了水帘洞,objects/props
第5场,男子最后说了什么？,我这辈子都不会走！我爱－－你！,男子：我这辈子都不会走！我爱－－你！,dialogue/beliefs
第11场,在[第11场]中，二当家提到中了七伤拳会有哪些症状？,先是变斗鸡眼，然后耳朵失聪，最后声线失控说话走音，五脏六腑爆炸,二当家：我当时是吓得跪下来嘛！帮主，我听说中了七伤拳，首先是变斗鸡眼，然后耳朵失聪听不到声音，最后声线失控说话全部都走音，最后五脏六腑爆炸，然后就死定了！,dialogue/beliefs
第2场,"在[第2场]中, 紫霞在小胡同里时的情绪如何？",害怕且紧张,我不骗你，我真的好害怕！,character states
第13场,"在[第13场]中, 青霞试图扔掉什么物品？",月光宝盒,青霞：好！(扔掉月光宝盒),objects/props
第5场,导游对悟空说了什么？,你以为我不敢啊？你这个混蛋！,导游：你以为我不敢啊？你这个混蛋！,dialogue/beliefs
第7场,"在[第7场]中, 至尊宝用什么看到自己是猴子？",照妖镜,拿出照妖镜一看，镜中显出猴子的模样。,objects/props
第9场,"在[第9场]中, 孙悟空在冲突中表现出什么情绪？",愤怒和冲动,少罗嗦！哗！不要吵！我Kao！,character states
第6场,"在[第6场]中, 唐僧在冲突中如何反应？",唠叨和试图劝解,喂喂喂！大家不要生气……贫僧愿意一命赔一命！,character states
第10场,"在[第10场]中, 月光宝盒被谁抢夺？",牛魔王,牛魔王从一旁杀出，将月光宝盒接住。,objects/props
第15场,在[第15场]中，悟空如何阻止牛魔王将城扇到太阳那边？,用金箍棒将城顶住,（悟空追到城下面，用金箍棒将城顶住。）,detailed description
第4场,"在[第4场]中, 断龙石的作用是什么？",阻挡牛魔王,断龙石缓缓落下，自己却不能摆脱牛魔王的纠缠,objects/props
第3场,"在[第3场]中, 照妖镜是谁给的？",菩提老祖,菩提老祖化身前来救他，并给了他一把照妖镜去照白晶晶,objects/props
第6场,"在[第6场]中, 唐僧被绑在绞刑架上的地点是哪里？",牛府广场,牛府张灯结彩。广场上搭起一座绞刑架，唐僧被绑在上面,scene localization
第2场,"在[第2场]中, 至尊宝的伤势如何？",伤已全好,我的伤都全好啦,character states
第1场,在[第1场]中，至尊宝如何解释自己脚底板有毛的现象？,我身上其他地方的毛更茂盛，大概是长错地方了,至尊宝：其实我只有头顶跟脚底板有毛，大概是长错地方了,dialogue/beliefs
