id,scene,question,answer,evidence,qa_type
1,第4场,"在[第4场]中, 月光宝盒的作用是什么？",用于时光倒流,至尊宝突然消失。般若般罗密－－！！！,objects/props
2,第3场,"在[第3场]中, 月光宝盒有什么功能？",可以利用月亮光华穿梭时空,月光宝盒，突然一股神秘的力量将至尊宝引到了水帘洞,objects/props
3,第5场,男子最后说了什么？,我这辈子都不会走！我爱－－你！,男子：我这辈子都不会走！我爱－－你！,dialogue/beliefs
4,第11场,在[第11场]中，二当家提到中了七伤拳会有哪些症状？,先是变斗鸡眼，然后耳朵失聪，最后声线失控说话走音，五脏六腑爆炸,二当家：我当时是吓得跪下来嘛！帮主，我听说中了七伤拳，首先是变斗鸡眼，然后耳朵失聪听不到声音，最后声线失控说话全部都走音，最后五脏六腑爆炸，然后就死定了！,dialogue/beliefs
5,第2场,"在[第2场]中, 紫霞在小胡同里时的情绪如何？",害怕且紧张,我不骗你，我真的好害怕！,character states
6,第13场,"在[第13场]中, 青霞试图扔掉什么物品？",月光宝盒,青霞：好！(扔掉月光宝盒),objects/props
7,第5场,导游对悟空说了什么？,你以为我不敢啊？你这个混蛋！,导游：你以为我不敢啊？你这个混蛋！,dialogue/beliefs
8,第7场,"在[第7场]中, 至尊宝用什么看到自己是猴子？",照妖镜,拿出照妖镜一看，镜中显出猴子的模样。,objects/props
9,第9场,"在[第9场]中, 孙悟空在冲突中表现出什么情绪？",愤怒和冲动,少罗嗦！哗！不要吵！我Kao！,character states
10,第6场,"在[第6场]中, 唐僧在冲突中如何反应？",唠叨和试图劝解,喂喂喂！大家不要生气……贫僧愿意一命赔一命！,character states
11,第10场,"在[第10场]中, 月光宝盒被谁抢夺？",牛魔王,牛魔王从一旁杀出，将月光宝盒接住。,objects/props
12,第15场,在[第15场]中，悟空如何阻止牛魔王将城扇到太阳那边？,用金箍棒将城顶住,（悟空追到城下面，用金箍棒将城顶住。）,detailed description
13,第4场,"在[第4场]中, 断龙石的作用是什么？",阻挡牛魔王,断龙石缓缓落下，自己却不能摆脱牛魔王的纠缠,objects/props
14,第3场,"在[第3场]中, 照妖镜是谁给的？",菩提老祖,菩提老祖化身前来救他，并给了他一把照妖镜去照白晶晶,objects/props
15,第6场,"在[第6场]中, 唐僧被绑在绞刑架上的地点是哪里？",牛府广场,牛府张灯结彩。广场上搭起一座绞刑架，唐僧被绑在上面,scene localization
16,第2场,"在[第2场]中, 至尊宝的伤势如何？",伤已全好,我的伤都全好啦,character states
17,第1场,在[第1场]中，至尊宝如何解释自己脚底板有毛的现象？,我身上其他地方的毛更茂盛，大概是长错地方了,至尊宝：其实我只有头顶跟脚底板有毛，大概是长错地方了,dialogue/beliefs
18,第12场 | 第13场 | 第14场,在婚礼上，紫霞为何选择挺身挡下牛魔王刺向孙悟空的钢叉？,因为紫霞深爱着孙悟空，她宁愿牺牲自己也要保护他。,紫霞为救孙悟空挡下钢叉，被刺中倒地，她在临终前仍表达对命运的遗憾，显示出她对孙悟空的深情与牺牲意愿。,character states
19,第15场,在被菩提羞辱并砍了三下后，悟空表现出怎样的心理状态？,悟空表现出一种克制、谦卑且带有自我修行意味的心理状态，他不仅没有生气，反而向对方道谢。,悟空在被菩提连砍三下后并未反抗或愤怒，而是道谢离去，表明他主动承受羞辱并以平和心态接受。,character states
20,第14场 | 第15场,在悟空决定回归师徒队伍时，他的身体姿态表现出怎样的心理状态？,悟空在决定回归时挺直身躯、架起金箍棒大步前行，表现出坚定决绝的心理状态。,悟空脚步微顿后抬起头，挺直身躯，架起金箍棒，大步走向等候的师徒。,character states
21,第15场,在面对转世的菩提羞辱并动手攻击时，悟空表现出怎样的心理状态？,悟空表现出一种克制、谦卑且带有自我修行意味的心理状态，他不仅没有反抗或愤怒，反而主动请求继续承受伤害，并在被攻击后道谢离去。,悟空在被菩提嘲笑和连砍三下后，表示不会生气，还请求再给三刀，并在事后道谢离开。,character states
22,第12场 | 第14场 | 第15场,在紫霞为救孙悟空而死之后，孙悟空的神情和动作表现出他怎样的心理状态？,孙悟空在紫霞死后表现出极度的悲痛与压抑，金箍收紧时他怒目圆睁，击飞牛魔王，随后在离开前挺直身躯、架起金箍棒，显露出他强忍痛苦、决意回归责任的心理状态。,紫霞死后孙悟空悲痛欲绝，金箍收紧时他怒目圆睁击飞牛魔王，逃离前挺直身躯架起金箍棒走向师徒，表现出压抑情感、重拾使命的心理变化。,character states
23,第2场 | 第3场 | 第5场,在被春三十娘击溃后，至尊宝面对手下集体投降时表现出怎样的心理变化？,至尊宝最初因手下逃跑而愤怒斥责他们没义气、贪生怕死，但在发现自己孤立无援后，迅速转为强装镇定并立即跪地投降，表现出从愤怒到被迫屈服的心理转变。,至尊宝怒斥手下没义气、贪生怕死，见无人响应后强装镇定随即跪地投降。,character states
24,第8场 | 第13场 | 第14场,为什么牛魔王在婚礼上改变计划迎娶紫霞而不是让至尊宝和香香完婚？,因为牛魔王强行干预婚礼，意图迎娶紫霞，导致原本为至尊宝和香香准备的婚宴被中断。,牛魔王在至尊宝和香香的婚礼上突然宣布要迎娶紫霞，并当众揭下盖头，使婚宴陷入混乱。,causal/relational queries
25,第3场 | 第5场,为什么春三十娘启动断龙石后自己未能逃出盘丝洞？,因为春三十娘启动机关时正在与牛魔王缠斗，未能及时脱身，导致断龙石合拢后将她和牛魔王一同封在洞内。,春三十娘与牛魔王仍在缠斗，未能及时脱身，断龙石最终合拢，将她和牛魔王一同封在洞内。,causal/relational queries
26,第15场,在水帘洞前被菩提转世羞辱并击打后，悟空表现出怎样的心理状态？,悟空表现出一种逆来顺受且心怀感激的心理状态，他不仅没有生气，反而在被击打后向对方道谢。,悟空在被菩提转世连砍三下并辱骂后，仍表示不会生气，并主动请求再受三刀，最后道谢离去。,character states
27,第8场 | 第14场 | 第15场,孙悟空在紫霞死后表现出怎样的情绪和身体反应？,孙悟空在紫霞死后感到极度悲痛，身体上因头上的金箍突然收紧而承受痛苦，随后愤怒地向牛魔王复仇。,紫霞死后，孙悟空悲痛欲绝，金箍收紧导致他痛苦并激发愤怒，随即击飞牛魔王。,character states
28,第9场 | 第14场 | 第15场,在紫霞临终前，她对孙悟空表达了怎样的情感状态？,紫霞在临终前表达了对命运的遗憾和对孙悟空的深情。,紫霞在临终前诉说对命运的遗憾，并在孙悟空怀中闭上双眼。,character states
29,第13场 | 第14场 | 第15场,在婚礼仪式进行时，紫霞在被迫完成三叩首的过程中经历了怎样的心理状态变化？,紫霞从最初的震惊和痛苦，到目睹姐姐 repeatedly 被刺穿时的绝望与挣扎，最终在仪式结束后陷入悲痛欲绝的状态。,紫霞在每次叩首时都看到青霞被长矛贯穿，最终望着血泊中的姐姐掩面痛哭。,character states
30,第2场,至尊宝在被春三十娘检查脚底时，尽管因脚毛被扯而感到疼痛，他表现出怎样的心理状态？,至尊宝在脚毛被扯后疼得大叫，但仍选择嘴硬回嘴，表现出强撑尊严、不愿服软的心理状态。,至尊宝疼得大叫，却仍嘴硬回嘴，不肯服软。,character states
31,第12场 | 第13场 | 第14场 | 第15场,在婚礼当天，紫霞虽然表面上答应嫁给牛魔王，但她内心保持着怎样的情感状态？,紫霞内心始终坚守对意中人的信念，坚信那个能拔出紫青宝剑的人会来迎娶她。,紫霞私下表示自己真正等待的是能拔出紫青宝剑的人，相信他会身披金甲圣衣、脚踏七彩云来接她，尽管外界质疑，她仍坚持这一信念。,character states
