doc_title,chunk_id,fact,scene_context
194、INT. SHIRLEY'S BEDROOM - MORNING,doc_193_chunk_0,Joe receives money from Shirley.,Shirley places money in Joe's hand during their encounter.
185、INT. MACALBERTSONS' LOFT - NIGHT,doc_184_chunk_7,Joe joins the group of pallbearers beside the sarcophagus.,"Scene: At the sarcophagus in the loft, during the funeral procession setup."
235、INT. GREYHOUND BUS - DAY,doc_234_chunk_6,Joe Buck assumes responsibility for arranging Ratso's burial.,"Scene: On the bus, after Ratso's death."
232、EXT. SMALL TOWN STREET - DAY,doc_231_chunk_1,Joe successfully completes a simple human contact without fear or threat.,Scene at the diner: Joe interacts pleasantly with the waitress and pays for his meal.
198、INT. X FLAT - DAY,doc_197_chunk_3,Joe Buck commits to using his money to ensure Ratso sees a doctor.,
198、INT. X FLAT - DAY,doc_197_chunk_3,Joe Buck possesses nine dollars and expects to receive twenty more dollars by Thursday.,
219、INT. TOWNY'S BEDROOM-SITTING ROOM - NIGHT,doc_218_chunk_5,Joe Buck successfully obtains money from Towny's wallet.,Scene: Joe takes all the money from the drawer after Towny releases his grip on the table.
219、INT. TOWNY'S BEDROOM-SITTING ROOM - NIGHT,doc_218_chunk_5,Joe Buck physically restrains himself from striking Towny with the lamp.,Scene: Joe swings the lamp down but stops short of making contact.
329、EXT. TIMES SQUARE - NIGHT,doc_328_chunk_0,Joe Buck is depicted in a tabloid photograph being led away by two deputies.,Scene: Joe sees a tabloid on a newsstand with a photograph of himself accompanied by law enforcement.
180、INT. LUNCH COUNTER - EVENING,doc_179_chunk_2,Joe receives an invitation from Hansel and Gretel MacAlbertson.,Scene: Joe sees the MacAlbertsons in the mirror; Hansel hands him a large black card with an invitation written in shocking pink letters.
180、INT. LUNCH COUNTER - EVENING,doc_179_chunk_2,Joe is invited to an event titled 'Help Us Bury Love' at Broadway and Harmony Lane.,Scene: The black card Joe receives contains the message 'YOU ARE INVITED TO HELP US BURY LOVE -- TONIGHT AT BROADWAY AND HARMONY LANE - HANSEL AND GRETEL MACALBERTSON.'
430、INT. SHIRLEY'S BEDROOM - MORNING,doc_429_chunk_0,Joe receives money from Shirley.,Shirley places money in Joe's hand during their encounter.
421、INT. MACALBERTSONS' LOFT - NIGHT,doc_420_chunk_7,Joe joins the group of pallbearers beside the sarcophagus.,"Scene: At the loft, during the funeral procession for the flower girl."
202、INT. ARCADE - DUSK,doc_201_chunk_0,Joe successfully kills the large metal cowboy in a shoot-down.,Scene where Joe tests his skills in a shoot-down; a recorded voice confirms the outcome as the cowboy slumps.
202、INT. ARCADE - DUSK,doc_201_chunk_0,Towny explicitly introduces himself as Townsend P. Locke from Chicago and requests to be called Towny.,"Scene immediately following the shoot-down, as Towny clasps Joe's hand and speaks to him."
202、INT. ARCADE - DUSK,doc_201_chunk_0,Towny establishes a physical and assertive connection with Joe by gripping his elbow and leading him away.,"Scene following the shoot-down and introduction, as Towny takes Joe's elbow and begins to guide him."
409、INT. X FLAT - NIGHT,doc_408_chunk_2,Joe Buck receives a coat from Ratso.,
409、INT. X FLAT - NIGHT,doc_408_chunk_2,Joe Buck refuses to wear the coat given by Ratso.,
409、INT. X FLAT - NIGHT,doc_408_chunk_2,Joe Buck gives ten dollars to Ratso for medicine.,
468、EXT. SMALL TOWN STREET - DAY,doc_467_chunk_1,Joe successfully completes a simple human contact without fear or threat.,Scene at the diner: Joe interacts pleasantly with the waitress and pays for his meal.
471、INT. GREYHOUND BUS - DAY,doc_470_chunk_5,Joe Buck assumes responsibility for arranging Ratso's burial.,"Scene: On the bus, after Ratso's death, Joe speaks to the driver about burial plans."
468、EXT. SMALL TOWN STREET - DAY,doc_467_chunk_0,Joe Buck discards his cowboy attire by dumping it in a trash bin.,"Scene: Joe exits a clothing store and disposes of his cowboy boots, Stetson, and suit at a sandwich stand."
416、INT. LUNCH COUNTER - EVENING,doc_415_chunk_2,Joe receives an invitation from Hansel and Gretel MacAlbertson.,Joe is handed a black card with an invitation while at a location where the MacAlbertsons approach him from behind.
416、INT. LUNCH COUNTER - EVENING,doc_415_chunk_2,Joe is invited to an event titled 'Help Us Bury Love' at Broadway and Harmony Lane.,The invitation is written in shocking pink letters on a black card given to Joe by the MacAlbertsons.
455、INT. TOWNY'S BEDROOM-SITTING ROOM - NIGHT,doc_454_chunk_5,Joe Buck successfully obtains money from Towny's wallet.,Scene: Joe takes all the money from the drawer after Towny releases his grip on the table.
455、INT. TOWNY'S BEDROOM-SITTING ROOM - NIGHT,doc_454_chunk_5,Joe Buck physically restrains himself from striking Towny with the lamp.,Scene: Joe swings the lamp down but stops short of making contact.
87、INT. WEST SIDE HOTEL CORRIDOR - DUSK,doc_86_chunk_1,Joe Buck gives twenty dollars to Ratso.,
87、INT. WEST SIDE HOTEL CORRIDOR - DUSK,doc_86_chunk_1,Joe Buck asks for Ratso's contact information with the intention of reconnecting later.,
93、EXT. TIMES SQUARE - NIGHT,doc_92_chunk_0,Joe Buck is depicted in a tabloid photograph being led away by two deputies.,Scene where Joe sees the front page of a tabloid on a newsstand.
93、EXT. TIMES SQUARE - NIGHT,doc_92_chunk_0,A tabloid headline identifies Joe Buck as the 'Alabama Murderer' who 'shotgunned eleven'.,Scene where Joe sees the front page of a tabloid on a newsstand.
438、INT. ARCADE - DUSK,doc_437_chunk_0,Joe successfully kills the large metal cowboy in a shoot-down.,Scene where Joe tests his skills in a shoot-down; the cowboy slumps after a recorded voice says 'Got me!'
438、INT. ARCADE - DUSK,doc_437_chunk_0,Towny explicitly introduces himself as Townsend P. Locke from Chicago and requests to be called Towny.,"Scene immediately following the shoot-down, where Towny clasps Joe's hand and speaks to him."
438、INT. ARCADE - DUSK,doc_437_chunk_0,Towny establishes a physical and assertive connection with Joe by gripping his elbow and leading him away.,"Scene following the shoot-down and introduction, as Towny guides Joe away."
