doc_title,chunk_id,fact,scene_context
129、INT. POLICE CORRIDOR - DAY,doc_128_chunk_0,John refuses the policeman's offer of assistance.,"Corridor: Policeman approaches John and Nadia, asks if he can help, John responds with 'No'."
13、INT. / EXT. JOHN'S CAR (MOVING) - DAY,doc_12_chunk_0,John starts the car on the third attempt.,"in the car, during the car starting sequence"
13、INT. / EXT. JOHN'S CAR (MOVING) - DAY,doc_12_chunk_2,John Buckingham possesses a sign that states 'Nadia!',
138、INT. / EXT. CAR (MOVING) - DAY,doc_137_chunk_4,John remembers that he went rooting around in Nadia's private stuff.,
136、INT. MOVING CAR - DAY,doc_135_chunk_0,John is fleeing from the scene of the crime.,Scene of the crime: John fleeing in his Rover
138、INT. / EXT. CAR (MOVING) - DAY,doc_137_chunk_10,John's car is dead.,in the car
141、EXT. FOREST - NIGHT,doc_140_chunk_8,John's possessions are being ransacked by police.,"John's house surrounded by police, with police inside ransacking his possessions."
138、INT. / EXT. CAR (MOVING) - DAY,doc_137_chunk_9,John explicitly commands Nadia to exit the vehicle.,In a car
113、INT. BATHROOM - NIGHT,doc_112_chunk_0,John is tied to the bidet and gagged.,"Bathroom, Yuri shows Polaroids to John"
164、INT. ALEXEI'S SUITE HALLWAY - NIGHT,doc_163_chunk_0,John finds the Silver Cigarette Lighter-Pistol,"Hallway, by the door"
15、EXT. JOHN'S CLOSE - DAY,doc_14_chunk_0,John has a new friend.,Arrival at the little house at the end of the Close with a new friend
115、INT. BATHROOM - NIGHT,doc_114_chunk_0,John Buckingham is tied to the bidet.,"Nighttime, bathroom, John Buckingham remains immobilized in this state as Nadia enters."
165、INT. ALEXEI'S SUITE - NIGHT,doc_164_chunk_2,John is standing behind Alexei.,Confrontation scene
165、INT. ALEXEI'S SUITE - NIGHT,doc_164_chunk_0,John is in the doorway.,Doorway of a room where Alexei and Nadia are present.
165、INT. ALEXEI'S SUITE - NIGHT,doc_164_chunk_0,John and Nadia look at each other.,Doorway of a room where Alexei and Nadia are present.
173、INT. AIRPORT CAFE - NIGHT,doc_172_chunk_2,John is at the front of the queue.,Airport gate queue
169、INT. AIRPORT CHECKING IN DESK - NIGHT,doc_168_chunk_5,John agrees to hurry.,"Nadia instructs John to hurry, and he agrees."
172、INT. TICKET SALES - NIGHT,doc_171_chunk_0,John commits to paying in cash.,Aeroflot desk counter: ticket purchase
145、INT. AIRPORT - NIGHT,doc_144_chunk_0,John takes the binoculars case.,Nadia hands John the binoculars case and he takes them.
175、INT. AIRPORT BOARDING CORRIDOR - DAY,doc_174_chunk_0,John receives a case from Nadia.,"Rounding the corner, Nadia hands John a case."
24、INT. KITCHEN - DAY,doc_23_chunk_1,The ring is placed on John Buckingham's ring finger.,
165、INT. ALEXEI'S SUITE - NIGHT,doc_164_chunk_1,"John is struck on the chin by a punch and falls to the ground, hitting the wall.",Confrontation between Alexei and John
165、INT. ALEXEI'S SUITE - NIGHT,doc_164_chunk_1,John is kicked in the ribs by Alexei.,Confrontation between Alexei and John
49、INT. BEHIND THE GLASS - DAY,doc_48_chunk_0,John listens and comprehends well.,"Cashier counter, during conversation with Clare"
52、INT. LIVING ROOM - DAY,doc_51_chunk_0,"An old copy of The Lion, The Witch and The Wardrobe contains the inscription 'John Buckingham Class 3F'.",She finds an inscription in a book on John Buckingham's bookshelf.
47、INT. NADIA'S ROOM - DAY,doc_46_chunk_0,John has the ring on his left hand.,"John sitting on bed, door shut, ring on left hand"
41、INT. NADIA'S ROOM - DAY,doc_40_chunk_0,John has seen something.,In a bedroom
55、INT. JOHN'S BEDROOM - DAY,doc_54_chunk_0,John follows instructions conscientiously and responds well to personal directions.,"Nadia searches cupboard and discovers pornographic materials, with Branch Manager's voice-over."
142、EXT. FOREST SLOPE / STREAM - DAY,doc_141_chunk_0,John is alone in the forest.,"Forest, John scans and finds no one present."
29、INT. BEDROOM - NIGHT,doc_28_chunk_0,John tells the other person to leave now and to talk in the morning.,bedroom
74、INT. JOHN'S LOUNGE - NIGHT,doc_73_chunk_1,John is left alone with the cake.,"Home celebration, Nadia leaves John alone with the cake before the man's arrival."
174、INT. AIRPORT BOARDING GATE - FLIGHT 1311 TO MOSCOW - DAY,doc_173_chunk_0,The passport is returned to John.,Airport counter
77、EXT. JOHN'S GARDEN - NIGHT,doc_76_chunk_2,John accepts the plate.,Yuri presents food to John
77、EXT. JOHN'S GARDEN - NIGHT,doc_76_chunk_2,John eats.,Yuri presents food to John
19、INT. SPARE BEDROOM - DAY,doc_18_chunk_0,John leaves the room.,"The room in the estate, after John says he will get an ashtray."
80、INT. BANK - DAY,doc_79_chunk_0,John is wearing Nadia's ring.,"Open plan office, John at his desk"
29、INT. BEDROOM - NIGHT,doc_28_chunk_1,John reaches climax during a sexual encounter with Nadia.,During a sexual encounter with Nadia.
83、EXT. FOREST - DAY,doc_82_chunk_4,John is unable to understand Nadia's explanation.,Alexei questions Nadia about marks on her midriff
80、INT. BANK - DAY,doc_79_chunk_1,John is left alone after the branch manager's conversation.,Branch office: Manager discusses John's car and departs.
69、EXT. GARDEN - DAY,doc_68_chunk_0,John comprehends that 'bath day' refers to the current day.,"On grass, during a conversation about bath day."
74、INT. JOHN'S LOUNGE - NIGHT,doc_73_chunk_14,John is informed by Yuri that Nadia saw him at the airport gate.,"John, Yuri, and Nadia are conversing, with Yuri translating Nadia's words."
90、INT. STAIRS / HALL / KITCHEN - DAY,doc_89_chunk_1,John hears Nadia cry out from the kitchen.,"Hallway, after seeing Yuri on the kitchen floor."
91、INT. KITCHEN - DAY,doc_90_chunk_3,John promises to give money to Alexei.,In a conversation with Alexei and Yuri
74、INT. JOHN'S LOUNGE - NIGHT,doc_73_chunk_8,John agrees to watch Alexei.,"At the table, discussing Alexei's behavior."
99、INT. CORRIDOR - DAY,doc_98_chunk_0,John is inside the Safe Area.,John checks into the Safe Area after fetching his guitar cases.
83、EXT. FOREST - DAY,doc_82_chunk_1,John was hiding.,"Small clearing, group sitting with blanket, cushions, bread, vodka; John hiding"
66、INT. ROOM IN THE BANK - DAY,doc_65_chunk_4,John is under the shelter of the back porch.,"John's garden, back porch shelter during thunderstorm"
91、INT. KITCHEN - DAY,doc_90_chunk_0,John is informed of the command to sit down or else Nadia will be cut.,"Nadia tied to chair, Alexei threatening Nadia, Yuri translating threat to John"
96、INT. OPEN-PLAN OFFICE - DAY,doc_95_chunk_0,John has been assigned to give the tour this morning.,Open plan office: Branch Manager assigns John to give a tour.
96、INT. OPEN-PLAN OFFICE - DAY,doc_95_chunk_1,John Buckingham is instructed by the Branch Manager to take the ball and run with it.,Branch Manager instructs John to take the ball and run with it.
