doc_title,chunk_id,description,scene_context
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_2,She turns and walks along the surfline.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_1,"She turns, nods out, past the moon.",
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_0,Charlie's car pulls up. They get out and walk down toward the water.,
51 INT. HANGAR,doc_66_chunk_5,"She hesitates momentarily, goes on.",
47 WOMEN'S ROOM.,doc_60_chunk_4,"He just stands there, then realizes he's holding her lipstick.",
104 EXT. SAN DIEGO AIRPORT - NIGHT,doc_118_chunk_0,"Charlie parks her car, jumps out, and runs toward the main entrance to the terminal.",
51 INT. HANGAR,doc_66_chunk_7,Charlie can't believe it.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_11,"Charlie leans in, softer and harder","On the beach, during a moment of intimacy between Charlie and Maverick."
51 INT. HANGAR,doc_66_chunk_4,She walks to the front and starts her presentation.,Scene involving a briefing with military personnel.
51 INT. HANGAR,doc_66_chunk_9,"She stares at him for a moment, then she has him. She goes for the kill.",
"47A WOXOF BAR. She returns, spots the Captain, motioning to",doc_61_chunk_2,"She breaks the spell abruptly, turns away.",
"47A WOXOF BAR. She returns, spots the Captain, motioning to",doc_61_chunk_2,"She turns back to him, a smile.",
"56B SIMULATOR CONTROL ROOM - Filled with computers, tape",doc_79_chunk_0,Charlie watches as Maverick flies the simulation.,"Scene involving a simulation with computer generated combat, where Maverick is flying and Charlie is observing."
105 INT. TERMINAL,doc_119_chunk_1,"He looks up trying to be angry, but he can't help it, she makes him laugh.",
105 INT. TERMINAL,doc_119_chunk_1,"He tries not to smile, but can't help it.",
51A CORRIDOR - OUTSIDE LECTURE HALL,doc_67_chunk_1,She reaches over and aligns his collar insignia.,
51A CORRIDOR - OUTSIDE LECTURE HALL,doc_67_chunk_1,She smiles at him and walks away.,
47 WOMEN'S ROOM.,doc_60_chunk_0,"She is standing by the mirror, with her make-up out, looking back at him.",
47 WOMEN'S ROOM.,doc_60_chunk_0,"She leans over the sink, puts on lipstick, sees his eyes cover her.",
59D THE BEACH,doc_85_chunk_3,"Charlie pauses briefly, then responds with a question.",
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_3,Charlie acknowledges the apology.,
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_3,"Charlie responds with a question, asking what else is wanted.",
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_1,"Charlie shifts her attention back to Maverick, studying him with a mix of curiosity and intensity.",
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_1,Charlie says 'And far too aggressive.',
59E THE OTHER END OF THE BEACH - LATER,doc_86_chunk_1,Charlie sits and watches as the game gets immediately out of hand.,
48A EXT. CAR - NIGHT,doc_63_chunk_0,"Startled, she nearly drives off the road.","Inside a car, shortly after Maverick reveals himself in the back seat."
48A EXT. CAR - NIGHT,doc_63_chunk_0,"She turns to him, startled.","Inside a car, shortly after Maverick reveals himself in the back seat."
51 INT. HANGAR,doc_66_chunk_6,I beg your pardon.,
51 INT. HANGAR,doc_66_chunk_6,Why not?,
51 INT. HANGAR,doc_66_chunk_6, (She doesn't believe him) Where did you see that?,
"47A WOXOF BAR. She returns, spots the Captain, motioning to",doc_61_chunk_0,CHARLIE says sorry.,"Inside a bar, during a chance encounter after a minor collision."
"47A WOXOF BAR. She returns, spots the Captain, motioning to",doc_61_chunk_0,Her hand goes to his collar; she adjusts his insignia and smiles.,"Inside a bar, during a chance encounter after a minor collision."
59E THE OTHER END OF THE BEACH - LATER,doc_86_chunk_4,"He looks back at Ice, bouncing the ball and staring at him.",
51 INT. HANGAR,doc_66_chunk_11,"Charlie speaks flatly, asking, 'Lieutenant...'",
51 INT. HANGAR,doc_66_chunk_11,"Charlie asks, 'What were you doing there?'",
51 INT. HANGAR,doc_66_chunk_11,"Charlie reacts to Maverick's explanation with visible offense, growing red.",
63 INT. TACTS RANGE TRAILER - DAY,doc_90_chunk_1,Charlie is in the back.,Scene: Classroom setting with students and instructors facing Viper at the front.
59C SHORELINE,doc_84_chunk_0,Charlie is repulsed.,
59C SHORELINE,doc_84_chunk_0,"She pulls off her mask and snorkle, follows him in to shore.",
59D THE BEACH,doc_85_chunk_0,"She looks at him for a moment, then turns away, fiddles with her mask.",
59D THE BEACH,doc_85_chunk_0,No!,
59F EXT. DESERT,doc_87_chunk_0,Charlie is unfazed.,
59F EXT. DESERT,doc_87_chunk_0,He turns to check her out,
63 INT. TACTS RANGE TRAILER - DAY,doc_90_chunk_4,She smiles sympathetically at him.,"Scene involving a computer rendering of a flight encounter, with Maverick and others present."
59G EXT. RUSTIC ADOBE CANTINA - SUNSET,doc_88_chunk_0,Charlie sits on a rail watching him.,"Outside, near a latticed terrace with a parked bike, as Maverick is feeding a dog."
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_5,CHARLIE This too...shall pass. You put as much life as you can between it and you. You start piling up experience between then and now.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_5,CHARLIE I sit. I think. I play games.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_5,"CHARLIE I like to play ""reality"".",
84 A POOL (OR BEACH),doc_97_chunk_1,"He gets out, grabs a towel, moves over to some chairs. His flight suit is draped over one. He moves it to sit down.",
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_0,"Charlie turns to them, saying, 'You flew it off the template. Nobody ever did that before.'",
58 COMPUTER ANALYSIS ROOM,doc_81_chunk_0,"His comment draws a sharp stare from Charlie, unamused and unimpressed, until Goose finally grins and walks away to offer his 'valuable opinions' to the technicians working on the computers.",
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_10,shakes her head no,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_10,She drops her skirt.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_10,"She unbuckles his belt, slowly slides it off.",
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_10,"She unzips his pants, they fall.",
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_10,She unbuckles it.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_8,she nods,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_8,Take something off.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_8,That's up to you.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_8,She slowly loosens his tie and pulls it from around his neck.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_8,"She says nothing, stands looking into his eyes.",
84 A POOL (OR BEACH),doc_97_chunk_0,"Charlie asks, ""In that order?""",
84 A POOL (OR BEACH),doc_97_chunk_0,"Charlie says, ""I'm still second best.""",
59E THE OTHER END OF THE BEACH - LATER,doc_86_chunk_2,"She seems uncomfortable, but irrevocably drawn into the confrontation.",
59E THE OTHER END OF THE BEACH - LATER,doc_86_chunk_2,She is staring out to sea.,Scene involving the final point of a game between Maverick and Ice.
45 INT. WOXOF BAR,doc_58_chunk_28,"She is staring right at him, intensely, as her date whispers something in her ear.",
45 INT. WOXOF BAR,doc_58_chunk_28,"She notices him, staring back, quickly looks away, embarrassed.",
45 INT. WOXOF BAR,doc_58_chunk_28,She says something to the man.,
45 INT. WOXOF BAR,doc_58_chunk_28,She picks up her purse from the bar and walks through the crowd and out of the room.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_9,She takes off his shirt.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_9,He starts to reach for her.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_9,"She turns and thinks for a moment, looking at the moon.",
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_9,"Rather than struggle his T shirt over his head, she grabs it with both hands. She leans in close and bites it. She grabs both sides of the tear and slowly rips it off his body.",
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_7,CHARLIE Not as silly as some. You know the silliest one? ...that we are gods. That we control events on the beach... that we can turn back time...,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_7,She moves in close.,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_7,CHARLIE Want to play the game?,
88A ON THE BEACH - NIGHT AND FOG,doc_108_chunk_7,"CHARLIE You say the truth. (a beat...) Go ahead. Don't be afraid. You want to win the game, don'tcha?",
"48 EXT. ""O"" CLUB - LATER THAT NIGHT",doc_62_chunk_0,Charlie and the Captain leave the club.,"Parking lot outside the club, after leaving the club."
"48 EXT. ""O"" CLUB - LATER THAT NIGHT",doc_62_chunk_0,"She turns, says something polite...a peck on the cheek.","Parking lot outside the club, after leaving the club."
"48 EXT. ""O"" CLUB - LATER THAT NIGHT",doc_62_chunk_0,"Charlie turns back and walks over, taking her keys out.","Parking lot outside the club, after leaving the club."
"48 EXT. ""O"" CLUB - LATER THAT NIGHT",doc_62_chunk_0,She opens the door to the car and gets in.,"Parking lot outside the club, after leaving the club."
84 A POOL (OR BEACH),doc_97_chunk_2,Charlie retrieves the flight suit.,
84 A POOL (OR BEACH),doc_97_chunk_2,"She lifts the suit, something falls out of the pocket.",
84 A POOL (OR BEACH),doc_97_chunk_2,She picks it up.,
84 A POOL (OR BEACH),doc_97_chunk_2,"She holds the object out to him, questioning.",
145 EXT. MIRAMAR RUNWAY - DAY - MAVERICK'S JET -PULLING UP,doc_163_chunk_1,"CHARLIE, HANDS ON HIPS",Scene: A confrontation or meeting involving Maverick and Charlie.
