scene,question,answer,evidence,qa_type
73、公园，夜，外,在[73、公园，夜，外]中，徐太宇提到的溜冰摔不倒的秘诀是什么？,不要怕摔倒,徐太宇将林真心一把推出很远：那就是不要怕摔倒。,dialogue/beliefs
75、操场，日，外,林真心在内心独白中表达了什么观点？,让你第一个砸下水球的人，不是你讨厌他，而是你的眼里只有他。,林真心内心独白：很多年以后我们才知道，让你第一个砸下水球的人，不是你讨厌他，而是你的眼里只有他。,dialogue/beliefs
13、福利社，日，外,"在[13、福利社，日，外]中, 林真心对欧阳非凡的行为有何反应？",她愣住并花痴地看着他。,林真心愣在原地，然后回过头花痴般看着欧阳非凡。,character states
47、办公室，日，内,在[47、办公室，日，内]中，为什么徐太宇三年级转学后仍被高中录取？,因为他曾是数理资优班并参加奥林匹亚竞赛,三年级才转学为什么一高还愿意收你进来吗？那是因为你国中念得是数理资优班，还代表学校参加奥林匹亚的竞赛。,causal/relational queries
80、空地，夜，外,徐太宇在承诺中提到什么条件？,麻酱面要分开,徐太宇：麻酱面，麻酱跟面还是要分开。,dialogue/beliefs
12、教学楼门口，日，外,"在[12、教学楼门口，日，外]中, 何美有什么样的性格特点？",生性活泼，但有点活泼过了头。,林真心内心独白：这是何美，生性活泼，但，有点活泼过了头。,character states
72、林真心卧室，夜，内,林真心在写信时发现了什么？,有人在往他们家的窗户上扔石子,突然发现有人在往他们家的窗户上扔石子,detailed description
47、办公室，日，内,徐太宇承认写信后，为什么两位老师发生争吵？,因为两人争执谁先惩罚徐太宇,两个老师继续因为谁先惩罚徐太宇的问题争吵。,causal/relational queries
49、篮球场，日，外,"在[49、篮球场，日，外]中, 林真心从哪里找到了徐太宇和欧阳非凡的名字？",崇德国中的校录,从崇德国中的校录里找到了徐太宇和欧阳非凡的名字,objects/props
10、书店，日，内,在[10、书店，日，内]中，林真心最大的梦想是什么？,和偶像碰面,最大的梦想是有一天能和偶像碰面,dialogue/beliefs
23、教学楼楼顶，日，外,"在[23、教学楼楼顶，日，外]中, 林真心的情绪状态如何？",感到被困,林真心内心独白：一高，从此被困在他的魔掌之中。,character states
79、树林，夜，外,徐太宇如何知道陶敏敏寄幸运信给老师？,他推测陶敏敏收到过一模一样的信，所以知道有人寄给老师。,徐太宇：谁会知道班上有人在写幸运信啊，当然是一开始写信给你的人，如果陶敏敏收到过跟自己一模一样的信，她才会知道，一定她自己害的同学里面有人把幸运信寄给了老师,dialogue/beliefs
11、教室，日，内,"在[11、教室，日，内]中, 林真心写了多少封信？",三百三十三封,刘老大，你写给他三百三十三封信,objects/props
6、林真心家，日，内,林母抱怨了什么？,你是在生孩子啊，好了没有？,隔壁屋子里传来林母的抱怨：你是在生孩子啊，好了没有？,dialogue/beliefs
5、林真心家，夜，内,"在[5、林真心家，夜，内]中, 林真心的情绪状态如何？",她因看到同学录内容而流泪。,她翻开其中一页看着，不一会儿眼角留下了泪水,character states
5、林真心家，夜，内,"在[5、林真心家，夜，内]中, 林真心在做什么？",她打开盒子，拿出同学录并翻看。,林真心打开一个盒子，从盒子里拿出一本厚厚的同学录，她翻开其中一页看着,character states
59、饭馆，夜，内,小只对何美说了什么关于林真心的话？,林真心什么时候变得这么认真了,小只对何美：你看，林真心她什么时候变得这么认真了,dialogue/beliefs
71、林真心家，夜，内林母在批评林真心。,林母如何评价徐太宇？,徐太宇是流氓学生，学校不让他上学，有多坏。,林母：老师说那个徐太宇是流氓学生啊，学校不让他上学，你看他有多坏。,dialogue/beliefs
79、树林，夜，外,在[79、树林，夜，外]中，徐太宇认为林真心和陶敏敏谁更漂亮？,林真心比陶敏敏漂亮这么多。,徐太宇：（伸手比划了一点，然后将手的距离拉长）大概只有漂亮这么多,dialogue/beliefs
24、垃圾场，日，外,"在[24、垃圾场，日，外]中, 林真心在做什么？",假装捡垃圾,林真心将垃圾掉到又蹲在地上假装捡。,character states
