movie_id,title,word_count,num_scenes,genre_1,genre_2,genre_3
endd6934919fe24835b367651ac58b0d6d,Crank (film),27546,136,Action,Thriller,Crime
en225b7ddc26e6473e8954b591202296c3,Bull Durham,29472,128,Comedy,Romance,Sports
en6277019821914a26ba881ef5d254969f,The Fighter,32202,18,Sports,Sports,Drama
en22e0d0a29c244555bf8d2335d772acce,Star Trek: Nemesis,26090,294,Science Fiction,Adventure,Action
ene1511ec4987a483f84d938257332734c,The Doors (film),46163,131,Biography,Music,Drama
enf7e99e169f8b4820b95496eadb014785,Zero Dark Thirty,26698,229,War,Drama,Thriller
en2ffef63afdf84c25bc56d9fb7830fa7d,Up in the Air (1940 film),25286,150,Comedy,Thriller,Music
ene827f5ab63c84c2eb5d32f6d149e9b5d,Cast Away,32968,600,Drama,Adventure,Survival
en5901146f32f0412995212ecc9f7e694c,Being There,31611,312,Comedy,Drama,Comedy
en376eec0289f24ce09cb42185aa13f081,127 Hours,22613,217,Drama,Adventure,
en049957b3c0b54085baddbec23e00506c,Birthday Girl,21429,177,Romance,Crime,Comedy
en44fd740e98fd44c186677b99ad139c57,Fargo (film),21290,44,Crime,Comedy,Thriller
en71e5903530494ef792e87e8915c657c4,"Crouching Tiger, Hidden Dragon",14138,107,Action,Action,Romance
ene1433f380b2d4da7b5a3781c6512968f,Snow White and the Huntsman,31960,142,Fantasy,Adventure,Action
en17793caa790647fcb4e8ee9221a2a43a,Drag Me to Hell,21460,75,Horror,Thriller,Supernatural
en4cd62c1f5ee54b0aac31ae761c4dbfca,Crime Spree,29919,211,Crime,Comedy,Action
en3b9c9c29e0ba4991bf8328f835c78f30,The Bourne Ultimatum (film),24210,320,Action,Thriller,Spy
en3a6c2a65685a46cfa0671f82c9d464af,Star Wars: The Force Awakens,32086,266,Science Fiction,Adventure,Action
en8549e3d0b5db47a98dea7624fcdf2a0c,The Green Mile (film),37597,108,Fantasy,Drama,Crime
enc2f5fbfaed0d40bdb7bea61090a8df6c,The Tourist (2010 film),23207,132,Romance,Thriller,Crime
enc76f658069e44354af1c5f8ab366d9ff,Ghostbusters II,28216,156,Comedy,Science Fiction,Supernatural
en69e9830df5f14930bfd6ec2e9744f84e,A Dry White Season,42211,158,Drama,History,Social Issues
en12839bdf037c46a0a3d9de0e50a6cbaa,Chasing Amy,29209,68,Romance,Comedy,Drama
enf13d66c0d1a5499d9941d74fa4ed1d7a,The American (2010 film),28192,168,Thriller,Crime,Drama
en2caff09adab7473b9f8e3898a6709a6e,Aliens (film),34072,384,Science Fiction,Action,Horror
enea9d585da5e24885b289f0eb491f42ae,Panic Room,28491,336,Thriller,Crime,Drama
enbb70fec49be04d91b97f930985c5432f,Three Kings (1999 film),31087,280,War,Adventure,Comedy
enadb2496983c5461982b98e1afd844b33,Top Gun,30866,164,Action,Romance,War
enbb5dfbf639f341a8a5e95832409357b3,Man on the Moon (film),33564,173,Comedy,Comedy,Drama
en6825fec0dcce429abef2b213d6372bbd,Interview with the Vampire,27703,274,Horror,Fantasy,Drama
enca11f6b8ddcc4844a5ee14e1c7b9762e,Swordfish (film),25231,180,Action,Crime,Thriller
en1ae8880bb21245a39ad18f119e163fec,The White Ribbon,36076,76,Drama,Thriller,History
en7f8648f5449c4f9da46febfd68cdbd58,Darkman,31979,100,Action,Science Fiction,Thriller
enf18baec3a1b8400da447b89e0b39bb61,Get Carter,19230,147,Crime,Thriller,Drama
en3b3b6db8683b4f509171b4b097837dbd,Platinum Blonde (film),30731,33,Comedy,Romance,Drama
en7e3d15d9e49b4e4aa78528e4f2d0e9c3,The Bourne Identity (2002 film),27247,158,Action,Thriller,Spy
enbbd7083882674c1fa0c668d4d7331e22,Alien: Resurrection,28032,40,Science Fiction,Action,Horror
endf4af255fff1417397ad8dc82d404df7,Airplane II: The Sequel,27675,257,Comedy,Science Fiction,Disaster
en39094405d8fc4cefad9d3d7ffe4efa27,The Sandlot,25394,165,Family,Sports,Comedy
endffac0563af542049ec8e89fb53065ba,Orphan (film),36533,206,Horror,Thriller,Thriller
en0c08ce1c06774785b5d73d9effd69e6b,The Silence of the Lambs (film),38942,272,Crime,Thriller,Horror
en46a42bd9735146aab01614153446ad01,Defiance (2008 film),29923,199,War,Drama,History
en132159a79f6040c88b523d3a87ec3224,Punch-Drunk Love,20053,84,Romance,Comedy,Drama
encfd3090ddb3146318f2edf3bf6807b30,Heat (1995 film),37149,246,Crime,Action,Thriller
enf903e9b905b54ea09072b039caccdbeb,The Salton Sea (2002 film),27451,292,Crime,Thriller,Drama
en48f2465cf27f49a98a375692d4c2209b,"Crazy, Stupid, Love",27118,84,Romance,Comedy,Drama
en48bdeeb754c548448c2bfaf7976c365b,Anonymous (film),34324,177,History,Thriller,Drama
en13156e4072c04c31ae4b5defda4a7bc5,Scream 3,22987,68,Horror,Thriller,Thriller
en1f02f19d1d4247d4a6de3a3b3af622ff,Terminator Salvation,30604,121,Science Fiction,Action,Adventure
en5e7d0ab69a264987ad93be4a13bf5670,Smokin' Aces,37436,122,Action,Crime,Comedy
en140365ba66ff4e7481ff1a0b2b5e68e8,Dog Day Afternoon,34178,138,Crime,Drama,Thriller
ena8f6324d99f04af0961fa7d98f9af983,Elizabeth: The Golden Age,27660,167,History,Drama,
en0bfaa5e9e6e649c8b008aa84131baaca,Pandorum,34780,109,Science Fiction,Horror,Thriller
en3b8f79aa09a045818b4e725fdf6b57e7,Apocalypse Now,35770,120,War,Drama,Adventure
en97cd44f4ac92471e9137b4d2262a4dac,Do the Right Thing,20246,98,Drama,Comedy,Social Issues
ena1acdede6d524bffaf3a93bf0087206c,Up (2009 film),21701,181,Animation,Adventure,Comedy
enf53d09c71da246cfb21c10366409a6b1,The Replacements (film),28619,87,Sports,Comedy,Drama
en907f369c73384a6a9b4d5cc8b683203a,August: Osage County (film),31694,78,Drama,Family,Comedy
enec3061f1b9d346fa84285a8f3eb111ba,Brazil (1985 film),40318,143,Science Fiction,Fantasy,Comedy
enc05e4f27bd8448ebaf9883c64aa4d599,Grosse Pointe Blank,23453,244,Crime,Comedy,Romance
en2e733a32750748b082f2ffb7f4608329,The Big White,28925,141,Comedy,Crime,Adventure
enf70932f1126d4ce791057d9a8b377ada,The Woodsman (2004 film),22236,126,Drama,Crime,
en8546b56484754b42b4bc1b26acaff242,Music of the Heart,30867,156,Drama,Music,
en04052c0f20834cf1bac19927d8f758e0,Star Trek II: The Wrath of Khan,23891,352,Science Fiction,Action,Adventure
ence0f8f6cc6994a0b9b565d6910852f82,The Verdict,27515,97,Social Issues,Drama,Crime
en84ff0693fcff4a248aac61e40934aab5,Rise of the Guardians,34512,119,Animation,Adventure,Fantasy
enb844ecabcc7f4bc380cc87b5d3e24348,Hellboy II: The Golden Army,27337,126,Action,Fantasy,Adventure
en6e3adb1c4f5546c4a6178969b0cb2f43,Shivers (film),23992,85,Horror,Science Fiction,Thriller
en75adf53b6d3142588f900aaa97847091,Rush Hour 2,22950,220,Action,Comedy,Crime
ene31a5765eef2481ba7f4a03de7180508,17 Again (film),23184,117,Comedy,Fantasy,Family
enff3a622961b84aa091a2a5babfe2aa18,Yes Man (film),27445,148,Comedy,Romance,Drama
en97608cba906d4e549dfa0a6a4964fb63,The Hebrew Hammer,25310,62,Comedy,Action,Adventure
en8dc9b5e23f324c86a3593ba801f672ac,Intolerable Cruelty,21234,47,Romance,Comedy,Drama
en4cf0d5a6f8544ee49db748b16e9624b6,Five Easy Pieces,22719,208,Drama,Family,Road Movie
en70e2a8ef10674e9584d2d665ba2a59db,Jennifer 8,43243,186,Crime,Thriller,Thriller
en3b12e7f9ab57442f9fe95fdf52d2510e,"Lock, Stock and Two Smoking Barrels",24046,139,Crime,Comedy,Action
en98f7f7e775624d9a8b43bd900ef12a36,Land of the Dead,26138,156,Horror,Science Fiction,Thriller
enf854f6d986194b25a467dae9b922f46e,Thor (film),37970,190,Action,Fantasy,Adventure
en05bc3690e0134347aa5df63f6920ae65,A Walk to Remember,25412,223,Romance,Drama,Youth
enf30d36a744764b89b68ac58103b401f0,Inception,34422,285,Science Fiction,Action,Thriller
end30e8354cc2549e29114e0b2f142ca37,Starman (film),35291,241,Science Fiction,Romance,Adventure
ene7ea5a09bac248ef93cb96fea57e1d53,Midnight Cowboy,27629,472,Drama,Social Issues,Road Movie
enea12b0b06c5e46f799710f03435ecaa4,Scream 2,25558,76,Horror,Thriller,Thriller
enae65d9ec6fc04e98899464a06a5ccf62,Sense and Sensibility (film),33353,189,Romance,Drama,History
en7ca13db75ab44faa9d147be6e5540ab7,Death to Smoochy,29661,113,Comedy,Crime,
en6301ea1cf28f477a974e7cb126420d26,The Cider House Rules (film),33123,189,Drama,Romance,History
enc6e53029ab49475dbb82bf89a57e1a42,Flash Gordon (film),22932,148,Science Fiction,Adventure,Action
enf1d20cc82ed548c5b2aac849e53e68f6,Slither (1973 film),28227,195,Crime,Adventure,Comedy
enc06bd10943f9488ea14f5db2174b4779,The Imaginarium of Doctor Parnassus,29802,74,Fantasy,Adventure,Drama
ene9057ea21d1c4171b3eb1b705a5763fb,In the Loop (film),31346,123,Comedy,Social Issues,Comedy
en78cb624224a74387bfcbba89fcafa933,Six Degrees of Separation (film),31856,86,Drama,Comedy,Social Issues
enb557c570b673482eb52293536d886051,The Twilight Saga: New Moon,29462,121,Fantasy,Romance,Drama
enba0f98e3fab842c387810d1e1085d5e0,15 Minutes,31517,142,Crime,Thriller,Action
en33cfabe4a5c548168d991fca802b0bfc,Henry's Crime,25304,162,Crime,Romance,Comedy
en8e1f5d05ae954087a5822c031ecf9d3b,Bruce Almighty,28620,137,Comedy,Fantasy,Romance
enda758a230fce4106a0a250e267fdbab8,The Flintstones (film),33713,56,Comedy,Family,Fantasy
en5a2464c851a44d5e814a92455b48783b,The Private Life of Sherlock Holmes,30975,89,Mystery,Adventure,Comedy
en891ad2b0053b41d48ce33f75cc636305,Hellboy (film),28098,227,Action,Fantasy,Adventure
en4f8be69c09c643ddb50e5d728ced107f,Stepmom (film),34921,190,Drama,Family,Romance
en1dc4afb3a651427dab550bf6ca68cfa5,All About Eve,36739,108,Drama,Art-house,Drama
end1e9449b581f407491eab2f5742a7478,Mr. Deeds Goes to Town,37854,77,Comedy,Romance,Drama
en3e7419c83ec1480dafc7df4bb94e99d8,Disturbia (film),33230,121,Thriller,Crime,Thriller
end5a824f9c5a34d1b8b0181b434ae6674,Who's Your Daddy? (film),26584,104,Comedy,Youth,Romance
en364c0c135fff4c0e94b5e4d999df3e9d,The Next Three Days,31891,354,Thriller,Crime,Action
enb43327ef98f144afae56e30053028568,Descendants (2015 film),29701,118,Fantasy,Family,Music
enf689530f4ca245d28318dd0fdb24c50d,The Curious Case of Benjamin Button (film),51937,305,Fantasy,Romance,Drama
en2fd3fabcf59d456fb8c57465762400bf,Hellraiser: Deader,25845,58,Horror,Thriller,Supernatural
en81542a899b344c4685a873aead53bff1,Austin Powers: International Man of Mystery,24194,264,Comedy,Spy,Action
en3f51f126ac684887812de45cc7f2c35e,The Fault in Our Stars (film),29325,107,Romance,Drama,Youth
